Year,cost_enfu_fuel_coal_usd_per_m3,iso_code3,Nation
2038,174.9001499,BIH,Bosnia and Herzegovina
2039,174.9001499,BIH,Bosnia and Herzegovina
2040,174.9001499,BIH,Bosnia and Herzegovina
2041,174.9001499,BIH,Bosnia and Herzegovina
2042,174.9001499,BIH,Bosnia and Herzegovina
2043,174.9001499,BIH,Bosnia and Herzegovina
2044,174.9001499,BIH,Bosnia and Herzegovina
2045,174.9001499,BIH,Bosnia and Herzegovina
2046,174.9001499,BIH,Bosnia and Herzegovina
2047,174.9001499,BIH,Bosnia and Herzegovina
2048,174.9001499,BIH,Bosnia and Herzegovina
2049,174.9001499,BIH,Bosnia and Herzegovina
2050,174.9001499,BIH,Bosnia and Herzegovina
2022,174.9001499,BLR,Belarus
2023,174.9001499,BLR,Belarus
2024,174.9001499,BLR,Belarus
2025,174.9001499,BLR,Belarus
2026,174.9001499,BLR,Belarus
2027,174.9001499,BLR,Belarus
2028,174.9001499,BLR,Belarus
2029,174.9001499,BLR,Belarus
2030,174.9001499,BLR,Belarus
2031,174.9001499,BLR,Belarus
2032,174.9001499,BLR,Belarus
2033,174.9001499,BLR,Belarus
2034,174.9001499,BLR,Belarus
2035,174.9001499,BLR,Belarus
2036,174.9001499,BLR,Belarus
2037,174.9001499,BLR,Belarus
2038,174.9001499,BLR,Belarus
2039,174.9001499,BLR,Belarus
2040,174.9001499,BLR,Belarus
2041,174.9001499,BLR,Belarus
2042,174.9001499,BLR,Belarus
2043,174.9001499,BLR,Belarus
2044,174.9001499,BLR,Belarus
2045,174.9001499,BLR,Belarus
2046,174.9001499,BLR,Belarus
2047,174.9001499,BLR,Belarus
2048,174.9001499,BLR,Belarus
2049,174.9001499,BLR,Belarus
2050,174.9001499,BLR,Belarus
2022,174.9001499,BLZ,Belize
2023,174.9001499,BLZ,Belize
2024,174.9001499,BLZ,Belize
2025,174.9001499,BLZ,Belize
2026,174.9001499,BLZ,Belize
2027,174.9001499,BLZ,Belize
2028,174.9001499,BLZ,Belize
2029,174.9001499,BLZ,Belize
2030,174.9001499,BLZ,Belize
2031,174.9001499,BLZ,Belize
2032,174.9001499,BLZ,Belize
2033,174.9001499,BLZ,Belize
2034,174.9001499,BLZ,Belize
2035,174.9001499,BLZ,Belize
2036,174.9001499,BLZ,Belize
2037,174.9001499,BLZ,Belize
2038,174.9001499,BLZ,Belize
2039,174.9001499,BLZ,Belize
2040,174.9001499,BLZ,Belize
2041,174.9001499,BLZ,Belize
2042,174.9001499,BLZ,Belize
2043,174.9001499,BLZ,Belize
2044,174.9001499,BLZ,Belize
2045,174.9001499,BLZ,Belize
2046,174.9001499,BLZ,Belize
2047,174.9001499,BLZ,Belize
2048,174.9001499,BLZ,Belize
2049,174.9001499,BLZ,Belize
2050,174.9001499,BLZ,Belize
2022,174.9001499,BMU,Bermuda
2023,174.9001499,BMU,Bermuda
2024,174.9001499,BMU,Bermuda
2025,174.9001499,BMU,Bermuda
2026,174.9001499,BMU,Bermuda
2027,174.9001499,BMU,Bermuda
2028,174.9001499,BMU,Bermuda
2029,174.9001499,BMU,Bermuda
2030,174.9001499,BMU,Bermuda
2031,174.9001499,BMU,Bermuda
2032,174.9001499,BMU,Bermuda
2033,174.9001499,BMU,Bermuda
2034,174.9001499,BMU,Bermuda
2035,174.9001499,BMU,Bermuda
2036,174.9001499,BMU,Bermuda
2037,174.9001499,BMU,Bermuda
2038,174.9001499,BMU,Bermuda
2039,174.9001499,BMU,Bermuda
2040,174.9001499,BMU,Bermuda
2041,174.9001499,BMU,Bermuda
2042,174.9001499,BMU,Bermuda
2043,174.9001499,BMU,Bermuda
2044,174.9001499,BMU,Bermuda
2045,174.9001499,BMU,Bermuda
2046,174.9001499,BMU,Bermuda
2047,174.9001499,BMU,Bermuda
2048,174.9001499,BMU,Bermuda
2049,174.9001499,BMU,Bermuda
2050,174.9001499,BMU,Bermuda
2022,174.9001499,BOL,Bolivia
2023,174.9001499,BOL,Bolivia
2024,174.9001499,BOL,Bolivia
2025,174.9001499,BOL,Bolivia
2026,174.9001499,BOL,Bolivia
2027,174.9001499,BOL,Bolivia
2028,174.9001499,BOL,Bolivia
2029,174.9001499,BOL,Bolivia
2030,174.9001499,BOL,Bolivia
2031,174.9001499,BOL,Bolivia
2032,174.9001499,BOL,Bolivia
2033,174.9001499,BOL,Bolivia
2034,174.9001499,BOL,Bolivia
2035,174.9001499,BOL,Bolivia
2036,174.9001499,BOL,Bolivia
2037,174.9001499,BOL,Bolivia
2038,174.9001499,BOL,Bolivia
2039,174.9001499,BOL,Bolivia
2040,174.9001499,BOL,Bolivia
2041,174.9001499,BOL,Bolivia
2042,174.9001499,BOL,Bolivia
2043,174.9001499,BOL,Bolivia
2044,174.9001499,BOL,Bolivia
2045,174.9001499,BOL,Bolivia
2046,174.9001499,BOL,Bolivia
2047,174.9001499,BOL,Bolivia
2048,174.9001499,BOL,Bolivia
2049,174.9001499,BOL,Bolivia
2050,174.9001499,BOL,Bolivia
2022,174.9001499,BRA,Brazil
2023,174.9001499,BRA,Brazil
2024,174.9001499,BRA,Brazil
2025,174.9001499,BRA,Brazil
2026,174.9001499,BRA,Brazil
2027,174.9001499,BRA,Brazil
2028,174.9001499,BRA,Brazil
2029,174.9001499,BRA,Brazil
2030,174.9001499,BRA,Brazil
2031,174.9001499,BRA,Brazil
2032,174.9001499,BRA,Brazil
2033,174.9001499,BRA,Brazil
2034,174.9001499,BRA,Brazil
2035,174.9001499,BRA,Brazil
2036,174.9001499,BRA,Brazil
2037,174.9001499,BRA,Brazil
2038,174.9001499,BRA,Brazil
2039,174.9001499,BRA,Brazil
2040,174.9001499,BRA,Brazil
2041,174.9001499,BRA,Brazil
2042,174.9001499,BRA,Brazil
2043,174.9001499,BRA,Brazil
2044,174.9001499,BRA,Brazil
2045,174.9001499,BRA,Brazil
2046,174.9001499,BRA,Brazil
2047,174.9001499,BRA,Brazil
2048,174.9001499,BRA,Brazil
2049,174.9001499,BRA,Brazil
2050,174.9001499,BRA,Brazil
2022,174.9001499,BRB,Barbados
2023,174.9001499,BRB,Barbados
2024,174.9001499,BRB,Barbados
2025,174.9001499,BRB,Barbados
2026,174.9001499,BRB,Barbados
2027,174.9001499,BRB,Barbados
2028,174.9001499,BRB,Barbados
2029,174.9001499,BRB,Barbados
2030,174.9001499,BRB,Barbados
2031,174.9001499,BRB,Barbados
2032,174.9001499,BRB,Barbados
2033,174.9001499,BRB,Barbados
2034,174.9001499,BRB,Barbados
2035,174.9001499,BRB,Barbados
2036,174.9001499,BRB,Barbados
2037,174.9001499,BRB,Barbados
2038,174.9001499,BRB,Barbados
2039,174.9001499,BRB,Barbados
2040,174.9001499,BRB,Barbados
2041,174.9001499,BRB,Barbados
2042,174.9001499,BRB,Barbados
2043,174.9001499,BRB,Barbados
2044,174.9001499,BRB,Barbados
2045,174.9001499,BRB,Barbados
2046,174.9001499,BRB,Barbados
2047,174.9001499,BRB,Barbados
2048,174.9001499,BRB,Barbados
2049,174.9001499,BRB,Barbados
2050,174.9001499,BRB,Barbados
2022,174.9001499,BRN,Brunei Darussalam
2023,174.9001499,BRN,Brunei Darussalam
2024,174.9001499,BRN,Brunei Darussalam
2025,174.9001499,BRN,Brunei Darussalam
2026,174.9001499,BRN,Brunei Darussalam
2027,174.9001499,BRN,Brunei Darussalam
2028,174.9001499,BRN,Brunei Darussalam
2029,174.9001499,BRN,Brunei Darussalam
2030,174.9001499,BRN,Brunei Darussalam
2031,174.9001499,BRN,Brunei Darussalam
2032,174.9001499,BRN,Brunei Darussalam
2033,174.9001499,BRN,Brunei Darussalam
2034,174.9001499,BRN,Brunei Darussalam
2035,174.9001499,BRN,Brunei Darussalam
2036,174.9001499,BRN,Brunei Darussalam
2037,174.9001499,BRN,Brunei Darussalam
2038,174.9001499,BRN,Brunei Darussalam
2039,174.9001499,BRN,Brunei Darussalam
2040,174.9001499,BRN,Brunei Darussalam
2041,174.9001499,BRN,Brunei Darussalam
2042,174.9001499,BRN,Brunei Darussalam
2043,174.9001499,BRN,Brunei Darussalam
2044,174.9001499,BRN,Brunei Darussalam
2045,174.9001499,BRN,Brunei Darussalam
2046,174.9001499,BRN,Brunei Darussalam
2047,174.9001499,BRN,Brunei Darussalam
2048,174.9001499,BRN,Brunei Darussalam
2049,174.9001499,BRN,Brunei Darussalam
2050,174.9001499,BRN,Brunei Darussalam
2022,174.9001499,BTN,Bhutan
2023,174.9001499,BTN,Bhutan
2024,174.9001499,BTN,Bhutan
2025,174.9001499,BTN,Bhutan
2026,174.9001499,BTN,Bhutan
2027,174.9001499,BTN,Bhutan
2028,174.9001499,BTN,Bhutan
2029,174.9001499,BTN,Bhutan
2030,174.9001499,BTN,Bhutan
2031,174.9001499,BTN,Bhutan
2032,174.9001499,BTN,Bhutan
2033,174.9001499,BTN,Bhutan
2034,174.9001499,BTN,Bhutan
2035,174.9001499,BTN,Bhutan
2036,174.9001499,BTN,Bhutan
2037,174.9001499,BTN,Bhutan
2038,174.9001499,BTN,Bhutan
2039,174.9001499,BTN,Bhutan
2040,174.9001499,BTN,Bhutan
2041,174.9001499,BTN,Bhutan
2042,174.9001499,BTN,Bhutan
2043,174.9001499,BTN,Bhutan
2044,174.9001499,BTN,Bhutan
2045,174.9001499,BTN,Bhutan
2046,174.9001499,BTN,Bhutan
2047,174.9001499,BTN,Bhutan
2048,174.9001499,BTN,Bhutan
2049,174.9001499,BTN,Bhutan
2050,174.9001499,BTN,Bhutan
2022,174.9001499,BWA,Botswana
2023,174.9001499,BWA,Botswana
2024,174.9001499,BWA,Botswana
2025,174.9001499,BWA,Botswana
2026,174.9001499,BWA,Botswana
2027,174.9001499,BWA,Botswana
2028,174.9001499,BWA,Botswana
2029,174.9001499,BWA,Botswana
2030,174.9001499,BWA,Botswana
2031,174.9001499,BWA,Botswana
2032,174.9001499,BWA,Botswana
2033,174.9001499,BWA,Botswana
2034,174.9001499,BWA,Botswana
2035,174.9001499,BWA,Botswana
2036,174.9001499,BWA,Botswana
2037,174.9001499,BWA,Botswana
2038,174.9001499,BWA,Botswana
2039,174.9001499,BWA,Botswana
2040,174.9001499,BWA,Botswana
2041,174.9001499,BWA,Botswana
2042,174.9001499,BWA,Botswana
2043,174.9001499,BWA,Botswana
2044,174.9001499,BWA,Botswana
2045,174.9001499,BWA,Botswana
2046,174.9001499,BWA,Botswana
2047,174.9001499,BWA,Botswana
2048,174.9001499,BWA,Botswana
2049,174.9001499,BWA,Botswana
2050,174.9001499,BWA,Botswana
2022,174.9001499,CAF,Central African Republic
2023,174.9001499,CAF,Central African Republic
2024,174.9001499,CAF,Central African Republic
2025,174.9001499,CAF,Central African Republic
2026,174.9001499,CAF,Central African Republic
2027,174.9001499,CAF,Central African Republic
2028,174.9001499,CAF,Central African Republic
2029,174.9001499,CAF,Central African Republic
2030,174.9001499,CAF,Central African Republic
2031,174.9001499,CAF,Central African Republic
2032,174.9001499,CAF,Central African Republic
2033,174.9001499,CAF,Central African Republic
2034,174.9001499,CAF,Central African Republic
2035,174.9001499,CAF,Central African Republic
2036,174.9001499,CAF,Central African Republic
2037,174.9001499,CAF,Central African Republic
2038,174.9001499,CAF,Central African Republic
2039,174.9001499,CAF,Central African Republic
2040,174.9001499,CAF,Central African Republic
2041,174.9001499,CAF,Central African Republic
2042,174.9001499,CAF,Central African Republic
2043,174.9001499,CAF,Central African Republic
2044,174.9001499,CAF,Central African Republic
2045,174.9001499,CAF,Central African Republic
2046,174.9001499,CAF,Central African Republic
2047,174.9001499,CAF,Central African Republic
2048,174.9001499,CAF,Central African Republic
2049,174.9001499,CAF,Central African Republic
2050,174.9001499,CAF,Central African Republic
2022,174.9001499,CAN,Canada
2023,174.9001499,CAN,Canada
2024,174.9001499,CAN,Canada
2025,174.9001499,CAN,Canada
2026,174.9001499,CAN,Canada
2027,174.9001499,CAN,Canada
2028,174.9001499,CAN,Canada
2029,174.9001499,CAN,Canada
2030,174.9001499,CAN,Canada
2031,174.9001499,CAN,Canada
2032,174.9001499,CAN,Canada
2033,174.9001499,CAN,Canada
2034,174.9001499,CAN,Canada
2035,174.9001499,CAN,Canada
2036,174.9001499,CAN,Canada
2037,174.9001499,CAN,Canada
2038,174.9001499,CAN,Canada
2039,174.9001499,CAN,Canada
2040,174.9001499,CAN,Canada
2041,174.9001499,CAN,Canada
2042,174.9001499,CAN,Canada
2043,174.9001499,CAN,Canada
2044,174.9001499,CAN,Canada
2045,174.9001499,CAN,Canada
2046,174.9001499,CAN,Canada
2047,174.9001499,CAN,Canada
2048,174.9001499,CAN,Canada
2049,174.9001499,CAN,Canada
2050,174.9001499,CAN,Canada
2022,174.9001499,CEB,Central Europe and the Baltics
2023,174.9001499,CEB,Central Europe and the Baltics
2024,174.9001499,CEB,Central Europe and the Baltics
2025,174.9001499,CEB,Central Europe and the Baltics
2026,174.9001499,CEB,Central Europe and the Baltics
2027,174.9001499,CEB,Central Europe and the Baltics
2028,174.9001499,CEB,Central Europe and the Baltics
2029,174.9001499,CEB,Central Europe and the Baltics
2030,174.9001499,CEB,Central Europe and the Baltics
2031,174.9001499,CEB,Central Europe and the Baltics
2032,174.9001499,CEB,Central Europe and the Baltics
2033,174.9001499,CEB,Central Europe and the Baltics
2034,174.9001499,CEB,Central Europe and the Baltics
2035,174.9001499,CEB,Central Europe and the Baltics
2036,174.9001499,CEB,Central Europe and the Baltics
2037,174.9001499,CEB,Central Europe and the Baltics
2038,174.9001499,CEB,Central Europe and the Baltics
2039,174.9001499,CEB,Central Europe and the Baltics
2040,174.9001499,CEB,Central Europe and the Baltics
2041,174.9001499,CEB,Central Europe and the Baltics
2042,174.9001499,CEB,Central Europe and the Baltics
2043,174.9001499,CEB,Central Europe and the Baltics
2044,174.9001499,CEB,Central Europe and the Baltics
2045,174.9001499,CEB,Central Europe and the Baltics
2046,174.9001499,CEB,Central Europe and the Baltics
2047,174.9001499,CEB,Central Europe and the Baltics
2048,174.9001499,CEB,Central Europe and the Baltics
2049,174.9001499,CEB,Central Europe and the Baltics
2050,174.9001499,CEB,Central Europe and the Baltics
2022,174.9001499,CHE,Switzerland
2023,174.9001499,CHE,Switzerland
2024,174.9001499,CHE,Switzerland
2025,174.9001499,CHE,Switzerland
2026,174.9001499,CHE,Switzerland
2027,174.9001499,CHE,Switzerland
2028,174.9001499,CHE,Switzerland
2029,174.9001499,CHE,Switzerland
2030,174.9001499,CHE,Switzerland
2031,174.9001499,CHE,Switzerland
2032,174.9001499,CHE,Switzerland
2033,174.9001499,CHE,Switzerland
2034,174.9001499,CHE,Switzerland
2035,174.9001499,CHE,Switzerland
2036,174.9001499,CHE,Switzerland
2037,174.9001499,CHE,Switzerland
2038,174.9001499,CHE,Switzerland
2039,174.9001499,CHE,Switzerland
2040,174.9001499,CHE,Switzerland
2041,174.9001499,CHE,Switzerland
2042,174.9001499,CHE,Switzerland
2043,174.9001499,CHE,Switzerland
2044,174.9001499,CHE,Switzerland
2045,174.9001499,CHE,Switzerland
2046,174.9001499,CHE,Switzerland
2047,174.9001499,CHE,Switzerland
2048,174.9001499,CHE,Switzerland
2049,174.9001499,CHE,Switzerland
2050,174.9001499,CHE,Switzerland
2022,174.9001499,CHI,Channel Islands
2023,174.9001499,CHI,Channel Islands
2024,174.9001499,CHI,Channel Islands
2025,174.9001499,CHI,Channel Islands
2026,174.9001499,CHI,Channel Islands
2027,174.9001499,CHI,Channel Islands
2028,174.9001499,CHI,Channel Islands
2029,174.9001499,CHI,Channel Islands
2030,174.9001499,CHI,Channel Islands
2031,174.9001499,CHI,Channel Islands
2032,174.9001499,CHI,Channel Islands
2033,174.9001499,CHI,Channel Islands
2034,174.9001499,CHI,Channel Islands
2035,174.9001499,CHI,Channel Islands
2036,174.9001499,CHI,Channel Islands
2037,174.9001499,CHI,Channel Islands
2038,174.9001499,CHI,Channel Islands
2039,174.9001499,CHI,Channel Islands
2040,174.9001499,CHI,Channel Islands
2041,174.9001499,CHI,Channel Islands
2042,174.9001499,CHI,Channel Islands
2043,174.9001499,CHI,Channel Islands
2044,174.9001499,CHI,Channel Islands
2045,174.9001499,CHI,Channel Islands
2046,174.9001499,CHI,Channel Islands
2047,174.9001499,CHI,Channel Islands
2048,174.9001499,CHI,Channel Islands
2049,174.9001499,CHI,Channel Islands
2050,174.9001499,CHI,Channel Islands
2022,174.9001499,CHL,Chile
2023,174.9001499,CHL,Chile
2024,174.9001499,CHL,Chile
2025,174.9001499,CHL,Chile
2026,174.9001499,CHL,Chile
2027,174.9001499,CHL,Chile
2028,174.9001499,CHL,Chile
2029,174.9001499,CHL,Chile
2030,174.9001499,CHL,Chile
2031,174.9001499,CHL,Chile
2032,174.9001499,CHL,Chile
2033,174.9001499,CHL,Chile
2034,174.9001499,CHL,Chile
2035,174.9001499,CHL,Chile
2036,174.9001499,CHL,Chile
2037,174.9001499,CHL,Chile
2038,174.9001499,CHL,Chile
2039,174.9001499,CHL,Chile
2040,174.9001499,CHL,Chile
2041,174.9001499,CHL,Chile
2042,174.9001499,CHL,Chile
2043,174.9001499,CHL,Chile
2044,174.9001499,CHL,Chile
2045,174.9001499,CHL,Chile
2046,174.9001499,CHL,Chile
2047,174.9001499,CHL,Chile
2048,174.9001499,CHL,Chile
2049,174.9001499,CHL,Chile
2050,174.9001499,CHL,Chile
2022,174.9001499,CHN,China
2023,174.9001499,CHN,China
2024,174.9001499,CHN,China
2025,174.9001499,CHN,China
2026,174.9001499,CHN,China
2027,174.9001499,CHN,China
2028,174.9001499,CHN,China
2029,174.9001499,CHN,China
2030,174.9001499,CHN,China
2031,174.9001499,CHN,China
2032,174.9001499,CHN,China
2033,174.9001499,CHN,China
2034,174.9001499,CHN,China
2035,174.9001499,CHN,China
2036,174.9001499,CHN,China
2037,174.9001499,CHN,China
2038,174.9001499,CHN,China
2039,174.9001499,CHN,China
2040,174.9001499,CHN,China
2041,174.9001499,CHN,China
2042,174.9001499,CHN,China
2043,174.9001499,CHN,China
2044,174.9001499,CHN,China
2045,174.9001499,CHN,China
2046,174.9001499,CHN,China
2047,174.9001499,CHN,China
2048,174.9001499,CHN,China
2049,174.9001499,CHN,China
2050,174.9001499,CHN,China
2022,174.9001499,CIV,Cote d'Ivoire
2023,174.9001499,CIV,Cote d'Ivoire
2024,174.9001499,CIV,Cote d'Ivoire
2025,174.9001499,CIV,Cote d'Ivoire
2026,174.9001499,CIV,Cote d'Ivoire
2027,174.9001499,CIV,Cote d'Ivoire
2028,174.9001499,CIV,Cote d'Ivoire
2029,174.9001499,CIV,Cote d'Ivoire
2030,174.9001499,CIV,Cote d'Ivoire
2031,174.9001499,CIV,Cote d'Ivoire
2032,174.9001499,CIV,Cote d'Ivoire
2033,174.9001499,CIV,Cote d'Ivoire
2034,174.9001499,CIV,Cote d'Ivoire
2035,174.9001499,CIV,Cote d'Ivoire
2036,174.9001499,CIV,Cote d'Ivoire
2037,174.9001499,CIV,Cote d'Ivoire
2038,174.9001499,CIV,Cote d'Ivoire
2039,174.9001499,CIV,Cote d'Ivoire
2040,174.9001499,CIV,Cote d'Ivoire
2041,174.9001499,CIV,Cote d'Ivoire
2042,174.9001499,CIV,Cote d'Ivoire
2043,174.9001499,CIV,Cote d'Ivoire
2044,174.9001499,CIV,Cote d'Ivoire
2045,174.9001499,CIV,Cote d'Ivoire
2046,174.9001499,CIV,Cote d'Ivoire
2047,174.9001499,CIV,Cote d'Ivoire
2048,174.9001499,CIV,Cote d'Ivoire
2049,174.9001499,CIV,Cote d'Ivoire
2050,174.9001499,CIV,Cote d'Ivoire
2022,174.9001499,CMR,Cameroon
2023,174.9001499,CMR,Cameroon
2024,174.9001499,CMR,Cameroon
2025,174.9001499,CMR,Cameroon
2026,174.9001499,CMR,Cameroon
2027,174.9001499,CMR,Cameroon
2028,174.9001499,CMR,Cameroon
2029,174.9001499,CMR,Cameroon
2030,174.9001499,CMR,Cameroon
2031,174.9001499,CMR,Cameroon
2032,174.9001499,CMR,Cameroon
2033,174.9001499,CMR,Cameroon
2034,174.9001499,CMR,Cameroon
2035,174.9001499,CMR,Cameroon
2036,174.9001499,CMR,Cameroon
2037,174.9001499,CMR,Cameroon
2038,174.9001499,CMR,Cameroon
2039,174.9001499,CMR,Cameroon
2040,174.9001499,CMR,Cameroon
2041,174.9001499,CMR,Cameroon
2042,174.9001499,CMR,Cameroon
2043,174.9001499,CMR,Cameroon
2044,174.9001499,CMR,Cameroon
2045,174.9001499,CMR,Cameroon
2046,174.9001499,CMR,Cameroon
2047,174.9001499,CMR,Cameroon
2048,174.9001499,CMR,Cameroon
2049,174.9001499,CMR,Cameroon
2050,174.9001499,CMR,Cameroon
2022,174.9001499,COD,"Congo, Dem. Rep."
2023,174.9001499,COD,"Congo, Dem. Rep."
2024,174.9001499,COD,"Congo, Dem. Rep."
2025,174.9001499,COD,"Congo, Dem. Rep."
2026,174.9001499,COD,"Congo, Dem. Rep."
2027,174.9001499,COD,"Congo, Dem. Rep."
2028,174.9001499,COD,"Congo, Dem. Rep."
2029,174.9001499,COD,"Congo, Dem. Rep."
2030,174.9001499,COD,"Congo, Dem. Rep."
2031,174.9001499,COD,"Congo, Dem. Rep."
2032,174.9001499,COD,"Congo, Dem. Rep."
2033,174.9001499,COD,"Congo, Dem. Rep."
2034,174.9001499,COD,"Congo, Dem. Rep."
2035,174.9001499,COD,"Congo, Dem. Rep."
2036,174.9001499,COD,"Congo, Dem. Rep."
2037,174.9001499,COD,"Congo, Dem. Rep."
2038,174.9001499,COD,"Congo, Dem. Rep."
2039,174.9001499,COD,"Congo, Dem. Rep."
2040,174.9001499,COD,"Congo, Dem. Rep."
2041,174.9001499,COD,"Congo, Dem. Rep."
2042,174.9001499,COD,"Congo, Dem. Rep."
2043,174.9001499,COD,"Congo, Dem. Rep."
2044,174.9001499,COD,"Congo, Dem. Rep."
2045,174.9001499,COD,"Congo, Dem. Rep."
2046,174.9001499,COD,"Congo, Dem. Rep."
2047,174.9001499,COD,"Congo, Dem. Rep."
2048,174.9001499,COD,"Congo, Dem. Rep."
2049,174.9001499,COD,"Congo, Dem. Rep."
2050,174.9001499,COD,"Congo, Dem. Rep."
2022,174.9001499,COG,"Congo, Rep."
2023,174.9001499,COG,"Congo, Rep."
2024,174.9001499,COG,"Congo, Rep."
2025,174.9001499,COG,"Congo, Rep."
2026,174.9001499,COG,"Congo, Rep."
2027,174.9001499,COG,"Congo, Rep."
2028,174.9001499,COG,"Congo, Rep."
2029,174.9001499,COG,"Congo, Rep."
2030,174.9001499,COG,"Congo, Rep."
2031,174.9001499,COG,"Congo, Rep."
2032,174.9001499,COG,"Congo, Rep."
2033,174.9001499,COG,"Congo, Rep."
2034,174.9001499,COG,"Congo, Rep."
2035,174.9001499,COG,"Congo, Rep."
2036,174.9001499,COG,"Congo, Rep."
2037,174.9001499,COG,"Congo, Rep."
2038,174.9001499,COG,"Congo, Rep."
2039,174.9001499,COG,"Congo, Rep."
2040,174.9001499,COG,"Congo, Rep."
2041,174.9001499,COG,"Congo, Rep."
2042,174.9001499,COG,"Congo, Rep."
2043,174.9001499,COG,"Congo, Rep."
2044,174.9001499,COG,"Congo, Rep."
2045,174.9001499,COG,"Congo, Rep."
2046,174.9001499,COG,"Congo, Rep."
2047,174.9001499,COG,"Congo, Rep."
2048,174.9001499,COG,"Congo, Rep."
2049,174.9001499,COG,"Congo, Rep."
2050,174.9001499,COG,"Congo, Rep."
2022,174.9001499,COL,Colombia
2023,174.9001499,COL,Colombia
2024,174.9001499,COL,Colombia
2025,174.9001499,COL,Colombia
2026,174.9001499,COL,Colombia
2027,174.9001499,COL,Colombia
2028,174.9001499,COL,Colombia
2029,174.9001499,COL,Colombia
2030,174.9001499,COL,Colombia
2031,174.9001499,COL,Colombia
2032,174.9001499,COL,Colombia
2033,174.9001499,COL,Colombia
2034,174.9001499,COL,Colombia
2035,174.9001499,COL,Colombia
2036,174.9001499,COL,Colombia
2037,174.9001499,COL,Colombia
2038,174.9001499,COL,Colombia
2039,174.9001499,COL,Colombia
2040,174.9001499,COL,Colombia
2041,174.9001499,COL,Colombia
2042,174.9001499,COL,Colombia
2043,174.9001499,COL,Colombia
2044,174.9001499,COL,Colombia
2045,174.9001499,COL,Colombia
2046,174.9001499,COL,Colombia
2047,174.9001499,COL,Colombia
2048,174.9001499,COL,Colombia
2049,174.9001499,COL,Colombia
2050,174.9001499,COL,Colombia
2022,174.9001499,COM,Comoros
2023,174.9001499,COM,Comoros
2024,174.9001499,COM,Comoros
2025,174.9001499,COM,Comoros
2026,174.9001499,COM,Comoros
2027,174.9001499,COM,Comoros
2028,174.9001499,COM,Comoros
2029,174.9001499,COM,Comoros
2030,174.9001499,COM,Comoros
2031,174.9001499,COM,Comoros
2032,174.9001499,COM,Comoros
2033,174.9001499,COM,Comoros
2034,174.9001499,COM,Comoros
2035,174.9001499,COM,Comoros
2036,174.9001499,COM,Comoros
2037,174.9001499,COM,Comoros
2038,174.9001499,COM,Comoros
2039,174.9001499,COM,Comoros
2040,174.9001499,COM,Comoros
2041,174.9001499,COM,Comoros
2042,174.9001499,COM,Comoros
2043,174.9001499,COM,Comoros
2044,174.9001499,COM,Comoros
2045,174.9001499,COM,Comoros
