Year,Nation,iso_code3,exports_enfu_pj_fuel_natural_gas
2038,Nicaragua,NIC,0.0
2039,Nicaragua,NIC,0.0
2040,Nicaragua,NIC,0.0
2041,Nicaragua,NIC,0.0
2042,Nicaragua,NIC,0.0
2043,Nicaragua,NIC,0.0
2044,Nicaragua,NIC,0.0
2045,Nicaragua,NIC,0.0
2046,Nicaragua,NIC,0.0
2047,Nicaragua,NIC,0.0
2048,Nicaragua,NIC,0.0
2049,Nicaragua,NIC,0.0
2050,Nicaragua,NIC,0.0
2018,Niger,NER,0.0
2019,Niger,NER,0.0
2020,Niger,NER,0.0
2021,Niger,NER,0.0
2022,Niger,NER,0.0
2023,Niger,NER,0.0
2024,Niger,NER,0.0
2025,Niger,NER,0.0
2026,Niger,NER,0.0
2027,Niger,NER,0.0
2028,Niger,NER,0.0
2029,Niger,NER,0.0
2030,Niger,NER,0.0
2031,Niger,NER,0.0
2032,Niger,NER,0.0
2033,Niger,NER,0.0
2034,Niger,NER,0.0
2035,Niger,NER,0.0
2036,Niger,NER,0.0
2037,Niger,NER,0.0
2038,Niger,NER,0.0
2039,Niger,NER,0.0
2040,Niger,NER,0.0
2041,Niger,NER,0.0
2042,Niger,NER,0.0
2043,Niger,NER,0.0
2044,Niger,NER,0.0
2045,Niger,NER,0.0
2046,Niger,NER,0.0
2047,Niger,NER,0.0
2048,Niger,NER,0.0
2049,Niger,NER,0.0
2050,Niger,NER,0.0
2018,Nigeria,NGA,795.8340000000001
2019,Nigeria,NGA,795.8340000000001
2020,Nigeria,NGA,795.8340000000001
2021,Nigeria,NGA,795.8340000000001
2022,Nigeria,NGA,795.8340000000001
2023,Nigeria,NGA,795.8340000000001
2024,Nigeria,NGA,795.8340000000001
2025,Nigeria,NGA,795.8340000000001
2026,Nigeria,NGA,795.8340000000001
2027,Nigeria,NGA,795.8340000000001
2028,Nigeria,NGA,795.8340000000001
2029,Nigeria,NGA,795.8340000000001
2030,Nigeria,NGA,795.8340000000001
2031,Nigeria,NGA,795.8340000000001
2032,Nigeria,NGA,795.8340000000001
2033,Nigeria,NGA,795.8340000000001
2034,Nigeria,NGA,795.8340000000001
2035,Nigeria,NGA,795.8340000000001
2036,Nigeria,NGA,795.8340000000001
2037,Nigeria,NGA,795.8340000000001
2038,Nigeria,NGA,795.8340000000001
2039,Nigeria,NGA,795.8340000000001
2040,Nigeria,NGA,795.8340000000001
2041,Nigeria,NGA,795.8340000000001
2042,Nigeria,NGA,795.8340000000001
2043,Nigeria,NGA,795.8340000000001
2044,Nigeria,NGA,795.8340000000001
2045,Nigeria,NGA,795.8340000000001
2046,Nigeria,NGA,795.8340000000001
2047,Nigeria,NGA,795.8340000000001
2048,Nigeria,NGA,795.8340000000001
2049,Nigeria,NGA,795.8340000000001
2050,Nigeria,NGA,795.8340000000001
2018,Norway,NOR,4051.4230000000002
2019,Norway,NOR,4051.4230000000002
2020,Norway,NOR,4051.4230000000002
2021,Norway,NOR,4051.4230000000002
2022,Norway,NOR,4051.4230000000002
2023,Norway,NOR,4051.4230000000002
2024,Norway,NOR,4051.4230000000002
2025,Norway,NOR,4051.4230000000002
2026,Norway,NOR,4051.4230000000002
2027,Norway,NOR,4051.4230000000002
2028,Norway,NOR,4051.4230000000002
2029,Norway,NOR,4051.4230000000002
2030,Norway,NOR,4051.4230000000002
2031,Norway,NOR,4051.4230000000002
2032,Norway,NOR,4051.4230000000002
2033,Norway,NOR,4051.4230000000002
2034,Norway,NOR,4051.4230000000002
2035,Norway,NOR,4051.4230000000002
2036,Norway,NOR,4051.4230000000002
2037,Norway,NOR,4051.4230000000002
2038,Norway,NOR,4051.4230000000002
2039,Norway,NOR,4051.4230000000002
2040,Norway,NOR,4051.4230000000002
2041,Norway,NOR,4051.4230000000002
2042,Norway,NOR,4051.4230000000002
2043,Norway,NOR,4051.4230000000002
2044,Norway,NOR,4051.4230000000002
2045,Norway,NOR,4051.4230000000002
2046,Norway,NOR,4051.4230000000002
2047,Norway,NOR,4051.4230000000002
2048,Norway,NOR,4051.4230000000002
2049,Norway,NOR,4051.4230000000002
2050,Norway,NOR,4051.4230000000002
2018,Oman,OMN,399.319
2019,Oman,OMN,399.319
2020,Oman,OMN,399.319
2021,Oman,OMN,399.319
2022,Oman,OMN,399.319
2023,Oman,OMN,399.319
2024,Oman,OMN,399.319
2025,Oman,OMN,399.319
2026,Oman,OMN,399.319
2027,Oman,OMN,399.319
2028,Oman,OMN,399.319
2029,Oman,OMN,399.319
2030,Oman,OMN,399.319
2031,Oman,OMN,399.319
2032,Oman,OMN,399.319
2033,Oman,OMN,399.319
2034,Oman,OMN,399.319
2035,Oman,OMN,399.319
2036,Oman,OMN,399.319
2037,Oman,OMN,399.319
2038,Oman,OMN,399.319
2039,Oman,OMN,399.319
2040,Oman,OMN,399.319
2041,Oman,OMN,399.319
2042,Oman,OMN,399.319
2043,Oman,OMN,399.319
2044,Oman,OMN,399.319
2045,Oman,OMN,399.319
2046,Oman,OMN,399.319
2047,Oman,OMN,399.319
2048,Oman,OMN,399.319
2049,Oman,OMN,399.319
2050,Oman,OMN,399.319
2018,Pakistan,PAK,0.0
2019,Pakistan,PAK,0.0
2020,Pakistan,PAK,0.0
2021,Pakistan,PAK,0.0
2022,Pakistan,PAK,0.0
2023,Pakistan,PAK,0.0
2024,Pakistan,PAK,0.0
2025,Pakistan,PAK,0.0
2026,Pakistan,PAK,0.0
2027,Pakistan,PAK,0.0
2028,Pakistan,PAK,0.0
2029,Pakistan,PAK,0.0
2030,Pakistan,PAK,0.0
2031,Pakistan,PAK,0.0
2032,Pakistan,PAK,0.0
2033,Pakistan,PAK,0.0
2034,Pakistan,PAK,0.0
2035,Pakistan,PAK,0.0
2036,Pakistan,PAK,0.0
2037,Pakistan,PAK,0.0
2038,Pakistan,PAK,0.0
2039,Pakistan,PAK,0.0
2040,Pakistan,PAK,0.0
2041,Pakistan,PAK,0.0
2042,Pakistan,PAK,0.0
2043,Pakistan,PAK,0.0
2044,Pakistan,PAK,0.0
2045,Pakistan,PAK,0.0
2046,Pakistan,PAK,0.0
2047,Pakistan,PAK,0.0
2048,Pakistan,PAK,0.0
2049,Pakistan,PAK,0.0
2050,Pakistan,PAK,0.0
2018,Panama,PAN,0.0
2019,Panama,PAN,0.0
2020,Panama,PAN,0.0
2021,Panama,PAN,0.0
2022,Panama,PAN,0.0
2023,Panama,PAN,0.0
2024,Panama,PAN,0.0
2025,Panama,PAN,0.0
2026,Panama,PAN,0.0
2027,Panama,PAN,0.0
2028,Panama,PAN,0.0
2029,Panama,PAN,0.0
2030,Panama,PAN,0.0
2031,Panama,PAN,0.0
2032,Panama,PAN,0.0
2033,Panama,PAN,0.0
2034,Panama,PAN,0.0
2035,Panama,PAN,0.0
2036,Panama,PAN,0.0
2037,Panama,PAN,0.0
2038,Panama,PAN,0.0
2039,Panama,PAN,0.0
2040,Panama,PAN,0.0
2041,Panama,PAN,0.0
2042,Panama,PAN,0.0
2043,Panama,PAN,0.0
2044,Panama,PAN,0.0
2045,Panama,PAN,0.0
2046,Panama,PAN,0.0
2047,Panama,PAN,0.0
2048,Panama,PAN,0.0
2049,Panama,PAN,0.0
2050,Panama,PAN,0.0
2018,Paraguay,PRY,0.0
2019,Paraguay,PRY,0.0
2020,Paraguay,PRY,0.0
2021,Paraguay,PRY,0.0
2022,Paraguay,PRY,0.0
2023,Paraguay,PRY,0.0
2024,Paraguay,PRY,0.0
2025,Paraguay,PRY,0.0
2026,Paraguay,PRY,0.0
2027,Paraguay,PRY,0.0
2028,Paraguay,PRY,0.0
2029,Paraguay,PRY,0.0
2030,Paraguay,PRY,0.0
2031,Paraguay,PRY,0.0
2032,Paraguay,PRY,0.0
2033,Paraguay,PRY,0.0
2034,Paraguay,PRY,0.0
2035,Paraguay,PRY,0.0
2036,Paraguay,PRY,0.0
2037,Paraguay,PRY,0.0
2038,Paraguay,PRY,0.0
2039,Paraguay,PRY,0.0
2040,Paraguay,PRY,0.0
2041,Paraguay,PRY,0.0
2042,Paraguay,PRY,0.0
2043,Paraguay,PRY,0.0
2044,Paraguay,PRY,0.0
2045,Paraguay,PRY,0.0
2046,Paraguay,PRY,0.0
2047,Paraguay,PRY,0.0
2048,Paraguay,PRY,0.0
2049,Paraguay,PRY,0.0
2050,Paraguay,PRY,0.0
2018,Peru,PER,241.012
2019,Peru,PER,241.012
2020,Peru,PER,241.012
2021,Peru,PER,241.012
2022,Peru,PER,241.012
2023,Peru,PER,241.012
2024,Peru,PER,241.012
2025,Peru,PER,241.012
2026,Peru,PER,241.012
2027,Peru,PER,241.012
2028,Peru,PER,241.012
2029,Peru,PER,241.012
2030,Peru,PER,241.012
2031,Peru,PER,241.012
2032,Peru,PER,241.012
2033,Peru,PER,241.012
2034,Peru,PER,241.012
2035,Peru,PER,241.012
2036,Peru,PER,241.012
2037,Peru,PER,241.012
2038,Peru,PER,241.012
2039,Peru,PER,241.012
2040,Peru,PER,241.012
2041,Peru,PER,241.012
2042,Peru,PER,241.012
2043,Peru,PER,241.012
2044,Peru,PER,241.012
2045,Peru,PER,241.012
2046,Peru,PER,241.012
2047,Peru,PER,241.012
2048,Peru,PER,241.012
2049,Peru,PER,241.012
2050,Peru,PER,241.012
2018,Philippines,PHL,0.0
2019,Philippines,PHL,0.0
2020,Philippines,PHL,0.0
2021,Philippines,PHL,0.0
2022,Philippines,PHL,0.0
2023,Philippines,PHL,0.0
2024,Philippines,PHL,0.0
2025,Philippines,PHL,0.0
2026,Philippines,PHL,0.0
2027,Philippines,PHL,0.0
2028,Philippines,PHL,0.0
2029,Philippines,PHL,0.0
2030,Philippines,PHL,0.0
2031,Philippines,PHL,0.0
2032,Philippines,PHL,0.0
2033,Philippines,PHL,0.0
2034,Philippines,PHL,0.0
2035,Philippines,PHL,0.0
2036,Philippines,PHL,0.0
2037,Philippines,PHL,0.0
2038,Philippines,PHL,0.0
2039,Philippines,PHL,0.0
2040,Philippines,PHL,0.0
2041,Philippines,PHL,0.0
2042,Philippines,PHL,0.0
2043,Philippines,PHL,0.0
2044,Philippines,PHL,0.0
2045,Philippines,PHL,0.0
2046,Philippines,PHL,0.0
2047,Philippines,PHL,0.0
2048,Philippines,PHL,0.0
2049,Philippines,PHL,0.0
2050,Philippines,PHL,0.0
2018,Poland,POL,29.965
2019,Poland,POL,29.965
2020,Poland,POL,29.965
2021,Poland,POL,29.965
2022,Poland,POL,29.965
2023,Poland,POL,29.965
2024,Poland,POL,29.965
2025,Poland,POL,29.965
2026,Poland,POL,29.965
2027,Poland,POL,29.965
2028,Poland,POL,29.965
2029,Poland,POL,29.965
2030,Poland,POL,29.965
2031,Poland,POL,29.965
2032,Poland,POL,29.965
2033,Poland,POL,29.965
2034,Poland,POL,29.965
2035,Poland,POL,29.965
2036,Poland,POL,29.965
2037,Poland,POL,29.965
2038,Poland,POL,29.965
2039,Poland,POL,29.965
2040,Poland,POL,29.965
2041,Poland,POL,29.965
2042,Poland,POL,29.965
2043,Poland,POL,29.965
2044,Poland,POL,29.965
2045,Poland,POL,29.965
2046,Poland,POL,29.965
2047,Poland,POL,29.965
2048,Poland,POL,29.965
2049,Poland,POL,29.965
2050,Poland,POL,29.965
2018,Portugal,PRT,0.0
2019,Portugal,PRT,0.0
2020,Portugal,PRT,0.0
2021,Portugal,PRT,0.0
2022,Portugal,PRT,0.0
2023,Portugal,PRT,0.0
2024,Portugal,PRT,0.0
2025,Portugal,PRT,0.0
2026,Portugal,PRT,0.0
2027,Portugal,PRT,0.0
2028,Portugal,PRT,0.0
2029,Portugal,PRT,0.0
2030,Portugal,PRT,0.0
2031,Portugal,PRT,0.0
2032,Portugal,PRT,0.0
2033,Portugal,PRT,0.0
2034,Portugal,PRT,0.0
2035,Portugal,PRT,0.0
2036,Portugal,PRT,0.0
2037,Portugal,PRT,0.0
2038,Portugal,PRT,0.0
2039,Portugal,PRT,0.0
2040,Portugal,PRT,0.0
2041,Portugal,PRT,0.0
2042,Portugal,PRT,0.0
2043,Portugal,PRT,0.0
2044,Portugal,PRT,0.0
2045,Portugal,PRT,0.0
2046,Portugal,PRT,0.0
2047,Portugal,PRT,0.0
2048,Portugal,PRT,0.0
2049,Portugal,PRT,0.0
2050,Portugal,PRT,0.0
2018,Qatar,QAT,4536.279
2019,Qatar,QAT,4536.279
2020,Qatar,QAT,4536.279
2021,Qatar,QAT,4536.279
2022,Qatar,QAT,4536.279
2023,Qatar,QAT,4536.279
2024,Qatar,QAT,4536.279
2025,Qatar,QAT,4536.279
2026,Qatar,QAT,4536.279
2027,Qatar,QAT,4536.279
2028,Qatar,QAT,4536.279
2029,Qatar,QAT,4536.279
2030,Qatar,QAT,4536.279
2031,Qatar,QAT,4536.279
2032,Qatar,QAT,4536.279
2033,Qatar,QAT,4536.279
2034,Qatar,QAT,4536.279
2035,Qatar,QAT,4536.279
2036,Qatar,QAT,4536.279
2037,Qatar,QAT,4536.279
2038,Qatar,QAT,4536.279
2039,Qatar,QAT,4536.279
2040,Qatar,QAT,4536.279
2041,Qatar,QAT,4536.279
2042,Qatar,QAT,4536.279
2043,Qatar,QAT,4536.279
2044,Qatar,QAT,4536.279
2045,Qatar,QAT,4536.279
2046,Qatar,QAT,4536.279
2047,Qatar,QAT,4536.279
2048,Qatar,QAT,4536.279
2049,Qatar,QAT,4536.279
2050,Qatar,QAT,4536.279
2018,Romania,ROU,0.04
2019,Romania,ROU,0.04
2020,Romania,ROU,0.04
2021,Romania,ROU,0.04
2022,Romania,ROU,0.04
2023,Romania,ROU,0.04
2024,Romania,ROU,0.04
2025,Romania,ROU,0.04
2026,Romania,ROU,0.04
2027,Romania,ROU,0.04
2028,Romania,ROU,0.04
2029,Romania,ROU,0.04
2030,Romania,ROU,0.04
2031,Romania,ROU,0.04
2032,Romania,ROU,0.04
2033,Romania,ROU,0.04
2034,Romania,ROU,0.04
2035,Romania,ROU,0.04
2036,Romania,ROU,0.04
2037,Romania,ROU,0.04
2038,Romania,ROU,0.04
2039,Romania,ROU,0.04
2040,Romania,ROU,0.04
2041,Romania,ROU,0.04
2042,Romania,ROU,0.04
2043,Romania,ROU,0.04
2044,Romania,ROU,0.04
2045,Romania,ROU,0.04
2046,Romania,ROU,0.04
2047,Romania,ROU,0.04
2048,Romania,ROU,0.04
2049,Romania,ROU,0.04
2050,Romania,ROU,0.04
2018,Russian Federation,RUS,7331.93
2019,Russian Federation,RUS,7331.93
2020,Russian Federation,RUS,7331.93
2021,Russian Federation,RUS,7331.93
2022,Russian Federation,RUS,7331.93
2023,Russian Federation,RUS,7331.93
2024,Russian Federation,RUS,7331.93
2025,Russian Federation,RUS,7331.93
2026,Russian Federation,RUS,7331.93
2027,Russian Federation,RUS,7331.93
2028,Russian Federation,RUS,7331.93
2029,Russian Federation,RUS,7331.93
2030,Russian Federation,RUS,7331.93
2031,Russian Federation,RUS,7331.93
2032,Russian Federation,RUS,7331.93
2033,Russian Federation,RUS,7331.93
2034,Russian Federation,RUS,7331.93
2035,Russian Federation,RUS,7331.93
2036,Russian Federation,RUS,7331.93
2037,Russian Federation,RUS,7331.93
2038,Russian Federation,RUS,7331.93
2039,Russian Federation,RUS,7331.93
2040,Russian Federation,RUS,7331.93
2041,Russian Federation,RUS,7331.93
2042,Russian Federation,RUS,7331.93
2043,Russian Federation,RUS,7331.93
2044,Russian Federation,RUS,7331.93
2045,Russian Federation,RUS,7331.93
2046,Russian Federation,RUS,7331.93
2047,Russian Federation,RUS,7331.93
2048,Russian Federation,RUS,7331.93
2049,Russian Federation,RUS,7331.93
2050,Russian Federation,RUS,7331.93
2018,Saudi Arabia,SAU,0.0
2019,Saudi Arabia,SAU,0.0
2020,Saudi Arabia,SAU,0.0
2021,Saudi Arabia,SAU,0.0
2022,Saudi Arabia,SAU,0.0
2023,Saudi Arabia,SAU,0.0
2024,Saudi Arabia,SAU,0.0
2025,Saudi Arabia,SAU,0.0
2026,Saudi Arabia,SAU,0.0
2027,Saudi Arabia,SAU,0.0
2028,Saudi Arabia,SAU,0.0
2029,Saudi Arabia,SAU,0.0
2030,Saudi Arabia,SAU,0.0
2031,Saudi Arabia,SAU,0.0
2032,Saudi Arabia,SAU,0.0
2033,Saudi Arabia,SAU,0.0
2034,Saudi Arabia,SAU,0.0
2035,Saudi Arabia,SAU,0.0
2036,Saudi Arabia,SAU,0.0
2037,Saudi Arabia,SAU,0.0
2038,Saudi Arabia,SAU,0.0
2039,Saudi Arabia,SAU,0.0
2040,Saudi Arabia,SAU,0.0
2041,Saudi Arabia,SAU,0.0
2042,Saudi Arabia,SAU,0.0
2043,Saudi Arabia,SAU,0.0
2044,Saudi Arabia,SAU,0.0
2045,Saudi Arabia,SAU,0.0
2046,Saudi Arabia,SAU,0.0
2047,Saudi Arabia,SAU,0.0
2048,Saudi Arabia,SAU,0.0
2049,Saudi Arabia,SAU,0.0
2050,Saudi Arabia,SAU,0.0
2018,Senegal,SEN,0.0
2019,Senegal,SEN,0.0
2020,Senegal,SEN,0.0
2021,Senegal,SEN,0.0
2022,Senegal,SEN,0.0
2023,Senegal,SEN,0.0
2024,Senegal,SEN,0.0
2025,Senegal,SEN,0.0
2026,Senegal,SEN,0.0
2027,Senegal,SEN,0.0
2028,Senegal,SEN,0.0
2029,Senegal,SEN,0.0
2030,Senegal,SEN,0.0
2031,Senegal,SEN,0.0
2032,Senegal,SEN,0.0
2033,Senegal,SEN,0.0
2034,Senegal,SEN,0.0
2035,Senegal,SEN,0.0
2036,Senegal,SEN,0.0
2037,Senegal,SEN,0.0
2038,Senegal,SEN,0.0
2039,Senegal,SEN,0.0
2040,Senegal,SEN,0.0
2041,Senegal,SEN,0.0
2042,Senegal,SEN,0.0
2043,Senegal,SEN,0.0
2044,Senegal,SEN,0.0
2045,Senegal,SEN,0.0
2046,Senegal,SEN,0.0
2047,Senegal,SEN,0.0
2048,Senegal,SEN,0.0
2049,Senegal,SEN,0.0
2050,Senegal,SEN,0.0
2018,Serbia,SRB,0.0
2019,Serbia,SRB,0.0
2020,Serbia,SRB,0.0
2021,Serbia,SRB,0.0
2022,Serbia,SRB,0.0
2023,Serbia,SRB,0.0
2024,Serbia,SRB,0.0
2025,Serbia,SRB,0.0
2026,Serbia,SRB,0.0
2027,Serbia,SRB,0.0
2028,Serbia,SRB,0.0
2029,Serbia,SRB,0.0
2030,Serbia,SRB,0.0
2031,Serbia,SRB,0.0
2032,Serbia,SRB,0.0
2033,Serbia,SRB,0.0
2034,Serbia,SRB,0.0
2035,Serbia,SRB,0.0
2036,Serbia,SRB,0.0
2037,Serbia,SRB,0.0
2038,Serbia,SRB,0.0
2039,Serbia,SRB,0.0
2040,Serbia,SRB,0.0
2041,Serbia,SRB,0.0
2042,Serbia,SRB,0.0
2043,Serbia,SRB,0.0
2044,Serbia,SRB,0.0
2045,Serbia,SRB,0.0
2046,Serbia,SRB,0.0
2047,Serbia,SRB,0.0
2048,Serbia,SRB,0.0
2049,Serbia,SRB,0.0
2050,Serbia,SRB,0.0
2018,Singapore,SGP,0.0
2019,Singapore,SGP,0.0
2020,Singapore,SGP,0.0
2021,Singapore,SGP,0.0
2022,Singapore,SGP,0.0
2023,Singapore,SGP,0.0
2024,Singapore,SGP,0.0
2025,Singapore,SGP,0.0
2026,Singapore,SGP,0.0
2027,Singapore,SGP,0.0
2028,Singapore,SGP,0.0
2029,Singapore,SGP,0.0
2030,Singapore,SGP,0.0
2031,Singapore,SGP,0.0
2032,Singapore,SGP,0.0
2033,Singapore,SGP,0.0
2034,Singapore,SGP,0.0
2035,Singapore,SGP,0.0
2036,Singapore,SGP,0.0
2037,Singapore,SGP,0.0
2038,Singapore,SGP,0.0
2039,Singapore,SGP,0.0
2040,Singapore,SGP,0.0
2041,Singapore,SGP,0.0
2042,Singapore,SGP,0.0
2043,Singapore,SGP,0.0
2044,Singapore,SGP,0.0
2045,Singapore,SGP,0.0
2046,Singapore,SGP,0.0
2047,Singapore,SGP,0.0
2048,Singapore,SGP,0.0
2049,Singapore,SGP,0.0
2050,Singapore,SGP,0.0
2018,Slovak Republic,SVK,0.0
2019,Slovak Republic,SVK,0.0
2020,Slovak Republic,SVK,0.0
2021,Slovak Republic,SVK,0.0
2022,Slovak Republic,SVK,0.0
2023,Slovak Republic,SVK,0.0
2024,Slovak Republic,SVK,0.0
2025,Slovak Republic,SVK,0.0
2026,Slovak Republic,SVK,0.0
2027,Slovak Republic,SVK,0.0
2028,Slovak Republic,SVK,0.0
2029,Slovak Republic,SVK,0.0
2030,Slovak Republic,SVK,0.0
2031,Slovak Republic,SVK,0.0
2032,Slovak Republic,SVK,0.0
2033,Slovak Republic,SVK,0.0
2034,Slovak Republic,SVK,0.0
2035,Slovak Republic,SVK,0.0
2036,Slovak Republic,SVK,0.0
2037,Slovak Republic,SVK,0.0
2038,Slovak Republic,SVK,0.0
2039,Slovak Republic,SVK,0.0
2040,Slovak Republic,SVK,0.0
2041,Slovak Republic,SVK,0.0
2042,Slovak Republic,SVK,0.0
2043,Slovak Republic,SVK,0.0
2044,Slovak Republic,SVK,0.0
2045,Slovak Republic,SVK,0.0
2046,Slovak Republic,SVK,0.0
2047,Slovak Republic,SVK,0.0
2048,Slovak Republic,SVK,0.0
2049,Slovak Republic,SVK,0.0
2050,Slovak Republic,SVK,0.0
2018,Slovenia,SVN,0.0
2019,Slovenia,SVN,0.0
2020,Slovenia,SVN,0.0
2021,Slovenia,SVN,0.0
2022,Slovenia,SVN,0.0
2023,Slovenia,SVN,0.0
2024,Slovenia,SVN,0.0
2025,Slovenia,SVN,0.0
2026,Slovenia,SVN,0.0
2027,Slovenia,SVN,0.0
2028,Slovenia,SVN,0.0
2029,Slovenia,SVN,0.0
2030,Slovenia,SVN,0.0
2031,Slovenia,SVN,0.0
2032,Slovenia,SVN,0.0
2033,Slovenia,SVN,0.0
2034,Slovenia,SVN,0.0
2035,Slovenia,SVN,0.0
2036,Slovenia,SVN,0.0
2037,Slovenia,SVN,0.0
2038,Slovenia,SVN,0.0
2039,Slovenia,SVN,0.0
2040,Slovenia,SVN,0.0
2041,Slovenia,SVN,0.0
2042,Slovenia,SVN,0.0
2043,Slovenia,SVN,0.0
2044,Slovenia,SVN,0.0
2045,Slovenia,SVN,0.0
2046,Slovenia,SVN,0.0
2047,Slovenia,SVN,0.0
2048,Slovenia,SVN,0.0
2049,Slovenia,SVN,0.0
2050,Slovenia,SVN,0.0
2018,South Africa,ZAF,0.0
2019,South Africa,ZAF,0.0
2020,South Africa,ZAF,0.0
2021,South Africa,ZAF,0.0
2022,South Africa,ZAF,0.0
2023,South Africa,ZAF,0.0
2024,South Africa,ZAF,0.0
2025,South Africa,ZAF,0.0
2026,South Africa,ZAF,0.0
2027,South Africa,ZAF,0.0
2028,South Africa,ZAF,0.0
2029,South Africa,ZAF,0.0
2030,South Africa,ZAF,0.0
2031,South Africa,ZAF,0.0
2032,South Africa,ZAF,0.0
2033,South Africa,ZAF,0.0
2034,South Africa,ZAF,0.0
2035,South Africa,ZAF,0.0
2036,South Africa,ZAF,0.0
2037,South Africa,ZAF,0.0
2038,South Africa,ZAF,0.0
2039,South Africa,ZAF,0.0
2040,South Africa,ZAF,0.0
2041,South Africa,ZAF,0.0
2042,South Africa,ZAF,0.0
2043,South Africa,ZAF,0.0
2044,South Africa,ZAF,0.0
2045,South Africa,ZAF,0.0
2046,South Africa,ZAF,0.0
2047,South Africa,ZAF,0.0
2048,South Africa,ZAF,0.0
2049,South Africa,ZAF,0.0
2050,South Africa,ZAF,0.0
2018,South Sudan,SSD,0.0
2019,South Sudan,SSD,0.0
2020,South Sudan,SSD,0.0
2021,South Sudan,SSD,0.0
2022,South Sudan,SSD,0.0
2023,South Sudan,SSD,0.0
2024,South Sudan,SSD,0.0
2025,South Sudan,SSD,0.0
2026,South Sudan,SSD,0.0
2027,South Sudan,SSD,0.0
2028,South Sudan,SSD,0.0
2029,South Sudan,SSD,0.0
2030,South Sudan,SSD,0.0
2031,South Sudan,SSD,0.0
2032,South Sudan,SSD,0.0
2033,South Sudan,SSD,0.0
2034,South Sudan,SSD,0.0
2035,South Sudan,SSD,0.0
2036,South Sudan,SSD,0.0
2037,South Sudan,SSD,0.0
2038,South Sudan,SSD,0.0
2039,South Sudan,SSD,0.0
2040,South Sudan,SSD,0.0
2041,South Sudan,SSD,0.0
2042,South Sudan,SSD,0.0
2043,South Sudan,SSD,0.0
2044,South Sudan,SSD,0.0
2045,South Sudan,SSD,0.0
2046,South Sudan,SSD,0.0
2047,South Sudan,SSD,0.0
2048,South Sudan,SSD,0.0
2049,South Sudan,SSD,0.0
2050,South Sudan,SSD,0.0
2018,Spain,ESP,145.242
2019,Spain,ESP,145.242
2020,Spain,ESP,145.242
2021,Spain,ESP,145.242
2022,Spain,ESP,145.242
2023,Spain,ESP,145.242
2024,Spain,ESP,145.242
2025,Spain,ESP,145.242
2026,Spain,ESP,145.242
2027,Spain,ESP,145.242
2028,Spain,ESP,145.242
2029,Spain,ESP,145.242
2030,Spain,ESP,145.242
2031,Spain,ESP,145.242
2032,Spain,ESP,145.242
2033,Spain,ESP,145.242
2034,Spain,ESP,145.242
2035,Spain,ESP,145.242
2036,Spain,ESP,145.242
2037,Spain,ESP,145.242
2038,Spain,ESP,145.242
2039,Spain,ESP,145.242
2040,Spain,ESP,145.242
2041,Spain,ESP,145.242
2042,Spain,ESP,145.242
2043,Spain,ESP,145.242
2044,Spain,ESP,145.242
2045,Spain,ESP,145.242
2046,Spain,ESP,145.242
2047,Spain,ESP,145.242
2048,Spain,ESP,145.242
2049,Spain,ESP,145.242
2050,Spain,ESP,145.242
2018,Sri Lanka,LKA,0.0
2019,Sri Lanka,LKA,0.0
2020,Sri Lanka,LKA,0.0
2021,Sri Lanka,LKA,0.0
2022,Sri Lanka,LKA,0.0
2023,Sri Lanka,LKA,0.0
2024,Sri Lanka,LKA,0.0
2025,Sri Lanka,LKA,0.0
2026,Sri Lanka,LKA,0.0
2027,Sri Lanka,LKA,0.0
2028,Sri Lanka,LKA,0.0
2029,Sri Lanka,LKA,0.0
2030,Sri Lanka,LKA,0.0
2031,Sri Lanka,LKA,0.0
2032,Sri Lanka,LKA,0.0
2033,Sri Lanka,LKA,0.0
2034,Sri Lanka,LKA,0.0
2035,Sri Lanka,LKA,0.0
2036,Sri Lanka,LKA,0.0
2037,Sri Lanka,LKA,0.0
2038,Sri Lanka,LKA,0.0
2039,Sri Lanka,LKA,0.0
2040,Sri Lanka,LKA,0.0
2041,Sri Lanka,LKA,0.0
2042,Sri Lanka,LKA,0.0
2043,Sri Lanka,LKA,0.0
2044,Sri Lanka,LKA,0.0
2045,Sri Lanka,LKA,0.0
2046,Sri Lanka,LKA,0.0
2047,Sri Lanka,LKA,0.0
2048,Sri Lanka,LKA,0.0
2049,Sri Lanka,LKA,0.0
2050,Sri Lanka,LKA,0.0
2018,St. Kitts and Nevis,KNA,0.0
2019,St. Kitts and Nevis,KNA,0.0
2020,St. Kitts and Nevis,KNA,0.0
2021,St. Kitts and Nevis,KNA,0.0
2022,St. Kitts and Nevis,KNA,0.0
2023,St. Kitts and Nevis,KNA,0.0
2024,St. Kitts and Nevis,KNA,0.0
2025,St. Kitts and Nevis,KNA,0.0
2026,St. Kitts and Nevis,KNA,0.0
2027,St. Kitts and Nevis,KNA,0.0
2028,St. Kitts and Nevis,KNA,0.0
2029,St. Kitts and Nevis,KNA,0.0
2030,St. Kitts and Nevis,KNA,0.0
2031,St. Kitts and Nevis,KNA,0.0
2032,St. Kitts and Nevis,KNA,0.0
2033,St. Kitts and Nevis,KNA,0.0
2034,St. Kitts and Nevis,KNA,0.0
2035,St. Kitts and Nevis,KNA,0.0
2036,St. Kitts and Nevis,KNA,0.0
2037,St. Kitts and Nevis,KNA,0.0
