Year,Nation,iso_code3,exports_enfu_pj_fuel_electricity
2036,thailand,THA,4.986
2037,thailand,THA,4.986
2038,thailand,THA,4.986
2039,thailand,THA,4.986
2040,thailand,THA,4.986
2041,thailand,THA,4.986
2042,thailand,THA,4.986
2043,thailand,THA,4.986
2044,thailand,THA,4.986
2045,thailand,THA,4.986
2046,thailand,THA,4.986
2047,thailand,THA,4.986
2048,thailand,THA,4.986
2049,thailand,THA,4.986
2050,thailand,THA,4.986
2018,togo,TGO,0.0
2019,togo,TGO,0.0
2020,togo,TGO,0.0
2021,togo,TGO,0.0
2022,togo,TGO,0.0
2023,togo,TGO,0.0
2024,togo,TGO,0.0
2025,togo,TGO,0.0
2026,togo,TGO,0.0
2027,togo,TGO,0.0
2028,togo,TGO,0.0
2029,togo,TGO,0.0
2030,togo,TGO,0.0
2031,togo,TGO,0.0
2032,togo,TGO,0.0
2033,togo,TGO,0.0
2034,togo,TGO,0.0
2035,togo,TGO,0.0
2036,togo,TGO,0.0
2037,togo,TGO,0.0
2038,togo,TGO,0.0
2039,togo,TGO,0.0
2040,togo,TGO,0.0
2041,togo,TGO,0.0
2042,togo,TGO,0.0
2043,togo,TGO,0.0
2044,togo,TGO,0.0
2045,togo,TGO,0.0
2046,togo,TGO,0.0
2047,togo,TGO,0.0
2048,togo,TGO,0.0
2049,togo,TGO,0.0
2050,togo,TGO,0.0
2018,trinidad_and_tobago,TTO,0.0
2019,trinidad_and_tobago,TTO,0.0
2020,trinidad_and_tobago,TTO,0.0
2021,trinidad_and_tobago,TTO,0.0
2022,trinidad_and_tobago,TTO,0.0
2023,trinidad_and_tobago,TTO,0.0
2024,trinidad_and_tobago,TTO,0.0
2025,trinidad_and_tobago,TTO,0.0
2026,trinidad_and_tobago,TTO,0.0
2027,trinidad_and_tobago,TTO,0.0
2028,trinidad_and_tobago,TTO,0.0
2029,trinidad_and_tobago,TTO,0.0
2030,trinidad_and_tobago,TTO,0.0
2031,trinidad_and_tobago,TTO,0.0
2032,trinidad_and_tobago,TTO,0.0
2033,trinidad_and_tobago,TTO,0.0
2034,trinidad_and_tobago,TTO,0.0
2035,trinidad_and_tobago,TTO,0.0
2036,trinidad_and_tobago,TTO,0.0
2037,trinidad_and_tobago,TTO,0.0
2038,trinidad_and_tobago,TTO,0.0
2039,trinidad_and_tobago,TTO,0.0
2040,trinidad_and_tobago,TTO,0.0
2041,trinidad_and_tobago,TTO,0.0
2042,trinidad_and_tobago,TTO,0.0
2043,trinidad_and_tobago,TTO,0.0
2044,trinidad_and_tobago,TTO,0.0
2045,trinidad_and_tobago,TTO,0.0
2046,trinidad_and_tobago,TTO,0.0
2047,trinidad_and_tobago,TTO,0.0
2048,trinidad_and_tobago,TTO,0.0
2049,trinidad_and_tobago,TTO,0.0
2050,trinidad_and_tobago,TTO,0.0
2018,tunisia,TUN,0.918
2019,tunisia,TUN,0.918
2020,tunisia,TUN,0.918
2021,tunisia,TUN,0.918
2022,tunisia,TUN,0.918
2023,tunisia,TUN,0.918
2024,tunisia,TUN,0.918
2025,tunisia,TUN,0.918
2026,tunisia,TUN,0.918
2027,tunisia,TUN,0.918
2028,tunisia,TUN,0.918
2029,tunisia,TUN,0.918
2030,tunisia,TUN,0.918
2031,tunisia,TUN,0.918
2032,tunisia,TUN,0.918
2033,tunisia,TUN,0.918
2034,tunisia,TUN,0.918
2035,tunisia,TUN,0.918
2036,tunisia,TUN,0.918
2037,tunisia,TUN,0.918
2038,tunisia,TUN,0.918
2039,tunisia,TUN,0.918
2040,tunisia,TUN,0.918
2041,tunisia,TUN,0.918
2042,tunisia,TUN,0.918
2043,tunisia,TUN,0.918
2044,tunisia,TUN,0.918
2045,tunisia,TUN,0.918
2046,tunisia,TUN,0.918
2047,tunisia,TUN,0.918
2048,tunisia,TUN,0.918
2049,tunisia,TUN,0.918
2050,tunisia,TUN,0.918
2018,turkey,TUR,5.227
2019,turkey,TUR,5.227
2020,turkey,TUR,5.227
2021,turkey,TUR,5.227
2022,turkey,TUR,5.227
2023,turkey,TUR,5.227
2024,turkey,TUR,5.227
2025,turkey,TUR,5.227
2026,turkey,TUR,5.227
2027,turkey,TUR,5.227
2028,turkey,TUR,5.227
2029,turkey,TUR,5.227
2030,turkey,TUR,5.227
2031,turkey,TUR,5.227
2032,turkey,TUR,5.227
2033,turkey,TUR,5.227
2034,turkey,TUR,5.227
2035,turkey,TUR,5.227
2036,turkey,TUR,5.227
2037,turkey,TUR,5.227
2038,turkey,TUR,5.227
2039,turkey,TUR,5.227
2040,turkey,TUR,5.227
2041,turkey,TUR,5.227
2042,turkey,TUR,5.227
2043,turkey,TUR,5.227
2044,turkey,TUR,5.227
2045,turkey,TUR,5.227
2046,turkey,TUR,5.227
2047,turkey,TUR,5.227
2048,turkey,TUR,5.227
2049,turkey,TUR,5.227
2050,turkey,TUR,5.227
2018,turkmenistan,TKM,11.524000000000001
2019,turkmenistan,TKM,11.524000000000001
2020,turkmenistan,TKM,11.524000000000001
2021,turkmenistan,TKM,11.524000000000001
2022,turkmenistan,TKM,11.524000000000001
2023,turkmenistan,TKM,11.524000000000001
2024,turkmenistan,TKM,11.524000000000001
2025,turkmenistan,TKM,11.524000000000001
2026,turkmenistan,TKM,11.524000000000001
2027,turkmenistan,TKM,11.524000000000001
2028,turkmenistan,TKM,11.524000000000001
2029,turkmenistan,TKM,11.524000000000001
2030,turkmenistan,TKM,11.524000000000001
2031,turkmenistan,TKM,11.524000000000001
2032,turkmenistan,TKM,11.524000000000001
2033,turkmenistan,TKM,11.524000000000001
2034,turkmenistan,TKM,11.524000000000001
2035,turkmenistan,TKM,11.524000000000001
2036,turkmenistan,TKM,11.524000000000001
2037,turkmenistan,TKM,11.524000000000001
2038,turkmenistan,TKM,11.524000000000001
2039,turkmenistan,TKM,11.524000000000001
2040,turkmenistan,TKM,11.524000000000001
2041,turkmenistan,TKM,11.524000000000001
2042,turkmenistan,TKM,11.524000000000001
2043,turkmenistan,TKM,11.524000000000001
2044,turkmenistan,TKM,11.524000000000001
2045,turkmenistan,TKM,11.524000000000001
2046,turkmenistan,TKM,11.524000000000001
2047,turkmenistan,TKM,11.524000000000001
2048,turkmenistan,TKM,11.524000000000001
2049,turkmenistan,TKM,11.524000000000001
2050,turkmenistan,TKM,11.524000000000001
2018,ukraine,UKR,13.788
2019,ukraine,UKR,13.788
2020,ukraine,UKR,13.788
2021,ukraine,UKR,13.788
2022,ukraine,UKR,13.788
2023,ukraine,UKR,13.788
2024,ukraine,UKR,13.788
2025,ukraine,UKR,13.788
2026,ukraine,UKR,13.788
2027,ukraine,UKR,13.788
2028,ukraine,UKR,13.788
2029,ukraine,UKR,13.788
2030,ukraine,UKR,13.788
2031,ukraine,UKR,13.788
2032,ukraine,UKR,13.788
2033,ukraine,UKR,13.788
2034,ukraine,UKR,13.788
2035,ukraine,UKR,13.788
2036,ukraine,UKR,13.788
2037,ukraine,UKR,13.788
2038,ukraine,UKR,13.788
2039,ukraine,UKR,13.788
2040,ukraine,UKR,13.788
2041,ukraine,UKR,13.788
2042,ukraine,UKR,13.788
2043,ukraine,UKR,13.788
2044,ukraine,UKR,13.788
2045,ukraine,UKR,13.788
2046,ukraine,UKR,13.788
2047,ukraine,UKR,13.788
2048,ukraine,UKR,13.788
2049,ukraine,UKR,13.788
2050,ukraine,UKR,13.788
2018,united arab emirates,ARE,1.822
2019,united arab emirates,ARE,1.822
2020,united arab emirates,ARE,1.822
2021,united arab emirates,ARE,1.822
2022,united arab emirates,ARE,1.822
2023,united arab emirates,ARE,1.822
2024,united arab emirates,ARE,1.822
2025,united arab emirates,ARE,1.822
2026,united arab emirates,ARE,1.822
2027,united arab emirates,ARE,1.822
2028,united arab emirates,ARE,1.822
2029,united arab emirates,ARE,1.822
2030,united arab emirates,ARE,1.822
2031,united arab emirates,ARE,1.822
2032,united arab emirates,ARE,1.822
2033,united arab emirates,ARE,1.822
2034,united arab emirates,ARE,1.822
2035,united arab emirates,ARE,1.822
2036,united arab emirates,ARE,1.822
2037,united arab emirates,ARE,1.822
2038,united arab emirates,ARE,1.822
2039,united arab emirates,ARE,1.822
2040,united arab emirates,ARE,1.822
2041,united arab emirates,ARE,1.822
2042,united arab emirates,ARE,1.822
2043,united arab emirates,ARE,1.822
2044,united arab emirates,ARE,1.822
2045,united arab emirates,ARE,1.822
2046,united arab emirates,ARE,1.822
2047,united arab emirates,ARE,1.822
2048,united arab emirates,ARE,1.822
2049,united arab emirates,ARE,1.822
2050,united arab emirates,ARE,1.822
2018,united kingdom,GBR,7.751
2019,united kingdom,GBR,7.751
2020,united kingdom,GBR,7.751
2021,united kingdom,GBR,7.751
2022,united kingdom,GBR,7.751
2023,united kingdom,GBR,7.751
2024,united kingdom,GBR,7.751
2025,united kingdom,GBR,7.751
2026,united kingdom,GBR,7.751
2027,united kingdom,GBR,7.751
2028,united kingdom,GBR,7.751
2029,united kingdom,GBR,7.751
2030,united kingdom,GBR,7.751
2031,united kingdom,GBR,7.751
2032,united kingdom,GBR,7.751
2033,united kingdom,GBR,7.751
2034,united kingdom,GBR,7.751
2035,united kingdom,GBR,7.751
2036,united kingdom,GBR,7.751
2037,united kingdom,GBR,7.751
2038,united kingdom,GBR,7.751
2039,united kingdom,GBR,7.751
2040,united kingdom,GBR,7.751
2041,united kingdom,GBR,7.751
2042,united kingdom,GBR,7.751
2043,united kingdom,GBR,7.751
2044,united kingdom,GBR,7.751
2045,united kingdom,GBR,7.751
2046,united kingdom,GBR,7.751
2047,united kingdom,GBR,7.751
2048,united kingdom,GBR,7.751
2049,united kingdom,GBR,7.751
2050,united kingdom,GBR,7.751
2018,united states,USA,33.584
2019,united states,USA,33.584
2020,united states,USA,33.584
2021,united states,USA,33.584
2022,united states,USA,33.584
2023,united states,USA,33.584
2024,united states,USA,33.584
2025,united states,USA,33.584
2026,united states,USA,33.584
2027,united states,USA,33.584
2028,united states,USA,33.584
2029,united states,USA,33.584
2030,united states,USA,33.584
2031,united states,USA,33.584
2032,united states,USA,33.584
2033,united states,USA,33.584
2034,united states,USA,33.584
2035,united states,USA,33.584
2036,united states,USA,33.584
2037,united states,USA,33.584
2038,united states,USA,33.584
2039,united states,USA,33.584
2040,united states,USA,33.584
2041,united states,USA,33.584
2042,united states,USA,33.584
2043,united states,USA,33.584
2044,united states,USA,33.584
2045,united states,USA,33.584
2046,united states,USA,33.584
2047,united states,USA,33.584
2048,united states,USA,33.584
2049,united states,USA,33.584
2050,united states,USA,33.584
2018,uruguay,URY,2.8040000000000003
2019,uruguay,URY,2.8040000000000003
2020,uruguay,URY,2.8040000000000003
2021,uruguay,URY,2.8040000000000003
2022,uruguay,URY,2.8040000000000003
2023,uruguay,URY,2.8040000000000003
2024,uruguay,URY,2.8040000000000003
2025,uruguay,URY,2.8040000000000003
2026,uruguay,URY,2.8040000000000003
2027,uruguay,URY,2.8040000000000003
2028,uruguay,URY,2.8040000000000003
2029,uruguay,URY,2.8040000000000003
2030,uruguay,URY,2.8040000000000003
2031,uruguay,URY,2.8040000000000003
2032,uruguay,URY,2.8040000000000003
2033,uruguay,URY,2.8040000000000003
2034,uruguay,URY,2.8040000000000003
2035,uruguay,URY,2.8040000000000003
2036,uruguay,URY,2.8040000000000003
2037,uruguay,URY,2.8040000000000003
2038,uruguay,URY,2.8040000000000003
2039,uruguay,URY,2.8040000000000003
2040,uruguay,URY,2.8040000000000003
2041,uruguay,URY,2.8040000000000003
2042,uruguay,URY,2.8040000000000003
2043,uruguay,URY,2.8040000000000003
2044,uruguay,URY,2.8040000000000003
2045,uruguay,URY,2.8040000000000003
2046,uruguay,URY,2.8040000000000003
2047,uruguay,URY,2.8040000000000003
2048,uruguay,URY,2.8040000000000003
2049,uruguay,URY,2.8040000000000003
2050,uruguay,URY,2.8040000000000003
2018,uzbekistan,UZB,44.348
2019,uzbekistan,UZB,44.348
2020,uzbekistan,UZB,44.348
2021,uzbekistan,UZB,44.348
2022,uzbekistan,UZB,44.348
2023,uzbekistan,UZB,44.348
2024,uzbekistan,UZB,44.348
2025,uzbekistan,UZB,44.348
2026,uzbekistan,UZB,44.348
2027,uzbekistan,UZB,44.348
2028,uzbekistan,UZB,44.348
2029,uzbekistan,UZB,44.348
2030,uzbekistan,UZB,44.348
2031,uzbekistan,UZB,44.348
2032,uzbekistan,UZB,44.348
2033,uzbekistan,UZB,44.348
2034,uzbekistan,UZB,44.348
2035,uzbekistan,UZB,44.348
2036,uzbekistan,UZB,44.348
2037,uzbekistan,UZB,44.348
2038,uzbekistan,UZB,44.348
2039,uzbekistan,UZB,44.348
2040,uzbekistan,UZB,44.348
2041,uzbekistan,UZB,44.348
2042,uzbekistan,UZB,44.348
2043,uzbekistan,UZB,44.348
2044,uzbekistan,UZB,44.348
2045,uzbekistan,UZB,44.348
2046,uzbekistan,UZB,44.348
2047,uzbekistan,UZB,44.348
2048,uzbekistan,UZB,44.348
2049,uzbekistan,UZB,44.348
2050,uzbekistan,UZB,44.348
2018,venezuela,VEN,0.0
2019,venezuela,VEN,0.0
2020,venezuela,VEN,0.0
2021,venezuela,VEN,0.0
2022,venezuela,VEN,0.0
2023,venezuela,VEN,0.0
2024,venezuela,VEN,0.0
2025,venezuela,VEN,0.0
2026,venezuela,VEN,0.0
2027,venezuela,VEN,0.0
2028,venezuela,VEN,0.0
2029,venezuela,VEN,0.0
2030,venezuela,VEN,0.0
2031,venezuela,VEN,0.0
2032,venezuela,VEN,0.0
2033,venezuela,VEN,0.0
2034,venezuela,VEN,0.0
2035,venezuela,VEN,0.0
2036,venezuela,VEN,0.0
2037,venezuela,VEN,0.0
2038,venezuela,VEN,0.0
2039,venezuela,VEN,0.0
2040,venezuela,VEN,0.0
2041,venezuela,VEN,0.0
2042,venezuela,VEN,0.0
2043,venezuela,VEN,0.0
2044,venezuela,VEN,0.0
2045,venezuela,VEN,0.0
2046,venezuela,VEN,0.0
2047,venezuela,VEN,0.0
2048,venezuela,VEN,0.0
2049,venezuela,VEN,0.0
2050,venezuela,VEN,0.0
2018,zambia,ZMB,2.858
2019,zambia,ZMB,2.858
2020,zambia,ZMB,2.858
2021,zambia,ZMB,2.858
2022,zambia,ZMB,2.858
2023,zambia,ZMB,2.858
2024,zambia,ZMB,2.858
2025,zambia,ZMB,2.858
2026,zambia,ZMB,2.858
2027,zambia,ZMB,2.858
2028,zambia,ZMB,2.858
2029,zambia,ZMB,2.858
2030,zambia,ZMB,2.858
2031,zambia,ZMB,2.858
2032,zambia,ZMB,2.858
2033,zambia,ZMB,2.858
2034,zambia,ZMB,2.858
2035,zambia,ZMB,2.858
2036,zambia,ZMB,2.858
2037,zambia,ZMB,2.858
2038,zambia,ZMB,2.858
2039,zambia,ZMB,2.858
2040,zambia,ZMB,2.858
2041,zambia,ZMB,2.858
2042,zambia,ZMB,2.858
2043,zambia,ZMB,2.858
2044,zambia,ZMB,2.858
2045,zambia,ZMB,2.858
2046,zambia,ZMB,2.858
2047,zambia,ZMB,2.858
2048,zambia,ZMB,2.858
2049,zambia,ZMB,2.858
2050,zambia,ZMB,2.858
2018,zimbabwe,ZWE,1.328
2019,zimbabwe,ZWE,1.328
2020,zimbabwe,ZWE,1.328
2021,zimbabwe,ZWE,1.328
2022,zimbabwe,ZWE,1.328
2023,zimbabwe,ZWE,1.328
2024,zimbabwe,ZWE,1.328
2025,zimbabwe,ZWE,1.328
2026,zimbabwe,ZWE,1.328
2027,zimbabwe,ZWE,1.328
2028,zimbabwe,ZWE,1.328
2029,zimbabwe,ZWE,1.328
2030,zimbabwe,ZWE,1.328
2031,zimbabwe,ZWE,1.328
2032,zimbabwe,ZWE,1.328
2033,zimbabwe,ZWE,1.328
2034,zimbabwe,ZWE,1.328
2035,zimbabwe,ZWE,1.328
2036,zimbabwe,ZWE,1.328
2037,zimbabwe,ZWE,1.328
2038,zimbabwe,ZWE,1.328
2039,zimbabwe,ZWE,1.328
2040,zimbabwe,ZWE,1.328
2041,zimbabwe,ZWE,1.328
2042,zimbabwe,ZWE,1.328
2043,zimbabwe,ZWE,1.328
2044,zimbabwe,ZWE,1.328
2045,zimbabwe,ZWE,1.328
2046,zimbabwe,ZWE,1.328
2047,zimbabwe,ZWE,1.328
2048,zimbabwe,ZWE,1.328
2049,zimbabwe,ZWE,1.328
2050,zimbabwe,ZWE,1.328
