,Nation,iso_code3,Year,nemomod_enst_capital_cost_st_batteries_usd_per_kwh
721,"Bahamas, The",BHS,2028,0.07
722,"Bahamas, The",BHS,2029,0.07
723,"Bahamas, The",BHS,2030,0.07
724,"Bahamas, The",BHS,2031,0.07
725,"Bahamas, The",BHS,2032,0.07
726,"Bahamas, The",BHS,2033,0.07
727,"Bahamas, The",BHS,2034,0.07
728,"Bahamas, The",BHS,2035,0.07
729,"Bahamas, The",BHS,2036,0.07
730,"Bahamas, The",BHS,2037,0.07
731,"Bahamas, The",BHS,2038,0.07
732,"Bahamas, The",BHS,2039,0.07
733,"Bahamas, The",BHS,2040,0.07
734,"Bahamas, The",BHS,2041,0.07
735,"Bahamas, The",BHS,2042,0.07
736,"Bahamas, The",BHS,2043,0.07
737,"Bahamas, The",BHS,2044,0.07
738,"Bahamas, The",BHS,2045,0.07
739,"Bahamas, The",BHS,2046,0.07
740,"Bahamas, The",BHS,2047,0.07
741,"Bahamas, The",BHS,2048,0.07
742,"Bahamas, The",BHS,2049,0.07
743,"Bahamas, The",BHS,2050,0.07
744,Bosnia and Herzegovina,BIH,2020,0.07
745,Bosnia and Herzegovina,BIH,2021,0.07
746,Bosnia and Herzegovina,BIH,2022,0.07
747,Bosnia and Herzegovina,BIH,2023,0.07
748,Bosnia and Herzegovina,BIH,2024,0.07
749,Bosnia and Herzegovina,BIH,2025,0.07
750,Bosnia and Herzegovina,BIH,2026,0.07
751,Bosnia and Herzegovina,BIH,2027,0.07
752,Bosnia and Herzegovina,BIH,2028,0.07
753,Bosnia and Herzegovina,BIH,2029,0.07
754,Bosnia and Herzegovina,BIH,2030,0.07
755,Bosnia and Herzegovina,BIH,2031,0.07
756,Bosnia and Herzegovina,BIH,2032,0.07
757,Bosnia and Herzegovina,BIH,2033,0.07
758,Bosnia and Herzegovina,BIH,2034,0.07
759,Bosnia and Herzegovina,BIH,2035,0.07
760,Bosnia and Herzegovina,BIH,2036,0.07
761,Bosnia and Herzegovina,BIH,2037,0.07
762,Bosnia and Herzegovina,BIH,2038,0.07
763,Bosnia and Herzegovina,BIH,2039,0.07
764,Bosnia and Herzegovina,BIH,2040,0.07
765,Bosnia and Herzegovina,BIH,2041,0.07
766,Bosnia and Herzegovina,BIH,2042,0.07
767,Bosnia and Herzegovina,BIH,2043,0.07
768,Bosnia and Herzegovina,BIH,2044,0.07
769,Bosnia and Herzegovina,BIH,2045,0.07
770,Bosnia and Herzegovina,BIH,2046,0.07
771,Bosnia and Herzegovina,BIH,2047,0.07
772,Bosnia and Herzegovina,BIH,2048,0.07
773,Bosnia and Herzegovina,BIH,2049,0.07
774,Bosnia and Herzegovina,BIH,2050,0.07
775,Belarus,BLR,2020,0.07
776,Belarus,BLR,2021,0.07
777,Belarus,BLR,2022,0.07
778,Belarus,BLR,2023,0.07
779,Belarus,BLR,2024,0.07
780,Belarus,BLR,2025,0.07
781,Belarus,BLR,2026,0.07
782,Belarus,BLR,2027,0.07
783,Belarus,BLR,2028,0.07
784,Belarus,BLR,2029,0.07
785,Belarus,BLR,2030,0.07
786,Belarus,BLR,2031,0.07
787,Belarus,BLR,2032,0.07
788,Belarus,BLR,2033,0.07
789,Belarus,BLR,2034,0.07
790,Belarus,BLR,2035,0.07
791,Belarus,BLR,2036,0.07
792,Belarus,BLR,2037,0.07
793,Belarus,BLR,2038,0.07
794,Belarus,BLR,2039,0.07
795,Belarus,BLR,2040,0.07
796,Belarus,BLR,2041,0.07
797,Belarus,BLR,2042,0.07
798,Belarus,BLR,2043,0.07
799,Belarus,BLR,2044,0.07
800,Belarus,BLR,2045,0.07
801,Belarus,BLR,2046,0.07
802,Belarus,BLR,2047,0.07
803,Belarus,BLR,2048,0.07
804,Belarus,BLR,2049,0.07
805,Belarus,BLR,2050,0.07
806,Belize,BLZ,2020,0.07
807,Belize,BLZ,2021,0.07
808,Belize,BLZ,2022,0.07
809,Belize,BLZ,2023,0.07
810,Belize,BLZ,2024,0.07
811,Belize,BLZ,2025,0.07
812,Belize,BLZ,2026,0.07
813,Belize,BLZ,2027,0.07
814,Belize,BLZ,2028,0.07
815,Belize,BLZ,2029,0.07
816,Belize,BLZ,2030,0.07
817,Belize,BLZ,2031,0.07
818,Belize,BLZ,2032,0.07
819,Belize,BLZ,2033,0.07
820,Belize,BLZ,2034,0.07
821,Belize,BLZ,2035,0.07
822,Belize,BLZ,2036,0.07
823,Belize,BLZ,2037,0.07
824,Belize,BLZ,2038,0.07
825,Belize,BLZ,2039,0.07
826,Belize,BLZ,2040,0.07
827,Belize,BLZ,2041,0.07
828,Belize,BLZ,2042,0.07
829,Belize,BLZ,2043,0.07
830,Belize,BLZ,2044,0.07
831,Belize,BLZ,2045,0.07
832,Belize,BLZ,2046,0.07
833,Belize,BLZ,2047,0.07
834,Belize,BLZ,2048,0.07
835,Belize,BLZ,2049,0.07
836,Belize,BLZ,2050,0.07
837,Bermuda,BMU,2020,0.07
838,Bermuda,BMU,2021,0.07
839,Bermuda,BMU,2022,0.07
840,Bermuda,BMU,2023,0.07
841,Bermuda,BMU,2024,0.07
842,Bermuda,BMU,2025,0.07
843,Bermuda,BMU,2026,0.07
844,Bermuda,BMU,2027,0.07
845,Bermuda,BMU,2028,0.07
846,Bermuda,BMU,2029,0.07
847,Bermuda,BMU,2030,0.07
848,Bermuda,BMU,2031,0.07
849,Bermuda,BMU,2032,0.07
850,Bermuda,BMU,2033,0.07
851,Bermuda,BMU,2034,0.07
852,Bermuda,BMU,2035,0.07
853,Bermuda,BMU,2036,0.07
854,Bermuda,BMU,2037,0.07
855,Bermuda,BMU,2038,0.07
856,Bermuda,BMU,2039,0.07
857,Bermuda,BMU,2040,0.07
858,Bermuda,BMU,2041,0.07
859,Bermuda,BMU,2042,0.07
860,Bermuda,BMU,2043,0.07
861,Bermuda,BMU,2044,0.07
862,Bermuda,BMU,2045,0.07
863,Bermuda,BMU,2046,0.07
864,Bermuda,BMU,2047,0.07
865,Bermuda,BMU,2048,0.07
866,Bermuda,BMU,2049,0.07
867,Bermuda,BMU,2050,0.07
868,Bolivia,BOL,2020,0.07
869,Bolivia,BOL,2021,0.07
870,Bolivia,BOL,2022,0.07
871,Bolivia,BOL,2023,0.07
872,Bolivia,BOL,2024,0.07
873,Bolivia,BOL,2025,0.07
874,Bolivia,BOL,2026,0.07
875,Bolivia,BOL,2027,0.07
876,Bolivia,BOL,2028,0.07
877,Bolivia,BOL,2029,0.07
878,Bolivia,BOL,2030,0.07
879,Bolivia,BOL,2031,0.07
880,Bolivia,BOL,2032,0.07
881,Bolivia,BOL,2033,0.07
882,Bolivia,BOL,2034,0.07
883,Bolivia,BOL,2035,0.07
884,Bolivia,BOL,2036,0.07
885,Bolivia,BOL,2037,0.07
886,Bolivia,BOL,2038,0.07
887,Bolivia,BOL,2039,0.07
888,Bolivia,BOL,2040,0.07
889,Bolivia,BOL,2041,0.07
890,Bolivia,BOL,2042,0.07
891,Bolivia,BOL,2043,0.07
892,Bolivia,BOL,2044,0.07
893,Bolivia,BOL,2045,0.07
894,Bolivia,BOL,2046,0.07
895,Bolivia,BOL,2047,0.07
896,Bolivia,BOL,2048,0.07
897,Bolivia,BOL,2049,0.07
898,Bolivia,BOL,2050,0.07
899,Brazil,BRA,2020,0.07
900,Brazil,BRA,2021,0.07
901,Brazil,BRA,2022,0.07
902,Brazil,BRA,2023,0.07
903,Brazil,BRA,2024,0.07
904,Brazil,BRA,2025,0.07
905,Brazil,BRA,2026,0.07
906,Brazil,BRA,2027,0.07
907,Brazil,BRA,2028,0.07
908,Brazil,BRA,2029,0.07
909,Brazil,BRA,2030,0.07
910,Brazil,BRA,2031,0.07
911,Brazil,BRA,2032,0.07
912,Brazil,BRA,2033,0.07
913,Brazil,BRA,2034,0.07
914,Brazil,BRA,2035,0.07
915,Brazil,BRA,2036,0.07
916,Brazil,BRA,2037,0.07
917,Brazil,BRA,2038,0.07
918,Brazil,BRA,2039,0.07
919,Brazil,BRA,2040,0.07
920,Brazil,BRA,2041,0.07
921,Brazil,BRA,2042,0.07
922,Brazil,BRA,2043,0.07
923,Brazil,BRA,2044,0.07
924,Brazil,BRA,2045,0.07
925,Brazil,BRA,2046,0.07
926,Brazil,BRA,2047,0.07
927,Brazil,BRA,2048,0.07
928,Brazil,BRA,2049,0.07
929,Brazil,BRA,2050,0.07
930,Barbados,BRB,2020,0.07
931,Barbados,BRB,2021,0.07
932,Barbados,BRB,2022,0.07
933,Barbados,BRB,2023,0.07
934,Barbados,BRB,2024,0.07
935,Barbados,BRB,2025,0.07
936,Barbados,BRB,2026,0.07
937,Barbados,BRB,2027,0.07
938,Barbados,BRB,2028,0.07
939,Barbados,BRB,2029,0.07
940,Barbados,BRB,2030,0.07
941,Barbados,BRB,2031,0.07
942,Barbados,BRB,2032,0.07
943,Barbados,BRB,2033,0.07
944,Barbados,BRB,2034,0.07
945,Barbados,BRB,2035,0.07
946,Barbados,BRB,2036,0.07
947,Barbados,BRB,2037,0.07
948,Barbados,BRB,2038,0.07
949,Barbados,BRB,2039,0.07
950,Barbados,BRB,2040,0.07
951,Barbados,BRB,2041,0.07
952,Barbados,BRB,2042,0.07
953,Barbados,BRB,2043,0.07
954,Barbados,BRB,2044,0.07
955,Barbados,BRB,2045,0.07
956,Barbados,BRB,2046,0.07
957,Barbados,BRB,2047,0.07
958,Barbados,BRB,2048,0.07
959,Barbados,BRB,2049,0.07
960,Barbados,BRB,2050,0.07
961,Brunei Darussalam,BRN,2020,0.07
962,Brunei Darussalam,BRN,2021,0.07
963,Brunei Darussalam,BRN,2022,0.07
964,Brunei Darussalam,BRN,2023,0.07
965,Brunei Darussalam,BRN,2024,0.07
966,Brunei Darussalam,BRN,2025,0.07
967,Brunei Darussalam,BRN,2026,0.07
968,Brunei Darussalam,BRN,2027,0.07
969,Brunei Darussalam,BRN,2028,0.07
970,Brunei Darussalam,BRN,2029,0.07
971,Brunei Darussalam,BRN,2030,0.07
972,Brunei Darussalam,BRN,2031,0.07
973,Brunei Darussalam,BRN,2032,0.07
974,Brunei Darussalam,BRN,2033,0.07
975,Brunei Darussalam,BRN,2034,0.07
976,Brunei Darussalam,BRN,2035,0.07
977,Brunei Darussalam,BRN,2036,0.07
978,Brunei Darussalam,BRN,2037,0.07
979,Brunei Darussalam,BRN,2038,0.07
980,Brunei Darussalam,BRN,2039,0.07
981,Brunei Darussalam,BRN,2040,0.07
982,Brunei Darussalam,BRN,2041,0.07
983,Brunei Darussalam,BRN,2042,0.07
984,Brunei Darussalam,BRN,2043,0.07
985,Brunei Darussalam,BRN,2044,0.07
986,Brunei Darussalam,BRN,2045,0.07
987,Brunei Darussalam,BRN,2046,0.07
988,Brunei Darussalam,BRN,2047,0.07
989,Brunei Darussalam,BRN,2048,0.07
990,Brunei Darussalam,BRN,2049,0.07
991,Brunei Darussalam,BRN,2050,0.07
992,Bhutan,BTN,2020,0.07
993,Bhutan,BTN,2021,0.07
994,Bhutan,BTN,2022,0.07
995,Bhutan,BTN,2023,0.07
996,Bhutan,BTN,2024,0.07
997,Bhutan,BTN,2025,0.07
998,Bhutan,BTN,2026,0.07
999,Bhutan,BTN,2027,0.07
1000,Bhutan,BTN,2028,0.07
1001,Bhutan,BTN,2029,0.07
1002,Bhutan,BTN,2030,0.07
1003,Bhutan,BTN,2031,0.07
1004,Bhutan,BTN,2032,0.07
1005,Bhutan,BTN,2033,0.07
1006,Bhutan,BTN,2034,0.07
1007,Bhutan,BTN,2035,0.07
1008,Bhutan,BTN,2036,0.07
1009,Bhutan,BTN,2037,0.07
1010,Bhutan,BTN,2038,0.07
1011,Bhutan,BTN,2039,0.07
1012,Bhutan,BTN,2040,0.07
1013,Bhutan,BTN,2041,0.07
1014,Bhutan,BTN,2042,0.07
1015,Bhutan,BTN,2043,0.07
1016,Bhutan,BTN,2044,0.07
1017,Bhutan,BTN,2045,0.07
1018,Bhutan,BTN,2046,0.07
1019,Bhutan,BTN,2047,0.07
1020,Bhutan,BTN,2048,0.07
1021,Bhutan,BTN,2049,0.07
1022,Bhutan,BTN,2050,0.07
1023,Botswana,BWA,2020,0.07
1024,Botswana,BWA,2021,0.07
1025,Botswana,BWA,2022,0.07
1026,Botswana,BWA,2023,0.07
1027,Botswana,BWA,2024,0.07
1028,Botswana,BWA,2025,0.07
1029,Botswana,BWA,2026,0.07
1030,Botswana,BWA,2027,0.07
1031,Botswana,BWA,2028,0.07
1032,Botswana,BWA,2029,0.07
1033,Botswana,BWA,2030,0.07
1034,Botswana,BWA,2031,0.07
1035,Botswana,BWA,2032,0.07
1036,Botswana,BWA,2033,0.07
1037,Botswana,BWA,2034,0.07
1038,Botswana,BWA,2035,0.07
1039,Botswana,BWA,2036,0.07
1040,Botswana,BWA,2037,0.07
1041,Botswana,BWA,2038,0.07
1042,Botswana,BWA,2039,0.07
1043,Botswana,BWA,2040,0.07
1044,Botswana,BWA,2041,0.07
1045,Botswana,BWA,2042,0.07
1046,Botswana,BWA,2043,0.07
1047,Botswana,BWA,2044,0.07
1048,Botswana,BWA,2045,0.07
1049,Botswana,BWA,2046,0.07
1050,Botswana,BWA,2047,0.07
1051,Botswana,BWA,2048,0.07
1052,Botswana,BWA,2049,0.07
1053,Botswana,BWA,2050,0.07
1054,Central African Republic,CAF,2020,0.07
1055,Central African Republic,CAF,2021,0.07
1056,Central African Republic,CAF,2022,0.07
1057,Central African Republic,CAF,2023,0.07
1058,Central African Republic,CAF,2024,0.07
1059,Central African Republic,CAF,2025,0.07
1060,Central African Republic,CAF,2026,0.07
1061,Central African Republic,CAF,2027,0.07
1062,Central African Republic,CAF,2028,0.07
1063,Central African Republic,CAF,2029,0.07
1064,Central African Republic,CAF,2030,0.07
1065,Central African Republic,CAF,2031,0.07
1066,Central African Republic,CAF,2032,0.07
1067,Central African Republic,CAF,2033,0.07
1068,Central African Republic,CAF,2034,0.07
1069,Central African Republic,CAF,2035,0.07
1070,Central African Republic,CAF,2036,0.07
1071,Central African Republic,CAF,2037,0.07
1072,Central African Republic,CAF,2038,0.07
1073,Central African Republic,CAF,2039,0.07
1074,Central African Republic,CAF,2040,0.07
1075,Central African Republic,CAF,2041,0.07
1076,Central African Republic,CAF,2042,0.07
1077,Central African Republic,CAF,2043,0.07
1078,Central African Republic,CAF,2044,0.07
1079,Central African Republic,CAF,2045,0.07
1080,Central African Republic,CAF,2046,0.07
1081,Central African Republic,CAF,2047,0.07
1082,Central African Republic,CAF,2048,0.07
1083,Central African Republic,CAF,2049,0.07
1084,Central African Republic,CAF,2050,0.07
1085,Canada,CAN,2020,0.07
1086,Canada,CAN,2021,0.07
1087,Canada,CAN,2022,0.07
1088,Canada,CAN,2023,0.07
1089,Canada,CAN,2024,0.07
1090,Canada,CAN,2025,0.07
1091,Canada,CAN,2026,0.07
1092,Canada,CAN,2027,0.07
1093,Canada,CAN,2028,0.07
1094,Canada,CAN,2029,0.07
1095,Canada,CAN,2030,0.07
1096,Canada,CAN,2031,0.07
1097,Canada,CAN,2032,0.07
1098,Canada,CAN,2033,0.07
1099,Canada,CAN,2034,0.07
1100,Canada,CAN,2035,0.07
1101,Canada,CAN,2036,0.07
1102,Canada,CAN,2037,0.07
1103,Canada,CAN,2038,0.07
1104,Canada,CAN,2039,0.07
1105,Canada,CAN,2040,0.07
1106,Canada,CAN,2041,0.07
1107,Canada,CAN,2042,0.07
1108,Canada,CAN,2043,0.07
1109,Canada,CAN,2044,0.07
1110,Canada,CAN,2045,0.07
1111,Canada,CAN,2046,0.07
1112,Canada,CAN,2047,0.07
1113,Canada,CAN,2048,0.07
1114,Canada,CAN,2049,0.07
1115,Canada,CAN,2050,0.07
1116,Central Europe and the Baltics,CEB,2020,0.07
1117,Central Europe and the Baltics,CEB,2021,0.07
1118,Central Europe and the Baltics,CEB,2022,0.07
1119,Central Europe and the Baltics,CEB,2023,0.07
1120,Central Europe and the Baltics,CEB,2024,0.07
1121,Central Europe and the Baltics,CEB,2025,0.07
1122,Central Europe and the Baltics,CEB,2026,0.07
1123,Central Europe and the Baltics,CEB,2027,0.07
1124,Central Europe and the Baltics,CEB,2028,0.07
1125,Central Europe and the Baltics,CEB,2029,0.07
1126,Central Europe and the Baltics,CEB,2030,0.07
1127,Central Europe and the Baltics,CEB,2031,0.07
1128,Central Europe and the Baltics,CEB,2032,0.07
1129,Central Europe and the Baltics,CEB,2033,0.07
1130,Central Europe and the Baltics,CEB,2034,0.07
1131,Central Europe and the Baltics,CEB,2035,0.07
1132,Central Europe and the Baltics,CEB,2036,0.07
1133,Central Europe and the Baltics,CEB,2037,0.07
1134,Central Europe and the Baltics,CEB,2038,0.07
1135,Central Europe and the Baltics,CEB,2039,0.07
1136,Central Europe and the Baltics,CEB,2040,0.07
1137,Central Europe and the Baltics,CEB,2041,0.07
1138,Central Europe and the Baltics,CEB,2042,0.07
1139,Central Europe and the Baltics,CEB,2043,0.07
1140,Central Europe and the Baltics,CEB,2044,0.07
1141,Central Europe and the Baltics,CEB,2045,0.07
1142,Central Europe and the Baltics,CEB,2046,0.07
1143,Central Europe and the Baltics,CEB,2047,0.07
1144,Central Europe and the Baltics,CEB,2048,0.07
1145,Central Europe and the Baltics,CEB,2049,0.07
1146,Central Europe and the Baltics,CEB,2050,0.07
1147,Switzerland,CHE,2020,0.07
1148,Switzerland,CHE,2021,0.07
1149,Switzerland,CHE,2022,0.07
1150,Switzerland,CHE,2023,0.07
1151,Switzerland,CHE,2024,0.07
1152,Switzerland,CHE,2025,0.07
1153,Switzerland,CHE,2026,0.07
1154,Switzerland,CHE,2027,0.07
1155,Switzerland,CHE,2028,0.07
1156,Switzerland,CHE,2029,0.07
1157,Switzerland,CHE,2030,0.07
1158,Switzerland,CHE,2031,0.07
1159,Switzerland,CHE,2032,0.07
1160,Switzerland,CHE,2033,0.07
1161,Switzerland,CHE,2034,0.07
1162,Switzerland,CHE,2035,0.07
1163,Switzerland,CHE,2036,0.07
1164,Switzerland,CHE,2037,0.07
1165,Switzerland,CHE,2038,0.07
1166,Switzerland,CHE,2039,0.07
1167,Switzerland,CHE,2040,0.07
1168,Switzerland,CHE,2041,0.07
1169,Switzerland,CHE,2042,0.07
1170,Switzerland,CHE,2043,0.07
1171,Switzerland,CHE,2044,0.07
1172,Switzerland,CHE,2045,0.07
1173,Switzerland,CHE,2046,0.07
1174,Switzerland,CHE,2047,0.07
1175,Switzerland,CHE,2048,0.07
1176,Switzerland,CHE,2049,0.07
1177,Switzerland,CHE,2050,0.07
1178,Channel Islands,CHI,2020,0.07
1179,Channel Islands,CHI,2021,0.07
1180,Channel Islands,CHI,2022,0.07
1181,Channel Islands,CHI,2023,0.07
1182,Channel Islands,CHI,2024,0.07
1183,Channel Islands,CHI,2025,0.07
1184,Channel Islands,CHI,2026,0.07
1185,Channel Islands,CHI,2027,0.07
1186,Channel Islands,CHI,2028,0.07
1187,Channel Islands,CHI,2029,0.07
1188,Channel Islands,CHI,2030,0.07
1189,Channel Islands,CHI,2031,0.07
1190,Channel Islands,CHI,2032,0.07
1191,Channel Islands,CHI,2033,0.07
1192,Channel Islands,CHI,2034,0.07
1193,Channel Islands,CHI,2035,0.07
1194,Channel Islands,CHI,2036,0.07
1195,Channel Islands,CHI,2037,0.07
1196,Channel Islands,CHI,2038,0.07
1197,Channel Islands,CHI,2039,0.07
1198,Channel Islands,CHI,2040,0.07
1199,Channel Islands,CHI,2041,0.07
1200,Channel Islands,CHI,2042,0.07
1201,Channel Islands,CHI,2043,0.07
1202,Channel Islands,CHI,2044,0.07
1203,Channel Islands,CHI,2045,0.07
1204,Channel Islands,CHI,2046,0.07
1205,Channel Islands,CHI,2047,0.07
1206,Channel Islands,CHI,2048,0.07
1207,Channel Islands,CHI,2049,0.07
1208,Channel Islands,CHI,2050,0.07
1209,Chile,CHL,2020,0.07
1210,Chile,CHL,2021,0.07
1211,Chile,CHL,2022,0.07
1212,Chile,CHL,2023,0.07
1213,Chile,CHL,2024,0.07
1214,Chile,CHL,2025,0.07
1215,Chile,CHL,2026,0.07
1216,Chile,CHL,2027,0.07
1217,Chile,CHL,2028,0.07
1218,Chile,CHL,2029,0.07
1219,Chile,CHL,2030,0.07
1220,Chile,CHL,2031,0.07
1221,Chile,CHL,2032,0.07
1222,Chile,CHL,2033,0.07
1223,Chile,CHL,2034,0.07
1224,Chile,CHL,2035,0.07
1225,Chile,CHL,2036,0.07
1226,Chile,CHL,2037,0.07
1227,Chile,CHL,2038,0.07
1228,Chile,CHL,2039,0.07
1229,Chile,CHL,2040,0.07
1230,Chile,CHL,2041,0.07
1231,Chile,CHL,2042,0.07
1232,Chile,CHL,2043,0.07
1233,Chile,CHL,2044,0.07
1234,Chile,CHL,2045,0.07
1235,Chile,CHL,2046,0.07
1236,Chile,CHL,2047,0.07
1237,Chile,CHL,2048,0.07
1238,Chile,CHL,2049,0.07
1239,Chile,CHL,2050,0.07
1240,China,CHN,2020,0.07
1241,China,CHN,2021,0.07
1242,China,CHN,2022,0.07
1243,China,CHN,2023,0.07
1244,China,CHN,2024,0.07
1245,China,CHN,2025,0.07
1246,China,CHN,2026,0.07
1247,China,CHN,2027,0.07
1248,China,CHN,2028,0.07
1249,China,CHN,2029,0.07
1250,China,CHN,2030,0.07
1251,China,CHN,2031,0.07
1252,China,CHN,2032,0.07
1253,China,CHN,2033,0.07
1254,China,CHN,2034,0.07
1255,China,CHN,2035,0.07
1256,China,CHN,2036,0.07
1257,China,CHN,2037,0.07
1258,China,CHN,2038,0.07
1259,China,CHN,2039,0.07
1260,China,CHN,2040,0.07
1261,China,CHN,2041,0.07
1262,China,CHN,2042,0.07
1263,China,CHN,2043,0.07
1264,China,CHN,2044,0.07
1265,China,CHN,2045,0.07
1266,China,CHN,2046,0.07
1267,China,CHN,2047,0.07
1268,China,CHN,2048,0.07
1269,China,CHN,2049,0.07
1270,China,CHN,2050,0.07
1271,Cote d'Ivoire,CIV,2020,0.07
1272,Cote d'Ivoire,CIV,2021,0.07
1273,Cote d'Ivoire,CIV,2022,0.07
1274,Cote d'Ivoire,CIV,2023,0.07
1275,Cote d'Ivoire,CIV,2024,0.07
1276,Cote d'Ivoire,CIV,2025,0.07
1277,Cote d'Ivoire,CIV,2026,0.07
1278,Cote d'Ivoire,CIV,2027,0.07
1279,Cote d'Ivoire,CIV,2028,0.07
1280,Cote d'Ivoire,CIV,2029,0.07
1281,Cote d'Ivoire,CIV,2030,0.07
1282,Cote d'Ivoire,CIV,2031,0.07
1283,Cote d'Ivoire,CIV,2032,0.07
1284,Cote d'Ivoire,CIV,2033,0.07
1285,Cote d'Ivoire,CIV,2034,0.07
1286,Cote d'Ivoire,CIV,2035,0.07
1287,Cote d'Ivoire,CIV,2036,0.07
1288,Cote d'Ivoire,CIV,2037,0.07
1289,Cote d'Ivoire,CIV,2038,0.07
1290,Cote d'Ivoire,CIV,2039,0.07
1291,Cote d'Ivoire,CIV,2040,0.07
1292,Cote d'Ivoire,CIV,2041,0.07
1293,Cote d'Ivoire,CIV,2042,0.07
1294,Cote d'Ivoire,CIV,2043,0.07
1295,Cote d'Ivoire,CIV,2044,0.07
1296,Cote d'Ivoire,CIV,2045,0.07
1297,Cote d'Ivoire,CIV,2046,0.07
1298,Cote d'Ivoire,CIV,2047,0.07
1299,Cote d'Ivoire,CIV,2048,0.07
1300,Cote d'Ivoire,CIV,2049,0.07
1301,Cote d'Ivoire,CIV,2050,0.07
1302,Cameroon,CMR,2020,0.07
1303,Cameroon,CMR,2021,0.07
1304,Cameroon,CMR,2022,0.07
1305,Cameroon,CMR,2023,0.07
1306,Cameroon,CMR,2024,0.07
1307,Cameroon,CMR,2025,0.07
1308,Cameroon,CMR,2026,0.07
1309,Cameroon,CMR,2027,0.07
1310,Cameroon,CMR,2028,0.07
1311,Cameroon,CMR,2029,0.07
1312,Cameroon,CMR,2030,0.07
1313,Cameroon,CMR,2031,0.07
1314,Cameroon,CMR,2032,0.07
1315,Cameroon,CMR,2033,0.07
1316,Cameroon,CMR,2034,0.07
1317,Cameroon,CMR,2035,0.07
1318,Cameroon,CMR,2036,0.07
1319,Cameroon,CMR,2037,0.07
1320,Cameroon,CMR,2038,0.07
1321,Cameroon,CMR,2039,0.07
1322,Cameroon,CMR,2040,0.07
1323,Cameroon,CMR,2041,0.07
1324,Cameroon,CMR,2042,0.07
1325,Cameroon,CMR,2043,0.07
1326,Cameroon,CMR,2044,0.07
1327,Cameroon,CMR,2045,0.07
1328,Cameroon,CMR,2046,0.07
1329,Cameroon,CMR,2047,0.07
1330,Cameroon,CMR,2048,0.07
1331,Cameroon,CMR,2049,0.07
1332,Cameroon,CMR,2050,0.07
1333,"Congo, Dem. Rep.",COD,2020,0.07
1334,"Congo, Dem. Rep.",COD,2021,0.07
1335,"Congo, Dem. Rep.",COD,2022,0.07
1336,"Congo, Dem. Rep.",COD,2023,0.07
1337,"Congo, Dem. Rep.",COD,2024,0.07
1338,"Congo, Dem. Rep.",COD,2025,0.07
1339,"Congo, Dem. Rep.",COD,2026,0.07
1340,"Congo, Dem. Rep.",COD,2027,0.07
1341,"Congo, Dem. Rep.",COD,2028,0.07
1342,"Congo, Dem. Rep.",COD,2029,0.07
1343,"Congo, Dem. Rep.",COD,2030,0.07
1344,"Congo, Dem. Rep.",COD,2031,0.07
1345,"Congo, Dem. Rep.",COD,2032,0.07
1346,"Congo, Dem. Rep.",COD,2033,0.07
1347,"Congo, Dem. Rep.",COD,2034,0.07
1348,"Congo, Dem. Rep.",COD,2035,0.07
1349,"Congo, Dem. Rep.",COD,2036,0.07
1350,"Congo, Dem. Rep.",COD,2037,0.07
1351,"Congo, Dem. Rep.",COD,2038,0.07
1352,"Congo, Dem. Rep.",COD,2039,0.07
1353,"Congo, Dem. Rep.",COD,2040,0.07
1354,"Congo, Dem. Rep.",COD,2041,0.07
1355,"Congo, Dem. Rep.",COD,2042,0.07
1356,"Congo, Dem. Rep.",COD,2043,0.07
1357,"Congo, Dem. Rep.",COD,2044,0.07
1358,"Congo, Dem. Rep.",COD,2045,0.07
1359,"Congo, Dem. Rep.",COD,2046,0.07
1360,"Congo, Dem. Rep.",COD,2047,0.07
1361,"Congo, Dem. Rep.",COD,2048,0.07
1362,"Congo, Dem. Rep.",COD,2049,0.07
1363,"Congo, Dem. Rep.",COD,2050,0.07
1364,"Congo, Rep.",COG,2020,0.07
1365,"Congo, Rep.",COG,2021,0.07
1366,"Congo, Rep.",COG,2022,0.07
1367,"Congo, Rep.",COG,2023,0.07
1368,"Congo, Rep.",COG,2024,0.07
1369,"Congo, Rep.",COG,2025,0.07
1370,"Congo, Rep.",COG,2026,0.07
1371,"Congo, Rep.",COG,2027,0.07
1372,"Congo, Rep.",COG,2028,0.07
1373,"Congo, Rep.",COG,2029,0.07
1374,"Congo, Rep.",COG,2030,0.07
1375,"Congo, Rep.",COG,2031,0.07
1376,"Congo, Rep.",COG,2032,0.07
1377,"Congo, Rep.",COG,2033,0.07
1378,"Congo, Rep.",COG,2034,0.07
1379,"Congo, Rep.",COG,2035,0.07
1380,"Congo, Rep.",COG,2036,0.07
1381,"Congo, Rep.",COG,2037,0.07
1382,"Congo, Rep.",COG,2038,0.07
1383,"Congo, Rep.",COG,2039,0.07
1384,"Congo, Rep.",COG,2040,0.07
1385,"Congo, Rep.",COG,2041,0.07
1386,"Congo, Rep.",COG,2042,0.07
1387,"Congo, Rep.",COG,2043,0.07
1388,"Congo, Rep.",COG,2044,0.07
1389,"Congo, Rep.",COG,2045,0.07
1390,"Congo, Rep.",COG,2046,0.07
1391,"Congo, Rep.",COG,2047,0.07
1392,"Congo, Rep.",COG,2048,0.07
1393,"Congo, Rep.",COG,2049,0.07
1394,"Congo, Rep.",COG,2050,0.07
1395,Colombia,COL,2020,0.07
1396,Colombia,COL,2021,0.07
