Year,Nation,iso_code3,pij_lndu_croplands_to_other
2048,Marshall Islands,MHL,0.0
2049,Marshall Islands,MHL,0.0
2050,Marshall Islands,MHL,0.0
2021,Martinique,MTQ,0.00022475034842835156
2022,Martinique,MTQ,0.0002809379355354394
2023,Martinique,MTQ,0.0003371255226425273
2024,Martinique,MTQ,0.00039331310974961516
2025,Martinique,MTQ,0.0004495006968567031
2026,Martinique,MTQ,0.000505688283963791
2027,Martinique,MTQ,0.0005618758710708788
2028,Martinique,MTQ,0.0006180634581779668
2029,Martinique,MTQ,0.0006742510452850546
2030,Martinique,MTQ,0.0007304386323921425
2031,Martinique,MTQ,0.0007866262194992302
2032,Martinique,MTQ,0.0008428138066063183
2033,Martinique,MTQ,0.000899001393713406
2034,Martinique,MTQ,0.000955188980820494
2035,Martinique,MTQ,0.001011376567927582
2036,Martinique,MTQ,0.0010675641550346698
2037,Martinique,MTQ,0.0011237517421417576
2038,Martinique,MTQ,0.0011799393292488455
2039,Martinique,MTQ,0.0012361269163559331
2040,Martinique,MTQ,0.0012923145034630214
2041,Martinique,MTQ,0.0013485020905701093
2042,Martinique,MTQ,0.0014046896776771973
2043,Martinique,MTQ,0.001460877264784285
2044,Martinique,MTQ,0.0015170648518913726
2045,Martinique,MTQ,0.0015732524389984607
2046,Martinique,MTQ,0.0016294400261055487
2047,Martinique,MTQ,0.0016856276132126366
2048,Martinique,MTQ,0.0017418152003197244
2049,Martinique,MTQ,0.0017980027874268125
2050,Martinique,MTQ,0.0018541903745339
2021,Mauritania,MRT,0.003934440025027767
2022,Mauritania,MRT,0.004318050031284735
2023,Mauritania,MRT,0.0047016600375417005
2024,Mauritania,MRT,0.005085270043798667
2025,Mauritania,MRT,0.005468880050055635
2026,Mauritania,MRT,0.0058524900563126005
2027,Mauritania,MRT,0.006236100062569567
2028,Mauritania,MRT,0.006619710068826535
2029,Mauritania,MRT,0.0070033200750835006
2030,Mauritania,MRT,0.007386930081340467
2031,Mauritania,MRT,0.007770540087597435
2032,Mauritania,MRT,0.0081541500938544
2033,Mauritania,MRT,0.008537760100111367
2034,Mauritania,MRT,0.008921370106368334
2035,Mauritania,MRT,0.0093049801126253
2036,Mauritania,MRT,0.009688590118882269
2037,Mauritania,MRT,0.010072200125139234
2038,Mauritania,MRT,0.0104558101313962
2039,Mauritania,MRT,0.010839420137653169
2040,Mauritania,MRT,0.011223030143910134
2041,Mauritania,MRT,0.0116066401501671
2042,Mauritania,MRT,0.011990250156424069
2043,Mauritania,MRT,0.012373860162681034
2044,Mauritania,MRT,0.012757470168937999
2045,Mauritania,MRT,0.013141080175194969
2046,Mauritania,MRT,0.013524690181451934
2047,Mauritania,MRT,0.0139083001877089
2048,Mauritania,MRT,0.014291910193965869
2049,Mauritania,MRT,0.014675520200222834
2050,Mauritania,MRT,0.0150591302064798
2021,Mauritius,MUS,0.00035889694773351497
2022,Mauritius,MUS,0.00044862118466689377
2023,Mauritius,MUS,0.0005383454216002727
2024,Mauritius,MUS,0.0006280696585336513
2025,Mauritius,MUS,0.0007177938954670299
2026,Mauritius,MUS,0.0008075181324004088
2027,Mauritius,MUS,0.0008972423693337875
2028,Mauritius,MUS,0.0009869666062671664
2029,Mauritius,MUS,0.0010766908432005453
2030,Mauritius,MUS,0.001166415080133924
2031,Mauritius,MUS,0.0012561393170673026
2032,Mauritius,MUS,0.0013458635540006814
2033,Mauritius,MUS,0.0014355877909340599
2034,Mauritius,MUS,0.0015253120278674386
2035,Mauritius,MUS,0.0016150362648008176
2036,Mauritius,MUS,0.0017047605017341966
2037,Mauritius,MUS,0.001794484738667575
2038,Mauritius,MUS,0.0018842089756009536
2039,Mauritius,MUS,0.0019739332125343328
2040,Mauritius,MUS,0.0020636574494677113
2041,Mauritius,MUS,0.0021533816864010907
2042,Mauritius,MUS,0.0022431059233344692
2043,Mauritius,MUS,0.002332830160267848
2044,Mauritius,MUS,0.0024225543972012267
2045,Mauritius,MUS,0.0025122786341346052
2046,Mauritius,MUS,0.002602002871067984
2047,Mauritius,MUS,0.0026917271080013627
2048,Mauritius,MUS,0.002781451344934741
2049,Mauritius,MUS,0.0028711755818681198
2050,Mauritius,MUS,0.0029608998188014987
2021,Mayotte,MYT,4.687297046992728e-05
2022,Mayotte,MYT,5.8591213087409095e-05
2023,Mayotte,MYT,7.030945570489089e-05
2024,Mayotte,MYT,8.202769832237273e-05
2025,Mayotte,MYT,9.374594093985456e-05
2026,Mayotte,MYT,0.00010546418355733637
2027,Mayotte,MYT,0.00011718242617481819
2028,Mayotte,MYT,0.0001289006687923
2029,Mayotte,MYT,0.00014061891140978178
2030,Mayotte,MYT,0.00015233715402726366
2031,Mayotte,MYT,0.00016405539664474542
2032,Mayotte,MYT,0.00017577363926222727
2033,Mayotte,MYT,0.0001874918818797091
2034,Mayotte,MYT,0.00019921012449719086
2035,Mayotte,MYT,0.00021092836711467276
2036,Mayotte,MYT,0.00022264660973215453
2037,Mayotte,MYT,0.00023436485234963638
2038,Mayotte,MYT,0.0002460830949671182
2039,Mayotte,MYT,0.0002578013375846
2040,Mayotte,MYT,0.0002695195802020818
2041,Mayotte,MYT,0.00028123782281956356
2042,Mayotte,MYT,0.00029295606543704546
2043,Mayotte,MYT,0.0003046743080545273
2044,Mayotte,MYT,0.0003163925506720091
2045,Mayotte,MYT,0.00032811079328949085
2046,Mayotte,MYT,0.00033982903590697275
2047,Mayotte,MYT,0.00035154727852445454
2048,Mayotte,MYT,0.0003632655211419364
2049,Mayotte,MYT,0.0003749837637594182
2050,Mayotte,MYT,0.0003867020063769
2021,Mexico,MEX,0.0074088097070239625
2022,Mexico,MEX,0.007386012133779955
2023,Mexico,MEX,0.007363214560535946
2024,Mexico,MEX,0.007340416987291935
2025,Mexico,MEX,0.007317619414047926
2026,Mexico,MEX,0.007294821840803919
2027,Mexico,MEX,0.007272024267559906
2028,Mexico,MEX,0.007249226694315898
2029,Mexico,MEX,0.007226429121071891
2030,Mexico,MEX,0.007203631547827881
2031,Mexico,MEX,0.007180833974583872
2032,Mexico,MEX,0.007158036401339863
2033,Mexico,MEX,0.007135238828095854
2034,Mexico,MEX,0.007112441254851843
2035,Mexico,MEX,0.007089643681607834
2036,Mexico,MEX,0.0070668461083638265
2037,Mexico,MEX,0.007044048535119817
2038,Mexico,MEX,0.007021250961875808
2039,Mexico,MEX,0.0069984533886317995
2040,Mexico,MEX,0.006975655815387789
2041,Mexico,MEX,0.00695285824214378
2042,Mexico,MEX,0.0069300606688997715
2043,Mexico,MEX,0.006907263095655761
2044,Mexico,MEX,0.006884465522411753
2045,Mexico,MEX,0.006861667949167744
2046,Mexico,MEX,0.006838870375923734
2047,Mexico,MEX,0.006816072802679726
2048,Mexico,MEX,0.0067932752294357175
2049,Mexico,MEX,0.006770477656191707
2050,Mexico,MEX,0.006747680082947698
2021,Montenegro,MNE,1.2467266192399231e-18
2022,Montenegro,MNE,1.2467266192399231e-18
2023,Montenegro,MNE,1.2467266192399231e-18
2024,Montenegro,MNE,1.2467266192399231e-18
2025,Montenegro,MNE,1.2467266192399231e-18
2026,Montenegro,MNE,1.2467266192399231e-18
2027,Montenegro,MNE,1.2467266192399231e-18
2028,Montenegro,MNE,1.2467266192399231e-18
2029,Montenegro,MNE,1.2467266192399231e-18
2030,Montenegro,MNE,1.2467266192399231e-18
2031,Montenegro,MNE,1.2467266192399231e-18
2032,Montenegro,MNE,1.2467266192399231e-18
2033,Montenegro,MNE,1.2467266192399231e-18
2034,Montenegro,MNE,1.2467266192399231e-18
2035,Montenegro,MNE,1.2467266192399231e-18
2036,Montenegro,MNE,1.2467266192399231e-18
2037,Montenegro,MNE,1.2467266192399231e-18
2038,Montenegro,MNE,1.2467266192399231e-18
2039,Montenegro,MNE,1.2467266192399231e-18
2040,Montenegro,MNE,1.2467266192399231e-18
2041,Montenegro,MNE,1.2467266192399231e-18
2042,Montenegro,MNE,1.2467266192399231e-18
2043,Montenegro,MNE,1.2467266192399231e-18
2044,Montenegro,MNE,1.2467266192399231e-18
2045,Montenegro,MNE,1.2467266192399231e-18
2046,Montenegro,MNE,1.2467266192399231e-18
2047,Montenegro,MNE,1.2467266192399231e-18
2048,Montenegro,MNE,1.2467266192399231e-18
2049,Montenegro,MNE,1.2467266192399231e-18
2050,Montenegro,MNE,1.2467266192399231e-18
2021,Montserrat,MSR,4.2069067563830303e-05
2022,Montserrat,MSR,5.258633445478788e-05
2023,Montserrat,MSR,6.310360134574545e-05
2024,Montserrat,MSR,7.362086823670304e-05
2025,Montserrat,MSR,8.413813512766061e-05
2026,Montserrat,MSR,9.465540201861818e-05
2027,Montserrat,MSR,0.00010517266890957576
2028,Montserrat,MSR,0.00011568993580053332
2029,Montserrat,MSR,0.00012620720269149093
2030,Montserrat,MSR,0.00013672446958244852
2031,Montserrat,MSR,0.00014724173647340607
2032,Montserrat,MSR,0.00015775900336436366
2033,Montserrat,MSR,0.0001682762702553212
2034,Montserrat,MSR,0.0001787935371462788
2035,Montserrat,MSR,0.0001893108040372364
2036,Montserrat,MSR,0.00019982807092819397
2037,Montserrat,MSR,0.00021034533781915152
2038,Montserrat,MSR,0.00022086260471010908
2039,Montserrat,MSR,0.0002313798716010667
2040,Montserrat,MSR,0.00024189713849202422
2041,Montserrat,MSR,0.00025241440538298186
2042,Montserrat,MSR,0.0002629316722739394
2043,Montserrat,MSR,0.00027344893916489703
2044,Montserrat,MSR,0.00028396620605585453
2045,Montserrat,MSR,0.0002944834729468121
2046,Montserrat,MSR,0.0003050007398377697
2047,Montserrat,MSR,0.0003155180067287273
2048,Montserrat,MSR,0.00032603527361968487
2049,Montserrat,MSR,0.00033655254051064243
2050,Montserrat,MSR,0.0003470698074016
2021,Morocco,MAR,0.04240691490653147
2022,Morocco,MAR,0.041439248845908
2023,Morocco,MAR,0.04047158278528451
2024,Morocco,MAR,0.03950391672466103
2025,Morocco,MAR,0.03853625066403755
2026,Morocco,MAR,0.037568584603414064
2027,Morocco,MAR,0.03660091854279058
2028,Morocco,MAR,0.0356332524821671
2029,Morocco,MAR,0.03466558642154362
2030,Morocco,MAR,0.03369792036092014
2031,Morocco,MAR,0.032730254300296656
2032,Morocco,MAR,0.03176258823967318
2033,Morocco,MAR,0.030794922179049694
2034,Morocco,MAR,0.029827256118426213
2035,Morocco,MAR,0.028859590057802732
2036,Morocco,MAR,0.027891923997179248
2037,Morocco,MAR,0.026924257936555764
2038,Morocco,MAR,0.025956591875932283
2039,Morocco,MAR,0.0249889258153088
2040,Morocco,MAR,0.024021259754685317
2041,Morocco,MAR,0.02305359369406184
2042,Morocco,MAR,0.02208592763343836
2043,Morocco,MAR,0.021118261572814875
2044,Morocco,MAR,0.02015059551219139
2045,Morocco,MAR,0.01918292945156791
2046,Morocco,MAR,0.018215263390944432
2047,Morocco,MAR,0.017247597330320948
2048,Morocco,MAR,0.016279931269697463
2049,Morocco,MAR,0.01531226520907398
2050,Morocco,MAR,0.0143445991484505
2021,Mozambique,MOZ,0.0
2022,Mozambique,MOZ,0.0
2023,Mozambique,MOZ,0.0
2024,Mozambique,MOZ,0.0
2025,Mozambique,MOZ,0.0
2026,Mozambique,MOZ,0.0
2027,Mozambique,MOZ,0.0
2028,Mozambique,MOZ,0.0
2029,Mozambique,MOZ,0.0
2030,Mozambique,MOZ,0.0
2031,Mozambique,MOZ,0.0
2032,Mozambique,MOZ,0.0
2033,Mozambique,MOZ,0.0
2034,Mozambique,MOZ,0.0
2035,Mozambique,MOZ,0.0
2036,Mozambique,MOZ,0.0
2037,Mozambique,MOZ,0.0
2038,Mozambique,MOZ,0.0
2039,Mozambique,MOZ,0.0
2040,Mozambique,MOZ,0.0
2041,Mozambique,MOZ,0.0
2042,Mozambique,MOZ,0.0
2043,Mozambique,MOZ,0.0
2044,Mozambique,MOZ,0.0
2045,Mozambique,MOZ,0.0
2046,Mozambique,MOZ,0.0
2047,Mozambique,MOZ,0.0
2048,Mozambique,MOZ,0.0
2049,Mozambique,MOZ,0.0
2050,Mozambique,MOZ,0.0
2021,Namibia,NAM,0.00493819039747906
2022,Namibia,NAM,0.004922737996848825
2023,Namibia,NAM,0.00490728559621859
2024,Namibia,NAM,0.004891833195588354
2025,Namibia,NAM,0.004876380794958121
2026,Namibia,NAM,0.004860928394327885
2027,Namibia,NAM,0.00484547599369765
2028,Namibia,NAM,0.004830023593067415
2029,Namibia,NAM,0.00481457119243718
2030,Namibia,NAM,0.004799118791806945
2031,Namibia,NAM,0.00478366639117671
2032,Namibia,NAM,0.004768213990546475
2033,Namibia,NAM,0.004752761589916239
2034,Namibia,NAM,0.004737309189286005
2035,Namibia,NAM,0.004721856788655769
2036,Namibia,NAM,0.004706404388025534
2037,Namibia,NAM,0.0046909519873953
2038,Namibia,NAM,0.004675499586765064
2039,Namibia,NAM,0.0046600471861348285
2040,Namibia,NAM,0.0046445947855045955
2041,Namibia,NAM,0.004629142384874359
2042,Namibia,NAM,0.004613689984244124
2043,Namibia,NAM,0.00459823758361389
2044,Namibia,NAM,0.004582785182983654
2045,Namibia,NAM,0.0045673327823534185
2046,Namibia,NAM,0.004551880381723185
2047,Namibia,NAM,0.004536427981092949
2048,Namibia,NAM,0.004520975580462714
2049,Namibia,NAM,0.004505523179832479
2050,Namibia,NAM,0.004490070779202244
2021,Nepal,NPL,0.0
2022,Nepal,NPL,0.0
2023,Nepal,NPL,0.0
2024,Nepal,NPL,0.0
2025,Nepal,NPL,0.0
2026,Nepal,NPL,0.0
2027,Nepal,NPL,0.0
2028,Nepal,NPL,0.0
2029,Nepal,NPL,0.0
2030,Nepal,NPL,0.0
2031,Nepal,NPL,0.0
2032,Nepal,NPL,0.0
2033,Nepal,NPL,0.0
2034,Nepal,NPL,0.0
2035,Nepal,NPL,0.0
2036,Nepal,NPL,0.0
2037,Nepal,NPL,0.0
2038,Nepal,NPL,0.0
2039,Nepal,NPL,0.0
2040,Nepal,NPL,0.0
2041,Nepal,NPL,0.0
2042,Nepal,NPL,0.0
2043,Nepal,NPL,0.0
2044,Nepal,NPL,0.0
2045,Nepal,NPL,0.0
2046,Nepal,NPL,0.0
2047,Nepal,NPL,0.0
2048,Nepal,NPL,0.0
2049,Nepal,NPL,0.0
2050,Nepal,NPL,0.0
2021,Netherlands,NLD,0.0001185943419782
2022,Netherlands,NLD,0.0001185943419782
2023,Netherlands,NLD,0.0001185943419782
2024,Netherlands,NLD,0.0001185943419782
2025,Netherlands,NLD,0.0001185943419782
2026,Netherlands,NLD,0.0001185943419782
2027,Netherlands,NLD,0.0001185943419782
2028,Netherlands,NLD,0.0001185943419782
2029,Netherlands,NLD,0.0001185943419782
2030,Netherlands,NLD,0.0001185943419782
2031,Netherlands,NLD,0.0001185943419782
2032,Netherlands,NLD,0.0001185943419782
2033,Netherlands,NLD,0.0001185943419782
2034,Netherlands,NLD,0.0001185943419782
2035,Netherlands,NLD,0.0001185943419782
2036,Netherlands,NLD,0.0001185943419782
2037,Netherlands,NLD,0.0001185943419782
2038,Netherlands,NLD,0.0001185943419782
2039,Netherlands,NLD,0.0001185943419782
2040,Netherlands,NLD,0.0001185943419782
2041,Netherlands,NLD,0.0001185943419782
2042,Netherlands,NLD,0.0001185943419782
2043,Netherlands,NLD,0.0001185943419782
2044,Netherlands,NLD,0.0001185943419782
2045,Netherlands,NLD,0.0001185943419782
2046,Netherlands,NLD,0.0001185943419782
2047,Netherlands,NLD,0.0001185943419782
2048,Netherlands,NLD,0.0001185943419782
2049,Netherlands,NLD,0.0001185943419782
2050,Netherlands,NLD,0.0001185943419782
2021,New Caledonia,NCL,2.844561588052121e-05
2022,New Caledonia,NCL,3.5557019850651517e-05
2023,New Caledonia,NCL,4.266842382078182e-05
2024,New Caledonia,NCL,4.977982779091212e-05
2025,New Caledonia,NCL,5.689123176104242e-05
2026,New Caledonia,NCL,6.400263573117273e-05
2027,New Caledonia,NCL,7.111403970130303e-05
2028,New Caledonia,NCL,7.822544367143334e-05
2029,New Caledonia,NCL,8.533684764156364e-05
2030,New Caledonia,NCL,9.244825161169394e-05
2031,New Caledonia,NCL,9.955965558182425e-05
2032,New Caledonia,NCL,0.00010667105955195456
2033,New Caledonia,NCL,0.00011378246352208484
2034,New Caledonia,NCL,0.00012089386749221516
2035,New Caledonia,NCL,0.00012800527146234546
2036,New Caledonia,NCL,0.00013511667543247575
2037,New Caledonia,NCL,0.00014222807940260607
2038,New Caledonia,NCL,0.00014933948337273638
2039,New Caledonia,NCL,0.00015645088734286667
2040,New Caledonia,NCL,0.00016356229131299694
2041,New Caledonia,NCL,0.00017067369528312728
2042,New Caledonia,NCL,0.0001777850992532576
2043,New Caledonia,NCL,0.00018489650322338789
2044,New Caledonia,NCL,0.00019200790719351818
2045,New Caledonia,NCL,0.00019911931116364852
2046,New Caledonia,NCL,0.0002062307151337788
2047,New Caledonia,NCL,0.00021334211910390907
2048,New Caledonia,NCL,0.00022045352307403942
2049,New Caledonia,NCL,0.00022756492704416968
2050,New Caledonia,NCL,0.0002346763310143
2021,New Zealand,NZL,0.0011129418556185217
2022,New Zealand,NZL,0.0013911773195231518
2023,New Zealand,NZL,0.0016694127834277822
2024,New Zealand,NZL,0.0019476482473324125
2025,New Zealand,NZL,0.002225883711237043
2026,New Zealand,NZL,0.0025041191751416733
2027,New Zealand,NZL,0.002782354639046304
2028,New Zealand,NZL,0.003060590102950934
2029,New Zealand,NZL,0.0033388255668555644
2030,New Zealand,NZL,0.0036170610307601947
2031,New Zealand,NZL,0.003895296494664825
2032,New Zealand,NZL,0.004173531958569456
2033,New Zealand,NZL,0.004451767422474086
2034,New Zealand,NZL,0.004730002886378716
2035,New Zealand,NZL,0.0050082383502833465
2036,New Zealand,NZL,0.005286473814187977
2037,New Zealand,NZL,0.005564709278092607
2038,New Zealand,NZL,0.005842944741997236
2039,New Zealand,NZL,0.006121180205901868
2040,New Zealand,NZL,0.0063994156698065
2041,New Zealand,NZL,0.006677651133711129
2042,New Zealand,NZL,0.0069558865976157595
2043,New Zealand,NZL,0.007234122061520389
2044,New Zealand,NZL,0.00751235752542502
2045,New Zealand,NZL,0.00779059298932965
2046,New Zealand,NZL,0.00806882845323428
2047,New Zealand,NZL,0.008347063917138912
2048,New Zealand,NZL,0.008625299381043542
2049,New Zealand,NZL,0.008903534844948172
2050,New Zealand,NZL,0.009181770308852802
2021,Nicaragua,NIC,0.0033535812640381425
2022,Nicaragua,NIC,0.003436000878611203
2023,Nicaragua,NIC,0.0035184204931842642
2024,Nicaragua,NIC,0.003600840107757324
2025,Nicaragua,NIC,0.003683259722330385
2026,Nicaragua,NIC,0.0037656793369034453
2027,Nicaragua,NIC,0.0038480989514765064
2028,Nicaragua,NIC,0.0039305185660495675
2029,Nicaragua,NIC,0.004012938180622628
2030,Nicaragua,NIC,0.004095357795195688
2031,Nicaragua,NIC,0.004177777409768747
2032,Nicaragua,NIC,0.004260197024341809
2033,Nicaragua,NIC,0.0043426166389148695
2034,Nicaragua,NIC,0.0044250362534879305
2035,Nicaragua,NIC,0.004507455868060991
2036,Nicaragua,NIC,0.004589875482634051
2037,Nicaragua,NIC,0.004672295097207112
2038,Nicaragua,NIC,0.004754714711780172
2039,Nicaragua,NIC,0.0048371343263532325
2040,Nicaragua,NIC,0.004919553940926294
2041,Nicaragua,NIC,0.005001973555499355
2042,Nicaragua,NIC,0.005084393170072416
2043,Nicaragua,NIC,0.005166812784645476
2044,Nicaragua,NIC,0.005249232399218536
2045,Nicaragua,NIC,0.005331652013791597
2046,Nicaragua,NIC,0.0054140716283646575
2047,Nicaragua,NIC,0.005496491242937718
2048,Nicaragua,NIC,0.005578910857510779
2049,Nicaragua,NIC,0.00566133047208384
2050,Nicaragua,NIC,0.0057437500866569
2021,Niger,NER,0.0032791347104182394
2022,Niger,NER,0.0032170738108611248
2023,Niger,NER,0.003155012911304009
2024,Niger,NER,0.0030929520117468933
2025,Niger,NER,0.0030308911121897787
2026,Niger,NER,0.002968830212632664
2027,Niger,NER,0.002906769313075549
2028,Niger,NER,0.0028447084135184326
2029,Niger,NER,0.002782647513961318
2030,Niger,NER,0.002720586614404203
2031,Niger,NER,0.002658525714847088
2032,Niger,NER,0.002596464815289973
2033,Niger,NER,0.0025344039157328573
2034,Niger,NER,0.0024723430161757427
2035,Niger,NER,0.002410282116618627
2036,Niger,NER,0.002348221217061512
2037,Niger,NER,0.0022861603175043967
2038,Niger,NER,0.002224099417947282
2039,Niger,NER,0.0021620385183901665
2040,Niger,NER,0.0020999776188330515
2041,Niger,NER,0.0020379167192759364
2042,Niger,NER,0.001975855819718821
2043,Niger,NER,0.0019137949201617059
2044,Niger,NER,0.0018517340206045906
2045,Niger,NER,0.0017896731210474753
2046,Niger,NER,0.0017276122214903605
2047,Niger,NER,0.0016655513219332456
2048,Niger,NER,0.0016034904223761301
2049,Niger,NER,0.001541429522819015
2050,Niger,NER,0.0014793686232619
2021,Nigeria,NGA,0.0
2022,Nigeria,NGA,0.0
2023,Nigeria,NGA,0.0
2024,Nigeria,NGA,0.0
2025,Nigeria,NGA,0.0
2026,Nigeria,NGA,0.0
2027,Nigeria,NGA,0.0
2028,Nigeria,NGA,0.0
2029,Nigeria,NGA,0.0
2030,Nigeria,NGA,0.0
2031,Nigeria,NGA,0.0
2032,Nigeria,NGA,0.0
2033,Nigeria,NGA,0.0
2034,Nigeria,NGA,0.0
2035,Nigeria,NGA,0.0
2036,Nigeria,NGA,0.0
2037,Nigeria,NGA,0.0
2038,Nigeria,NGA,0.0
2039,Nigeria,NGA,0.0
2040,Nigeria,NGA,0.0
2041,Nigeria,NGA,0.0
2042,Nigeria,NGA,0.0
2043,Nigeria,NGA,0.0
2044,Nigeria,NGA,0.0
2045,Nigeria,NGA,0.0
2046,Nigeria,NGA,0.0
2047,Nigeria,NGA,0.0
2048,Nigeria,NGA,0.0
2049,Nigeria,NGA,0.0
2050,Nigeria,NGA,0.0
2021,Northern Mariana Islands,MNP,0.0044067574297251
2022,Northern Mariana Islands,MNP,0.0044067574297251
2023,Northern Mariana Islands,MNP,0.0044067574297251
2024,Northern Mariana Islands,MNP,0.0044067574297251
2025,Northern Mariana Islands,MNP,0.0044067574297251
2026,Northern Mariana Islands,MNP,0.0044067574297251
2027,Northern Mariana Islands,MNP,0.0044067574297251
2028,Northern Mariana Islands,MNP,0.0044067574297251
2029,Northern Mariana Islands,MNP,0.0044067574297251
2030,Northern Mariana Islands,MNP,0.0044067574297251
2031,Northern Mariana Islands,MNP,0.0044067574297251
2032,Northern Mariana Islands,MNP,0.0044067574297251
2033,Northern Mariana Islands,MNP,0.0044067574297251
2034,Northern Mariana Islands,MNP,0.0044067574297251
2035,Northern Mariana Islands,MNP,0.0044067574297251
2036,Northern Mariana Islands,MNP,0.0044067574297251
2037,Northern Mariana Islands,MNP,0.0044067574297251
2038,Northern Mariana Islands,MNP,0.0044067574297251
2039,Northern Mariana Islands,MNP,0.0044067574297251
2040,Northern Mariana Islands,MNP,0.0044067574297251
2041,Northern Mariana Islands,MNP,0.0044067574297251
2042,Northern Mariana Islands,MNP,0.0044067574297251
2043,Northern Mariana Islands,MNP,0.0044067574297251
2044,Northern Mariana Islands,MNP,0.0044067574297251
2045,Northern Mariana Islands,MNP,0.0044067574297251
2046,Northern Mariana Islands,MNP,0.0044067574297251
2047,Northern Mariana Islands,MNP,0.0044067574297251
2048,Northern Mariana Islands,MNP,0.0044067574297251
2049,Northern Mariana Islands,MNP,0.0044067574297251
2050,Northern Mariana Islands,MNP,0.0044067574297251
2021,Oman,OMN,0.0173237344796248
2022,Oman,OMN,0.0173237344796248
2023,Oman,OMN,0.0173237344796248
2024,Oman,OMN,0.0173237344796248
2025,Oman,OMN,0.0173237344796248
2026,Oman,OMN,0.0173237344796248
2027,Oman,OMN,0.0173237344796248
2028,Oman,OMN,0.0173237344796248
2029,Oman,OMN,0.0173237344796248
2030,Oman,OMN,0.0173237344796248
2031,Oman,OMN,0.0173237344796248
2032,Oman,OMN,0.0173237344796248
2033,Oman,OMN,0.0173237344796248
2034,Oman,OMN,0.0173237344796248
2035,Oman,OMN,0.0173237344796248
2036,Oman,OMN,0.0173237344796248
2037,Oman,OMN,0.0173237344796248
2038,Oman,OMN,0.0173237344796248
2039,Oman,OMN,0.0173237344796248
2040,Oman,OMN,0.0173237344796248
2041,Oman,OMN,0.0173237344796248
2042,Oman,OMN,0.0173237344796248
2043,Oman,OMN,0.0173237344796248
2044,Oman,OMN,0.0173237344796248
2045,Oman,OMN,0.0173237344796248
2046,Oman,OMN,0.0173237344796248
2047,Oman,OMN,0.0173237344796248
2048,Oman,OMN,0.0173237344796248
2049,Oman,OMN,0.0173237344796248
2050,Oman,OMN,0.0173237344796248
2021,Pakistan,PAK,0.0038612818872612244
2022,Pakistan,PAK,0.003928190215301029
2023,Pakistan,PAK,0.003995098543340837
2024,Pakistan,PAK,0.004062006871380642
2025,Pakistan,PAK,0.0041289151994204475
2026,Pakistan,PAK,0.004195823527460255
2027,Pakistan,PAK,0.00426273185550006
2028,Pakistan,PAK,0.0043296401835398665
2029,Pakistan,PAK,0.004396548511579673
2030,Pakistan,PAK,0.004463456839619479
2031,Pakistan,PAK,0.0045303651676592855
2032,Pakistan,PAK,0.004597273495699091
2033,Pakistan,PAK,0.004664181823738896
2034,Pakistan,PAK,0.004731090151778703
2035,Pakistan,PAK,0.004797998479818509
2036,Pakistan,PAK,0.0048649068078583145
2037,Pakistan,PAK,0.004931815135898121
2038,Pakistan,PAK,0.004998723463937927
2039,Pakistan,PAK,0.005065631791977733
2040,Pakistan,PAK,0.005132540120017539
2041,Pakistan,PAK,0.005199448448057345
2042,Pakistan,PAK,0.0052663567760971525
2043,Pakistan,PAK,0.005333265104136958
2044,Pakistan,PAK,0.005400173432176763
2045,Pakistan,PAK,0.005467081760216571
2046,Pakistan,PAK,0.005533990088256375
2047,Pakistan,PAK,0.005600898416296182
2048,Pakistan,PAK,0.005667806744335988
2049,Pakistan,PAK,0.005734715072375793
2050,Pakistan,PAK,0.0058016234004156
2021,Panama,PAN,0.0013170787942405
2022,Panama,PAN,0.0013170787942405
2023,Panama,PAN,0.0013170787942405
2024,Panama,PAN,0.0013170787942405
2025,Panama,PAN,0.0013170787942405
2026,Panama,PAN,0.0013170787942405
2027,Panama,PAN,0.0013170787942405
2028,Panama,PAN,0.0013170787942405
2029,Panama,PAN,0.0013170787942405
2030,Panama,PAN,0.0013170787942405
2031,Panama,PAN,0.0013170787942405
2032,Panama,PAN,0.0013170787942405
2033,Panama,PAN,0.0013170787942405
2034,Panama,PAN,0.0013170787942405
2035,Panama,PAN,0.0013170787942405
2036,Panama,PAN,0.0013170787942405
2037,Panama,PAN,0.0013170787942405
2038,Panama,PAN,0.0013170787942405
2039,Panama,PAN,0.0013170787942405
2040,Panama,PAN,0.0013170787942405
2041,Panama,PAN,0.0013170787942405
2042,Panama,PAN,0.0013170787942405
2043,Panama,PAN,0.0013170787942405
2044,Panama,PAN,0.0013170787942405
2045,Panama,PAN,0.0013170787942405
2046,Panama,PAN,0.0013170787942405
2047,Panama,PAN,0.0013170787942405
2048,Panama,PAN,0.0013170787942405
2049,Panama,PAN,0.0013170787942405
2050,Panama,PAN,0.0013170787942405
2021,Papua New Guinea,PNG,9.26278664182909e-05
2022,Papua New Guinea,PNG,0.00011578483302286365
2023,Papua New Guinea,PNG,0.00013894179962743635
2024,Papua New Guinea,PNG,0.00016209876623200908
2025,Papua New Guinea,PNG,0.0001852557328365818
2026,Papua New Guinea,PNG,0.0002084126994411545
2027,Papua New Guinea,PNG,0.0002315696660457273
2028,Papua New Guinea,PNG,0.0002547266326503
2029,Papua New Guinea,PNG,0.0002778835992548727
2030,Papua New Guinea,PNG,0.00030104056585944543
2031,Papua New Guinea,PNG,0.00032419753246401816
