"year","prodinit_ippu_lime_and_carbonite_tonne","location_code"
2039,102064452.169384,"MUS"
2040,153014743.055228,"MUS"
2041,229399277.560427,"MUS"
2042,343914759.418,"MUS"
2043,515596051.580349,"MUS"
2044,772980167.687832,"MUS"
2045,1158849719.28571,"MUS"
2046,1737344278.70977,"MUS"
2047,2604621714.56194,"MUS"
2048,3904841636.22751,"MUS"
2049,5854127729.47737,"MUS"
2050,8776492023.41152,"MUS"
2021,7695707,"MYS"
2022,8265594.50466926,"MYS"
2023,8877683.68983105,"MYS"
2024,9535099.7018025,"MYS"
2025,10241199.1122703,"MYS"
2026,10999587.0559527,"MYS"
2027,11814135.6373513,"MYS"
2028,12689003.7005708,"MYS"
2029,13628658.0631468,"MYS"
2030,14637896.3222954,"MYS"
2031,15721871.3500245,"MYS"
2032,16886117.6021748,"MYS"
2033,18136579.3757136,"MYS"
2034,19479641.1585571,"MYS"
2035,20922160.2268769,"MYS"
2036,22471501.6563239,"MYS"
2037,24135575.9259256,"MYS"
2038,25922879.3066522,"MYS"
2039,27842537.2408628,"MYS"
2040,29904350.9341149,"MYS"
2041,32118847.3972205,"MYS"
2042,34497333.1940491,"MYS"
2043,37051952.1694987,"MYS"
2044,39795747.4523753,"MYS"
2045,42742728.0497502,"MYS"
2046,45907940.3728063,"MYS"
2047,49307545.0593625,"MYS"
2048,52958899.4853102,"MYS"
2049,56880646.38624,"MYS"
2050,61092809.0417346,"MYS"
2021,40869.16,"NAM"
2022,45532.9555550265,"NAM"
2023,50728.96143635,"NAM"
2024,56517.9109733103,"NAM"
2025,62967.4680960089,"NAM"
2026,70153.0182227411,"NAM"
2027,78158.5493997683,"NAM"
2028,87077.6339925996,"NAM"
2029,97014.5224032473,"NAM"
2030,108085.361597331,"NAM"
2031,120419.552683741,"NAM"
2032,134161.263414882,"NAM"
2033,149471.113286302,"NAM"
2034,166528.050931938,"NAM"
2035,185531.445758835,"NAM"
2036,206703.418269346,"NAM"
2037,230291.436308703,"NAM"
2038,256571.20758409,"NAM"
2039,285849.902264344,"NAM"
2040,318469.743327512,"NAM"
2041,354812.00662192,"NAM"
2042,395301.477395318,"NAM"
2043,440411.415382096,"NAM"
2044,490669.086482797,"NAM"
2045,546661.925692788,"NAM"
2046,609044.403315235,"NAM"
2047,678545.674713898,"NAM"
2048,755978.103019572,"NAM"
2049,842246.754407563,"NAM"
2050,938359.97693138,"NAM"
2021,284290.6,"NCL"
2022,534533.69549061,"NCL"
2023,1005050.01436857,"NCL"
2024,1889732.19069966,"NCL"
2025,3553144.32268339,"NCL"
2026,6680753.30459549,"NCL"
2027,12561399.3307079,"NCL"
2028,23618407.378846,"NCL"
2029,44408202.6553718,"NCL"
2030,83497944.2706576,"NCL"
2031,156995921.486196,"NCL"
2032,295189535.246576,"NCL"
2033,555026276.442161,"NCL"
2034,1043580922.62291,"NCL"
2035,1962179428.77157,"NCL"
2036,3689362297.86325,"NCL"
2037,6936875377.09854,"NCL"
2038,13042969519.4927,"NCL"
2039,24523873450.0045,"NCL"
2040,46110693434.7282,"NCL"
2041,86699030369.9803,"NCL"
2042,163014721904.693,"NCL"
2043,306506306290.428,"NCL"
2044,576304487705.887,"NCL"
2045,1083589002032.61,"NCL"
2046,2037404098656.34,"NCL"
2047,3830802503010.97,"NCL"
2048,7202816479437.36,"NCL"
2049,13543001811154.9,"NCL"
2050,25464052649481.4,"NCL"
2021,4706.582,"NER"
2022,Inf,"NER"
2023,Inf,"NER"
2024,Inf,"NER"
2025,Inf,"NER"
2026,Inf,"NER"
2027,Inf,"NER"
2028,Inf,"NER"
2029,Inf,"NER"
2030,Inf,"NER"
2031,Inf,"NER"
2032,Inf,"NER"
2033,Inf,"NER"
2034,Inf,"NER"
2035,Inf,"NER"
2036,Inf,"NER"
2037,Inf,"NER"
2038,Inf,"NER"
2039,Inf,"NER"
2040,Inf,"NER"
2041,Inf,"NER"
2042,Inf,"NER"
2043,Inf,"NER"
2044,Inf,"NER"
2045,Inf,"NER"
2046,Inf,"NER"
2047,Inf,"NER"
2048,Inf,"NER"
2049,Inf,"NER"
2050,Inf,"NER"
2021,1166363,"NGA"
2022,2539839.84452304,"NGA"
2023,5530685.07473814,"NGA"
2024,12043467.0169825,"NGA"
2025,26225521.0392744,"NGA"
2026,57107970.0564287,"NGA"
2027,124356737.815882,"NGA"
2028,270795796.539913,"NGA"
2029,589677444.999048,"NGA"
2030,1284065312.62148,"NGA"
2031,2796145148.60807,"NGA"
2032,6088808423.71077,"NGA"
2033,13258821001.8734,"NGA"
2034,28872042298.973,"NGA"
2035,62870961633.4589,"NGA"
2036,136906069054.092,"NGA"
2037,298122873531.315,"NGA"
2038,649184132863.042,"NGA"
2039,1413645432063.34,"NGA"
2040,3078315236665.13,"NGA"
2041,6703254211668.63,"NGA"
2042,14596821173822.2,"NGA"
2043,31785634507139.9,"NGA"
2044,69215519529237.8,"NGA"
2045,150721803040495,"NGA"
2046,328207634159007,"NGA"
2047,714695876424137,"NGA"
2048,1556301994883526,"NGA"
2049,3388960226546852,"NGA"
2050,7379706159135285,"NGA"
2021,24371.17,"NIC"
2022,Inf,"NIC"
2023,Inf,"NIC"
2024,Inf,"NIC"
2025,Inf,"NIC"
2026,Inf,"NIC"
2027,Inf,"NIC"
2028,Inf,"NIC"
2029,Inf,"NIC"
2030,Inf,"NIC"
2031,Inf,"NIC"
2032,Inf,"NIC"
2033,Inf,"NIC"
2034,Inf,"NIC"
2035,Inf,"NIC"
2036,Inf,"NIC"
2037,Inf,"NIC"
2038,Inf,"NIC"
2039,Inf,"NIC"
2040,Inf,"NIC"
2041,Inf,"NIC"
2042,Inf,"NIC"
2043,Inf,"NIC"
2044,Inf,"NIC"
2045,Inf,"NIC"
2046,Inf,"NIC"
2047,Inf,"NIC"
2048,Inf,"NIC"
2049,Inf,"NIC"
2050,Inf,"NIC"
2021,2457069,"NLD"
2022,2418198.95959622,"NLD"
2023,2379943.83071547,"NLD"
2024,2342293.88565547,"NLD"
2025,2305239.55060303,"NLD"
2026,2268771.40319962,"NLD"
2027,2232880.1701454,"NLD"
2028,2197556.72484111,"NLD"
2029,2162792.08506739,"NLD"
2030,2128577.41070068,"NLD"
2031,2094904.00146532,"NLD"
2032,2061763.29472123,"NLD"
2033,2029146.86328652,"NLD"
2034,1997046.41329461,"NLD"
2035,1965453.78208524,"NLD"
2036,1934360.93612877,"NLD"
2037,1903759.96898343,"NLD"
2038,1873643.09928482,"NLD"
2039,1844002.66876722,"NLD"
2040,1814831.14031618,"NLD"
2041,1786121.096052,"NLD"
2042,1757865.23544345,"NLD"
2043,1730056.37345134,"NLD"
2044,1702687.4387015,"NLD"
2045,1675751.47168659,"NLD"
2046,1649241.62299649,"NLD"
2047,1623151.15157648,"NLD"
2048,1597473.42301322,"NLD"
2049,1572201.90784759,"NLD"
2050,1547330.17991445,"NLD"
2021,800170.6,"NOR"
2022,772317.900878259,"NOR"
2023,745434.711069116,"NOR"
2024,719487.283455167,"NOR"
2025,694443.045603895,"NOR"
2026,670270.558878701,"NOR"
2027,646939.478973229,"NOR"
2028,624420.517819424,"NOR"
2029,602685.406821512,"NOR"
2030,581706.86136975,"NOR"
2031,561458.546589398,"NOR"
2032,541915.044281909,"NOR"
2033,523051.82101686,"NOR"
2034,504845.197334534,"NOR"
2035,487272.318020529,"NOR"
2036,470311.123415055,"NOR"
2037,453940.321720907,"NOR"
2038,438139.362275361,"NOR"
2039,422888.409752428,"NOR"
2040,408168.319263093,"NOR"
2041,393960.612322271,"NOR"
2042,380247.453652321,"NOR"
2043,367011.628793989,"NOR"
2044,354236.522496684,"NOR"
2045,341906.097860948,"NOR"
2046,330004.876206954,"NOR"
2047,318517.917643743,"NOR"
2048,307430.802314819,"NOR"
2049,296729.612296552,"NOR"
2050,286400.914126679,"NOR"
2021,86751.55,"NPL"
2022,157397.977071652,"NPL"
2023,285575.568231901,"NPL"
2024,518135.027452406,"NPL"
2025,940080.092758843,"NPL"
2026,1705637.59247613,"NPL"
2027,3094629.51005608,"NPL"
2028,5614751.83635409,"NPL"
2029,10187144.5616992,"NPL"
2030,18483081.2377177,"NPL"
2031,33534842.8571912,"NPL"
2032,60844059.0068723,"NPL"
2033,110392630.500664,"NPL"
2034,200291253.867198,"NPL"
2035,363399134.46897,"NPL"
2036,659334486.069759,"NPL"
2037,1196265822.58135,"NPL"
2038,2170449064.18687,"NPL"
2039,3937961823.62243,"NPL"
2040,7144854758.48631,"NPL"
2041,12963292130.8785,"NPL"
2042,23519994254.7324,"NPL"
2043,42673583543.2538,"NPL"
2044,77424965019.1412,"NPL"
2045,140476255108.482,"NPL"
2046,254873583015.823,"NPL"
2047,462430773579.195,"NPL"
2048,839012885614.659,"NPL"
2049,1522265952974.86,"NPL"
2050,2761928536876.79,"NPL"
2021,0,"NRU"
2022,NA,"NRU"
2023,NA,"NRU"
2024,NA,"NRU"
2025,NA,"NRU"
2026,NA,"NRU"
2027,NA,"NRU"
2028,NA,"NRU"
2029,NA,"NRU"
2030,NA,"NRU"
2031,NA,"NRU"
2032,NA,"NRU"
2033,NA,"NRU"
2034,NA,"NRU"
2035,NA,"NRU"
2036,NA,"NRU"
2037,NA,"NRU"
2038,NA,"NRU"
2039,NA,"NRU"
2040,NA,"NRU"
2041,NA,"NRU"
2042,NA,"NRU"
2043,NA,"NRU"
2044,NA,"NRU"
2045,NA,"NRU"
2046,NA,"NRU"
2047,NA,"NRU"
2048,NA,"NRU"
2049,NA,"NRU"
2050,NA,"NRU"
2021,54715.53,"NZL"
2022,66438.9180322486,"NZL"
2023,80674.1674492755,"NZL"
2024,97959.4714422453,"NZL"
2025,118948.336854888,"NZL"
2026,144434.291367994,"NZL"
2027,175380.884462676,"NZL"
2028,212958.116411172,"NZL"
2029,258586.672568902,"NZL"
2030,313991.635337119,"NZL"
2031,381267.704488553,"NZL"
2032,462958.391646002,"NZL"
2033,562152.183025741,"NZL"
2034,682599.306078125,"NZL"
2035,828853.514630935,"NZL"
2036,1006444.25301749,"NZL"
2037,1222085.70821221,"NZL"
2038,1483930.65362419,"NZL"
2039,1801878.68164081,"NZL"
2040,2187950.47829365,"NZL"
2041,2656742.29027793,"NZL"
2042,3225977.76639619,"NZL"
2043,3917178.03693857,"NZL"
2044,4756475.36474354,"NZL"
2045,5775601.12970863,"NZL"
2046,7013085.49955879,"NZL"
2047,8515714.14291954,"NZL"
2048,10340297.0587599,"NZL"
2049,12555816.3964793,"NZL"
2050,15246034.4694395,"NZL"
2021,10169280,"OMN"
2022,10334202.2102246,"OMN"
2023,10501799.077399,"OMN"
2024,10672113.9782749,"OMN"
2025,10845190.993075,"OMN"
2026,11021074.9169011,"OMN"
2027,11199811.2713281,"OMN"
2028,11381446.3161853,"OMN"
2029,11566027.06153,"OMN"
2030,11753601.2798134,"OMN"
2031,11944217.5182458,"OMN"
2032,12137925.1113609,"OMN"
2033,12334774.1937843,"OMN"
2034,12534815.7132095,"OMN"
2035,12738101.4435839,"OMN"
2036,12944683.9985083,"OMN"
2037,13154616.8448547,"OMN"
2038,13367954.3166041,"OMN"
2039,13584751.628909,"OMN"
2040,13805064.8923841,"OMN"
2041,14028951.1276286,"OMN"
2042,14256468.2799837,"OMN"
2043,14487675.2345304,"OMN"
2044,14722631.8313293,"OMN"
2045,14961398.8809087,"OMN"
2046,15204038.1800028,"OMN"
2047,15450612.5275462,"OMN"
2048,15701185.7409268,"OMN"
2049,15955822.6725032,"OMN"
2050,16214589.2263892,"OMN"
2021,32411.05,"PAK"
2022,46259.622733339,"PAK"
2023,66025.4047749412,"PAK"
2024,94236.6975369445,"PAK"
2025,134502.09344328,"PAK"
2026,191972.061982888,"PAK"
2027,273997.761956788,"PAK"
2028,391071.350601115,"PAK"
2029,558168.067391366,"PAK"
2030,796661.762556954,"PAK"
2031,1137058.89139542,"PAK"
2032,1622900.68793023,"PAK"
2033,2316332.65683552,"PAK"
2034,3306053.79431163,"PAK"
2035,4718662.34697673,"PAK"
2036,6734849.3793677,"PAK"
2037,9612511.51861518,"PAK"
2038,13719739.2978942,"PAK"
2039,19581900.738185,"PAK"
2040,27948842.7727622,"PAK"
2041,39890806.4533975,"PAK"
2042,56935324.7445798,"PAK"
2043,81262613.9197714,"PAK"
2044,115984451.668601,"PAK"
2045,165542214.063496,"PAK"
2046,236274985.507072,"PAK"
2047,337230410.334818,"PAK"
2048,481322004.572447,"PAK"
2049,686980963.121402,"PAK"
2050,980513750.063079,"PAK"
2021,5399.296,"PAN"
2022,8747.90990444314,"PAN"
2023,14173.3158723386,"PAN"
2024,22963.5290042317,"PAN"
2025,37205.3843347513,"PAN"
2026,60279.960594971,"PAN"
2027,97665.2630876671,"PAN"
2028,158236.726099967,"PAN"
2029,256374.279812879,"PAN"
2030,415376.208605633,"PAN"
2031,672990.265644123,"PAN"
2032,1090375.15454275,"PAN"
2033,1766619.87303219,"PAN"
2034,2862267.87430887,"PAN"
2035,4637430.78483491,"PAN"
2036,7513540.04185486,"PAN"
2037,12173396.5593982,"PAN"
2038,19723270.6509651,"PAN"
2039,31955535.4393592,"PAN"
2040,51774184.0735817,"PAN"
2041,83884250.4007463,"PAN"
2042,135908804.575166,"PAN"
2043,220198703.24652,"PAN"
2044,356764736.935291,"PAN"
2045,578028279.203859,"PAN"
2046,936518262.509717,"PAN"
2047,1517341776.46505,"PAN"
2048,2458388863.05991,"PAN"
2049,3983068215.58487,"PAN"
2050,6453345379.32121,"PAN"
2021,329257.5,"PER"
2022,587980.17819684,"PER"
2023,1050000.95655342,"PER"
2024,1875066.62579025,"PER"
2025,3348449.18874467,"PER"
2026,5979580.57350601,"PER"
2027,10678192.1479463,"PER"
2028,19068860.4571484,"PER"
2029,34052715.4874371,"PER"
2030,60810525.8661976,"PER"
2031,108593984.450014,"PER"
2032,193924543.337734,"PER"
2033,346305817.023034,"PER"
2034,618424655.486377,"PER"
2035,1104367976.8394,"PER"
2036,1972153951.89757,"PER"
2037,3521825416.48508,"PER"
2038,6289191699.39352,"PER"
2039,11231088300.5656,"PER"
2040,20056209198.9128,"PER"
2041,35815899284.6931,"PER"
2042,63959177372.4028,"PER"
2043,114216771094.808,"PER"
2044,203965581410.88,"PER"
2045,364236862953.741,"PER"
2046,650445488972.608,"PER"
2047,1161550016365.44,"PER"
2048,2074268272118.62,"PER"
2049,3704178730228.94,"PER"
2050,6614833891021.33,"PER"
2021,2273804,"PHL"
2022,2508893.51190301,"PHL"
2023,2768289.02318275,"PHL"
2024,3054503.54091009,"PHL"
2025,3370309.89296971,"PHL"
2026,3718767.59103874,"PHL"
2027,4103252.47093957,"PHL"
2028,4527489.39752076,"PHL"
2029,4995588.35090865,"PHL"
2030,5512084.24373121,"PHL"
2031,6081980.85506052,"PHL"
2032,6710799.30670352,"PHL"
2033,7404631.55147571,"PHL"
2034,8170199.3916493,"PHL"
2035,9014919.59934228,"PHL"
2036,9946975.76973087,"PHL"
2037,10975397.6031946,"PHL"
2038,12110148.3844741,"PHL"
2039,13362221.5063347,"PHL"
2040,14743746.9728499,"PHL"
2041,16268108.9141029,"PHL"
2042,17950075.2507798,"PHL"
2043,19805940.7648383,"PHL"
2044,21853684.9623091,"PHL"
2045,24113146.2575972,"PHL"
2046,26606214.1667682,"PHL"
2047,29357041.3717746,"PHL"
2048,32392277.7100901,"PHL"
2049,35741328.3566242,"PHL"
2050,39436638.6991709,"PHL"
2021,1403484,"POL"
2022,1480322.13571279,"POL"
2023,1561367.01628325,"POL"
2024,1646848.95315937,"POL"
2025,1737010.8669121,"POL"
2026,1832108.9775613,"POL"
2027,1932413.53269587,"POL"
2028,2038209.57545697,"POL"
2029,2149797.75456701,"POL"
2030,2267495.17870613,"POL"
2031,2391636.31766427,"POL"
2032,2522573.95282956,"POL"
2033,2660680.17971428,"POL"
2034,2806347.46536714,"POL"
2035,2959989.76367701,"POL"
2036,3122043.69173739,"POL"
2037,3292969.77061466,"POL"
2038,3473253.7340461,"POL"
2039,3663407.90878667,"POL"
2040,3863972.67052721,"POL"
2041,4075517.97952146,"POL"
2042,4298645.00028578,"POL"
2043,4533987.80997444,"POL"
2044,4782215.20028524,"POL"
2045,5044032.57801615,"POL"
2046,5320183.96967387,"POL"
2047,5611454.13583097,"POL"
2048,5918670.80124011,"POL"
2049,6242707.00704298,"POL"
2050,6584483.59175813,"POL"
2021,46630.65,"PRT"
2022,61863.0773965561,"PRT"
2023,82071.3488868865,"PRT"
2024,108880.880026961,"PRT"
2025,144448.046684167,"PRT"
2026,191633.629207484,"PRT"
2027,254232.914090744,"PRT"
2028,337280.96093766,"PRT"
2029,447457.588321657,"PRT"
2030,593624.652841405,"PRT"
2031,787538.836435511,"PRT"
2032,1044797.2737074,"PRT"
2033,1386092.07907399,"PRT"
2034,1838874.67934733,"PRT"
2035,2439563.81931265,"PRT"
2036,3236474.83721493,"PRT"
2037,4293705.82109908,"PRT"
2038,5696293.2219194,"PRT"
2039,7557051.60578028,"PRT"
2040,10025647.6883371,"PRT"
2041,13300638.5048074,"PRT"
2042,17645441.9838994,"PRT"
2043,23409524.4897167,"PRT"
2044,31056509.5130332,"PRT"
2045,41201468.3833842,"PRT"
2046,54660392.4125668,"PRT"
2047,72515825.6714146,"PRT"
2048,96203937.4528534,"PRT"
2049,127630037.936407,"PRT"
2050,169321828.346492,"PRT"
2021,46865.18,"PRY"
2022,71584.7586092218,"PRY"
2023,109342.963478227,"PRY"
2024,167017.168102328,"PRY"
2025,255112.295785506,"PRY"
2026,389674.212540096,"PRY"
2027,595212.361094555,"PRY"
2028,909163.971848155,"PRY"
2029,1388712.97327678,"PRY"
2030,2121205.61511794,"PRY"
2031,3240059.93188853,"PRY"
2032,4949066.83605295,"PRY"
2033,7559509.10248835,"PRY"
2034,11546859.1885456,"PRY"
2035,17637382.9718932,"PRY"
2036,26940423.6266963,"PRY"
2037,41150460.1528733,"PRY"
2038,62855744.0023026,"PRY"
2039,96009729.6459306,"PRY"
2040,146651166.619665,"PRY"
2041,224004012.408135,"PRY"
2042,342157507.038989,"PRY"
2043,522632422.359609,"PRY"
2044,798300909.032367,"PRY"
2045,1219373911.94495,"PRY"
2046,1862546716.79404,"PRY"
2047,2844968420.47977,"PRY"
2048,4345579759.44834,"PRY"
2049,6637705821.1924,"PRY"
2050,10138840156.5743,"PRY"
2021,7435.675,"PSE"
2022,Inf,"PSE"
2023,Inf,"PSE"
2024,Inf,"PSE"
2025,Inf,"PSE"
2026,Inf,"PSE"
2027,Inf,"PSE"
2028,Inf,"PSE"
2029,Inf,"PSE"
2030,Inf,"PSE"
2031,Inf,"PSE"
2032,Inf,"PSE"
2033,Inf,"PSE"
2034,Inf,"PSE"
2035,Inf,"PSE"
2036,Inf,"PSE"
2037,Inf,"PSE"
2038,Inf,"PSE"
2039,Inf,"PSE"
2040,Inf,"PSE"
2041,Inf,"PSE"
2042,Inf,"PSE"
2043,Inf,"PSE"
2044,Inf,"PSE"
2045,Inf,"PSE"
2046,Inf,"PSE"
2047,Inf,"PSE"
2048,Inf,"PSE"
2049,Inf,"PSE"
2050,Inf,"PSE"
2021,14651.19,"PYF"
2022,14510.2200151758,"PYF"
2023,14370.6064073164,"PYF"
2024,14232.336125711,"PYF"
2025,14095.3962452198,"PYF"
2026,13959.7739650651,"PYF"
2027,13825.4566076352,"PYF"
2028,13692.4316172989,"PYF"
2029,13560.6865592321,"PYF"
2030,13430.2091182557,"PYF"
2031,13300.9870976835,"PYF"
2032,13173.0084181833,"PYF"
2033,13046.2611166467,"PYF"
2034,12920.7333450715,"PYF"
2035,12796.4133694536,"PYF"
2036,12673.289568691,"PYF"
2037,12551.3504334965,"PYF"
2038,12430.5845653224,"PYF"
2039,12310.9806752951,"PYF"
2040,12192.5275831595,"PYF"
2041,12075.2142162339,"PYF"
2042,11959.0296083754,"PYF"
2043,11843.9628989542,"PYF"
2044,11730.0033318389,"PYF"
2045,11617.1402543908,"PYF"
2046,11505.3631164681,"PYF"
2047,11394.6614694398,"PYF"
2048,11285.0249652088,"PYF"
2049,11176.443355245,"PYF"
2050,11068.9064896268,"PYF"
2021,33297.23,"QAT"
2022,330167.087187043,"QAT"
2023,3273855.07628042,"QAT"
2024,32462736.2218425,"QAT"
2025,321892453.531032,"QAT"
2026,3191805858.01977,"QAT"
2027,31649156491.664,"QAT"
2028,313825198395.77,"QAT"
2029,3111812953817.1,"QAT"
2030,30855966662473.2,"QAT"
2031,305960124469492,"QAT"
2032,3033824828415979,"QAT"
2033,30082655723429108,"QAT"
2034,298292164695238272,"QAT"
2035,2957791238134362112,"QAT"
2036,29328725470622662656,"QAT"
2037,2.9081637900642e+20,"QAT"
2038,2.88366319849528e+21,"QAT"
2039,2.85936901861103e+22,"QAT"
2040,2.83527951144188e+23,"QAT"
2041,2.81139295266864e+24,"QAT"
2042,2.78770763249912e+25,"QAT"
2043,2.76422185554571e+26,"QAT"
2044,2.74093394070405e+27,"QAT"
2045,2.71784222103269e+28,"QAT"
2046,2.69494504363374e+29,"QAT"
2047,2.67224076953462e+30,"QAT"
2048,2.64972777357068e+31,"QAT"
2049,2.62740444426891e+32,"QAT"
2050,2.60526918373258e+33,"QAT"
2021,47772.28,"ROU"
2022,56081.9353242975,"ROU"
2023,65836.9973071976,"ROU"
2024,77288.8843682614,"ROU"
2025,90732.747409752,"ROU"
2026,106515.07677736,"ROU"
2027,125042.632398757,"ROU"
2028,146792.927257543,"ROU"
2029,172326.534394462,"ROU"
2030,202301.53462574,"ROU"
2031,237490.477341397,"ROU"
2032,278800.291516268,"ROU"
2033,327295.660102692,"ROU"
2034,384226.460235987,"ROU"
2035,451059.976472515,"ROU"
2036,529518.717296113,"ROU"
2037,621624.809542387,"ROU"
2038,729752.114923862,"ROU"
2039,856687.411861636,"ROU"
2040,1005702.21947046,"ROU"
2041,1180637.11482568,"ROU"
2042,1386000.71663147,"ROU"
2043,1627085.88640852,"ROU"
2044,1910106.142069,"ROU"
2045,2242355.79968251,"ROU"
2046,2632397.97078678,"ROU"
2047,3090285.26052088,"ROU"
2048,3627818.85466136,"ROU"
2049,4258852.67304357,"ROU"
2050,4999650.42835178,"ROU"
2021,3567752,"RUS"
2022,4034787.69789301,"RUS"
2023,4562960.58892792,"RUS"
2024,5160273.82233322,"RUS"
2025,5835778.19761839,"RUS"
2026,6599709.30697619,"RUS"
2027,7463642.63027742,"RUS"
2028,8440668.9327378,"RUS"
2029,9545592.62297328,"RUS"
2030,10795156.0770678,"RUS"
2031,12208293.327728,"RUS"
2032,13806416.962554,"RUS"
2033,15613742.5786586,"RUS"
2034,17657655.7099372,"RUS"
2035,19969126.7868633,"RUS"
2036,22583180.4164924,"RUS"
2037,25539426.093451,"RUS"
2038,28882658.3835153,"RUS"
2039,32663535.6740754,"RUS"
2040,36939347.7762605,"RUS"
2041,41774884.0098323,"RUS"
2042,47243414.924518,"RUS"
2043,53427802.5333319,"RUS"
2044,60421755.8807183,"RUS"
2045,68331250.9705318,"RUS"
2046,77276136.5693415,"RUS"
2047,87391950.2170216,"RUS"
2048,98831971.961761,"RUS"
2049,111769546.93875,"RUS"
2050,126400711.985459,"RUS"
2021,8519.638,"RWA"
2022,Inf,"RWA"
2023,Inf,"RWA"
2024,Inf,"RWA"
2025,Inf,"RWA"
2026,Inf,"RWA"
2027,Inf,"RWA"
2028,Inf,"RWA"
2029,Inf,"RWA"
2030,Inf,"RWA"
2031,Inf,"RWA"
2032,Inf,"RWA"
2033,Inf,"RWA"
2034,Inf,"RWA"
2035,Inf,"RWA"
2036,Inf,"RWA"
2037,Inf,"RWA"
2038,Inf,"RWA"
2039,Inf,"RWA"
2040,Inf,"RWA"
2041,Inf,"RWA"
2042,Inf,"RWA"
2043,Inf,"RWA"
2044,Inf,"RWA"
2045,Inf,"RWA"
2046,Inf,"RWA"
2047,Inf,"RWA"
2048,Inf,"RWA"
2049,Inf,"RWA"
2050,Inf,"RWA"
2021,768011,"SAU"
2022,1425005.30875596,"SAU"
2023,2644024.79910139,"SAU"
2024,4905853.39949804,"SAU"
2025,9102561.21105448,"SAU"
2026,16889338.8884127,"SAU"
2027,31337308.4205389,"SAU"
2028,58144780.2979262,"SAU"
2029,107884679.517603,"SAU"
2030,200174530.112224,"SAU"
2031,371413649.13738,"SAU"
2032,689139116.191289,"SAU"
2033,1278662543.95311,"SAU"
2034,2372493249.7589,"SAU"
2035,4402040434.17882,"SAU"
2036,8167761904.53418,"SAU"
2037,15154866368.6013,"SAU"
2038,28119082967.2283,"SAU"
2039,52173526818.821,"SAU"
2040,96805322701.5515,"SAU"
2041,179617347623.334,"SAU"
2042,333270843657.077,"SAU"
2043,618367082587.243,"SAU"
2044,1147348638817.35,"SAU"
2045,2128846984364.35,"SAU"
2046,3949967193501.54,"SAU"
2047,7328963022862.38,"SAU"
2048,13598517749426.8,"SAU"
2049,25231357342727.2,"SAU"
2050,46815498945333.9,"SAU"
2021,276520.4,"SDN"
2022,1071859.93303272,"SDN"
2023,4154788.27616663,"SDN"
2024,16104963.986227,"SDN"
2025,62426734.5909079,"SDN"
2026,241981118.058783,"SDN"
2027,937977324.630189,"SDN"
2028,3635826913.18371,"SDN"
2029,14093344258.4477,"SDN"
2030,54629210116.3848,"SDN"
2031,211756027754.114,"SDN"
2032,820817566182.456,"SDN"
2033,3181687360210.7,"SDN"
2034,12332989540180.4,"SDN"
2035,47805649574609.9,"SDN"
2036,185306257157255,"SDN"
2037,718291859794502,"SDN"
2038,2784272931535189,"SDN"
2039,10792515119825236,"SDN"
2040,41834398234598584,"SDN"
2041,162160243114797216,"SDN"
2042,628572312659739264,"SDN"
2043,2436498272654350336,"SDN"
2044,9444456450090588160,"SDN"
2045,36608996870120751104,"SDN"
2046,1.41905323924031e+20,"SDN"
2047,5.5005934823687e+20,"SDN"
2048,2.13216303811651e+21,"SDN"
2049,8.26477949276221e+21,"SDN"
2050,3.20362837376277e+22,"SDN"
2021,0,"SEN"
2022,NA,"SEN"
2023,NA,"SEN"
2024,NA,"SEN"
2025,NA,"SEN"
2026,NA,"SEN"
2027,NA,"SEN"
2028,NA,"SEN"
2029,NA,"SEN"
2030,NA,"SEN"
2031,NA,"SEN"
2032,NA,"SEN"
2033,NA,"SEN"
2034,NA,"SEN"
2035,NA,"SEN"
2036,NA,"SEN"
2037,NA,"SEN"
2038,NA,"SEN"
2039,NA,"SEN"
2040,NA,"SEN"
2041,NA,"SEN"
2042,NA,"SEN"
2043,NA,"SEN"
2044,NA,"SEN"
2045,NA,"SEN"
2046,NA,"SEN"
2047,NA,"SEN"
2048,NA,"SEN"
2049,NA,"SEN"
2050,NA,"SEN"
2021,205781.4,"SGP"
2022,192619.041558233,"SGP"
2023,180298.584667091,"SGP"
2024,168766.178930073,"SGP"
2025,157971.418373847,"SGP"
2026,147867.121133228,"SGP"
2027,138409.123228132,"SGP"
2028,129556.085531142,"SGP"
2029,121269.313081965,"SGP"
2030,113512.585959049,"SGP"
2031,106252.000969129,"SGP"
2032,99455.8234627525,"SGP"
2033,93094.3486281085,"SGP"
2034,87139.7716568859,"SGP"
2035,81566.0662146952,"SGP"
2036,76348.8706848626,"SGP"
2037,71465.3816883923,"SGP"
2038,66894.2544146918,"SGP"
2039,62615.5093274249,"SGP"
2040,58610.444837722,"SGP"
2041,54861.5555630573,"SGP"
2042,51352.455814519,"SGP"
2043,48067.8079780494,"SGP"
2044,44993.2554766227,"SGP"
2045,42115.3600203507,"SGP"
2046,39421.5428702492,"SGP"
2047,36900.0298589387,"SGP"
2048,34539.7999279768,"SGP"
2049,32330.5369568874,"SGP"
2050,30262.5846733412,"SGP"
2021,0,"SLB"
2022,NA,"SLB"
2023,NA,"SLB"
2024,NA,"SLB"
2025,NA,"SLB"
2026,NA,"SLB"
2027,NA,"SLB"
2028,NA,"SLB"
