Year,Nation,iso_code3,pij_lndu_grasslands_to_other
2024,Cabo Verde,CPV,0.0012719267930217
2025,Cabo Verde,CPV,0.0012639437774902
2026,Cabo Verde,CPV,0.0012559607619587
2027,Cabo Verde,CPV,0.0012479777464272
2028,Cabo Verde,CPV,0.0012399947308957
2029,Cabo Verde,CPV,0.0012320117153641
2030,Cabo Verde,CPV,0.0012240286998326
2031,Cabo Verde,CPV,0.0012160456843011
2032,Cabo Verde,CPV,0.0012080626687696
2033,Cabo Verde,CPV,0.0012000796532381
2034,Cabo Verde,CPV,0.0011920966377065
2035,Cabo Verde,CPV,0.001184113622175
2036,Cabo Verde,CPV,0.0011761306066435
2037,Cabo Verde,CPV,0.0011681475911119999
2038,Cabo Verde,CPV,0.0011601645755805
2039,Cabo Verde,CPV,0.001152181560049
2040,Cabo Verde,CPV,0.0011441985445174
2041,Cabo Verde,CPV,0.0011362155289859
2042,Cabo Verde,CPV,0.0011282325134544
2043,Cabo Verde,CPV,0.0011202494979229
2044,Cabo Verde,CPV,0.0011122664823914
2045,Cabo Verde,CPV,0.0011042834668599
2046,Cabo Verde,CPV,0.0010963004513283
2047,Cabo Verde,CPV,0.0010883174357968
2048,Cabo Verde,CPV,0.0010803344202653
2049,Cabo Verde,CPV,0.0010723514047338
2050,Cabo Verde,CPV,0.0010643683892023
2021,Cambodia,KHM,0.0
2022,Cambodia,KHM,0.0
2023,Cambodia,KHM,0.0
2024,Cambodia,KHM,0.0
2025,Cambodia,KHM,0.0
2026,Cambodia,KHM,0.0
2027,Cambodia,KHM,0.0
2028,Cambodia,KHM,0.0
2029,Cambodia,KHM,0.0
2030,Cambodia,KHM,0.0
2031,Cambodia,KHM,0.0
2032,Cambodia,KHM,0.0
2033,Cambodia,KHM,0.0
2034,Cambodia,KHM,0.0
2035,Cambodia,KHM,0.0
2036,Cambodia,KHM,0.0
2037,Cambodia,KHM,0.0
2038,Cambodia,KHM,0.0
2039,Cambodia,KHM,0.0
2040,Cambodia,KHM,0.0
2041,Cambodia,KHM,0.0
2042,Cambodia,KHM,0.0
2043,Cambodia,KHM,0.0
2044,Cambodia,KHM,0.0
2045,Cambodia,KHM,0.0
2046,Cambodia,KHM,0.0
2047,Cambodia,KHM,0.0
2048,Cambodia,KHM,0.0
2049,Cambodia,KHM,0.0
2050,Cambodia,KHM,0.0
2021,Cameroon,CMR,1.5130710424671537e-05
2022,Cameroon,CMR,1.8913388030839417e-05
2023,Cameroon,CMR,2.26960656370073e-05
2024,Cameroon,CMR,2.6478743243175186e-05
2025,Cameroon,CMR,3.0261420849343073e-05
2026,Cameroon,CMR,3.404409845551095e-05
2027,Cameroon,CMR,3.782677606167884e-05
2028,Cameroon,CMR,4.1609453667846726e-05
2029,Cameroon,CMR,4.53921312740146e-05
2030,Cameroon,CMR,4.917480888018249e-05
2031,Cameroon,CMR,5.295748648635037e-05
2032,Cameroon,CMR,5.674016409251826e-05
2033,Cameroon,CMR,6.0522841698686146e-05
2034,Cameroon,CMR,6.430551930485402e-05
2035,Cameroon,CMR,6.80881969110219e-05
2036,Cameroon,CMR,7.18708745171898e-05
2037,Cameroon,CMR,7.565355212335767e-05
2038,Cameroon,CMR,7.943622972952555e-05
2039,Cameroon,CMR,8.321890733569345e-05
2040,Cameroon,CMR,8.700158494186132e-05
2041,Cameroon,CMR,9.07842625480292e-05
2042,Cameroon,CMR,9.456694015419708e-05
2043,Cameroon,CMR,9.834961776036496e-05
2044,Cameroon,CMR,0.0001021322953665
2045,Cameroon,CMR,0.0001059149729727
2046,Cameroon,CMR,0.0001096976505788
2047,Cameroon,CMR,0.000113480328185
2048,Cameroon,CMR,0.0001172630057912
2049,Cameroon,CMR,0.0001210456833973
2050,Cameroon,CMR,0.0001248283610035
2021,Canada,CAN,0.0001400066390172
2022,Canada,CAN,0.0001750082987715
2023,Canada,CAN,0.0002100099585259
2024,Canada,CAN,0.0002450116182802
2025,Canada,CAN,0.0002800132780345
2026,Canada,CAN,0.0003150149377888
2027,Canada,CAN,0.0003500165975431
2028,Canada,CAN,0.0003850182572974
2029,Canada,CAN,0.0004200199170518
2030,Canada,CAN,0.0004550215768061
2031,Canada,CAN,0.0004900232365604
2032,Canada,CAN,0.0005250248963147
2033,Canada,CAN,0.000560026556069
2034,Canada,CAN,0.0005950282158233
2035,Canada,CAN,0.0006300298755777
2036,Canada,CAN,0.000665031535332
2037,Canada,CAN,0.0007000331950863
2038,Canada,CAN,0.0007350348548406
2039,Canada,CAN,0.0007700365145949
2040,Canada,CAN,0.0008050381743492
2041,Canada,CAN,0.0008400398341036
2042,Canada,CAN,0.0008750414938579
2043,Canada,CAN,0.0009100431536122
2044,Canada,CAN,0.0009450448133665
2045,Canada,CAN,0.0009800464731208
2046,Canada,CAN,0.0010150481328751
2047,Canada,CAN,0.0010500497926295
2048,Canada,CAN,0.0010850514523838
2049,Canada,CAN,0.0011200531121381
2050,Canada,CAN,0.0011550547718924
2021,Cayman Islands,CYM,3.150177435207437e-21
2022,Cayman Islands,CYM,3.140514314240543e-21
2023,Cayman Islands,CYM,3.1308511932736492e-21
2024,Cayman Islands,CYM,3.1211880723067546e-21
2025,Cayman Islands,CYM,3.1115249513398608e-21
2026,Cayman Islands,CYM,3.101861830372968e-21
2027,Cayman Islands,CYM,3.0921987094060727e-21
2028,Cayman Islands,CYM,3.082535588439179e-21
2029,Cayman Islands,CYM,3.072872467472285e-21
2030,Cayman Islands,CYM,3.063209346505391e-21
2031,Cayman Islands,CYM,3.0535462255384966e-21
2032,Cayman Islands,CYM,3.043883104571604e-21
2033,Cayman Islands,CYM,3.0342199836047085e-21
2034,Cayman Islands,CYM,3.024556862637816e-21
2035,Cayman Islands,CYM,3.014893741670921e-21
2036,Cayman Islands,CYM,3.0052306207040274e-21
2037,Cayman Islands,CYM,2.995567499737133e-21
2038,Cayman Islands,CYM,2.9859043787702397e-21
2039,Cayman Islands,CYM,2.9762412578033447e-21
2040,Cayman Islands,CYM,2.966578136836452e-21
2041,Cayman Islands,CYM,2.9569150158695567e-21
2042,Cayman Islands,CYM,2.9472518949026647e-21
2043,Cayman Islands,CYM,2.937588773935769e-21
2044,Cayman Islands,CYM,2.9279256529688755e-21
2045,Cayman Islands,CYM,2.918262532001981e-21
2046,Cayman Islands,CYM,2.908599411035088e-21
2047,Cayman Islands,CYM,2.8989362900681932e-21
2048,Cayman Islands,CYM,2.8892731691012998e-21
2049,Cayman Islands,CYM,2.8796100481344048e-21
2050,Cayman Islands,CYM,2.869946927167512e-21
2021,Central African Republic,CAF,2.740618418110397e-05
2022,Central African Republic,CAF,3.425773022637996e-05
2023,Central African Republic,CAF,4.110927627165596e-05
2024,Central African Republic,CAF,4.796082231693195e-05
2025,Central African Republic,CAF,5.481236836220794e-05
2026,Central African Republic,CAF,6.166391440748393e-05
2027,Central African Republic,CAF,6.851546045275992e-05
2028,Central African Republic,CAF,7.536700649803591e-05
2029,Central African Republic,CAF,8.221855254331192e-05
2030,Central African Republic,CAF,8.907009858858791e-05
2031,Central African Republic,CAF,9.59216446338639e-05
2032,Central African Republic,CAF,0.0001027731906791
2033,Central African Republic,CAF,0.0001096247367244
2034,Central African Republic,CAF,0.0001164762827696
2035,Central African Republic,CAF,0.0001233278288149
2036,Central African Republic,CAF,0.0001301793748602
2037,Central African Republic,CAF,0.0001370309209055
2038,Central African Republic,CAF,0.0001438824669507
2039,Central African Republic,CAF,0.00015073401299599997
2040,Central African Republic,CAF,0.0001575855590413
2041,Central African Republic,CAF,0.0001644371050866
2042,Central African Republic,CAF,0.0001712886511318
2043,Central African Republic,CAF,0.0001781401971771
2044,Central African Republic,CAF,0.0001849917432224
2045,Central African Republic,CAF,0.0001918432892677
2046,Central African Republic,CAF,0.000198694835313
2047,Central African Republic,CAF,0.0002055463813582
2048,Central African Republic,CAF,0.0002123979274035
2049,Central African Republic,CAF,0.0002192494734488
2050,Central African Republic,CAF,0.0002261010194941
2021,Chad,TCD,0.0020330137161313
2022,Chad,TCD,0.0020376179509090002
2023,Chad,TCD,0.0020422221856866
2024,Chad,TCD,0.0020468264204643
2025,Chad,TCD,0.0020514306552419
2026,Chad,TCD,0.0020560348900196
2027,Chad,TCD,0.0020606391247972
2028,Chad,TCD,0.0020652433595749
2029,Chad,TCD,0.0020698475943525
2030,Chad,TCD,0.0020744518291302
2031,Chad,TCD,0.0020790560639078
2032,Chad,TCD,0.0020836602986855
2033,Chad,TCD,0.0020882645334631
2034,Chad,TCD,0.0020928687682408
2035,Chad,TCD,0.0020974730030184
2036,Chad,TCD,0.0021020772377961
2037,Chad,TCD,0.0021066814725737
2038,Chad,TCD,0.0021112857073514
2039,Chad,TCD,0.002115889942129
2040,Chad,TCD,0.0021204941769066
2041,Chad,TCD,0.0021250984116843
2042,Chad,TCD,0.0021297026464619
2043,Chad,TCD,0.0021343068812396
2044,Chad,TCD,0.0021389111160172
2045,Chad,TCD,0.0021435153507949
2046,Chad,TCD,0.0021481195855725
2047,Chad,TCD,0.0021527238203502
2048,Chad,TCD,0.0021573280551278
2049,Chad,TCD,0.0021619322899055
2050,Chad,TCD,0.0021665365246831
2021,Chile,CHL,4.995957022950486e-05
2022,Chile,CHL,6.244946278688107e-05
2023,Chile,CHL,7.493935534425727e-05
2024,Chile,CHL,8.74292479016335e-05
2025,Chile,CHL,9.991914045900972e-05
2026,Chile,CHL,0.0001124090330163
2027,Chile,CHL,0.0001248989255737
2028,Chile,CHL,0.0001373888181311
2029,Chile,CHL,0.0001498787106885
2030,Chile,CHL,0.0001623686032458
2031,Chile,CHL,0.0001748584958032
2032,Chile,CHL,0.0001873483883606
2033,Chile,CHL,0.00019983828091799997
2034,Chile,CHL,0.0002123281734753
2035,Chile,CHL,0.0002248180660327
2036,Chile,CHL,0.0002373079585901
2037,Chile,CHL,0.0002497978511475
2038,Chile,CHL,0.0002622877437049
2039,Chile,CHL,0.0002747776362622
2040,Chile,CHL,0.0002872675288196
2041,Chile,CHL,0.000299757421377
2042,Chile,CHL,0.0003122473139344
2043,Chile,CHL,0.0003247372064917
2044,Chile,CHL,0.0003372270990491
2045,Chile,CHL,0.0003497169916065
2046,Chile,CHL,0.0003622068841639
2047,Chile,CHL,0.0003746967767212
2048,Chile,CHL,0.0003871866692786
2049,Chile,CHL,0.00039967656183599994
2050,Chile,CHL,0.0004121664543934
2021,China,CHN,0.0
2022,China,CHN,0.0
2023,China,CHN,0.0
2024,China,CHN,0.0
2025,China,CHN,0.0
2026,China,CHN,0.0
2027,China,CHN,0.0
2028,China,CHN,0.0
2029,China,CHN,0.0
2030,China,CHN,0.0
2031,China,CHN,0.0
2032,China,CHN,0.0
2033,China,CHN,0.0
2034,China,CHN,0.0
2035,China,CHN,0.0
2036,China,CHN,0.0
2037,China,CHN,0.0
2038,China,CHN,0.0
2039,China,CHN,0.0
2040,China,CHN,0.0
2041,China,CHN,0.0
2042,China,CHN,0.0
2043,China,CHN,0.0
2044,China,CHN,0.0
2045,China,CHN,0.0
2046,China,CHN,0.0
2047,China,CHN,0.0
2048,China,CHN,0.0
2049,China,CHN,0.0
2050,China,CHN,0.0
2021,Colombia,COL,0.0024131265310387
2022,Colombia,COL,0.0025127534641723
2023,Colombia,COL,0.0026123803973058
2024,Colombia,COL,0.0027120073304394
2025,Colombia,COL,0.0028116342635729
2026,Colombia,COL,0.0029112611967065
2027,Colombia,COL,0.0030108881298401
2028,Colombia,COL,0.0031105150629736
2029,Colombia,COL,0.0032101419961072
2030,Colombia,COL,0.0033097689292408
2031,Colombia,COL,0.0034093958623743
2032,Colombia,COL,0.0035090227955079
2033,Colombia,COL,0.0036086497286414
2034,Colombia,COL,0.0037082766617749998
2035,Colombia,COL,0.0038079035949086
2036,Colombia,COL,0.0039075305280421
2037,Colombia,COL,0.0040071574611757
2038,Colombia,COL,0.0041067843943092
2039,Colombia,COL,0.0042064113274428
2040,Colombia,COL,0.0043060382605764
2041,Colombia,COL,0.0044056651937099
2042,Colombia,COL,0.0045052921268435
2043,Colombia,COL,0.0046049190599771
2044,Colombia,COL,0.0047045459931106
2045,Colombia,COL,0.0048041729262442
2046,Colombia,COL,0.0049037998593777
2047,Colombia,COL,0.0050034267925113
2048,Colombia,COL,0.0051030537256449
2049,Colombia,COL,0.0052026806587784
2050,Colombia,COL,0.005302307591912
2021,Congo,COG,4.0913935784400345e-07
2022,Congo,COG,5.114241973050043e-07
2023,Congo,COG,6.13709036766005e-07
2024,Congo,COG,7.159938762270059e-07
2025,Congo,COG,8.182787156880069e-07
2026,Congo,COG,9.205635551490076e-07
2027,Congo,COG,1.0228483946100083e-06
2028,Congo,COG,1.1251332340710094e-06
2029,Congo,COG,1.22741807353201e-06
2030,Congo,COG,1.329702912993011e-06
2031,Congo,COG,1.4319877524540118e-06
2032,Congo,COG,1.5342725919150127e-06
2033,Congo,COG,1.6365574313760138e-06
2034,Congo,COG,1.7388422708370145e-06
2035,Congo,COG,1.8411271102980155e-06
2036,Congo,COG,1.943411949759016e-06
2037,Congo,COG,2.0456967892200167e-06
2038,Congo,COG,2.1479816286810177e-06
2039,Congo,COG,2.250266468142019e-06
2040,Congo,COG,2.35255130760302e-06
2041,Congo,COG,2.45483614706402e-06
2042,Congo,COG,2.557120986525021e-06
2043,Congo,COG,2.659405825986022e-06
2044,Congo,COG,2.761690665447023e-06
2045,Congo,COG,2.8639755049080237e-06
2046,Congo,COG,2.966260344369025e-06
2047,Congo,COG,3.068545183830025e-06
2048,Congo,COG,3.1708300232910265e-06
2049,Congo,COG,3.2731148627520267e-06
2050,Congo,COG,3.375399702213028e-06
2021,Costa Rica,CRI,0.0028876693109128
2022,Costa Rica,CRI,0.002878492287665
2023,Costa Rica,CRI,0.0028693152644172
2024,Costa Rica,CRI,0.0028601382411694
2025,Costa Rica,CRI,0.0028509612179216
2026,Costa Rica,CRI,0.0028417841946738
2027,Costa Rica,CRI,0.0028326071714259997
2028,Costa Rica,CRI,0.0028234301481782
2029,Costa Rica,CRI,0.0028142531249304
2030,Costa Rica,CRI,0.0028050761016826
2031,Costa Rica,CRI,0.0027958990784348
2032,Costa Rica,CRI,0.002786722055187
2033,Costa Rica,CRI,0.0027775450319392
2034,Costa Rica,CRI,0.0027683680086914
2035,Costa Rica,CRI,0.0027591909854436
2036,Costa Rica,CRI,0.0027500139621958
2037,Costa Rica,CRI,0.0027408369389479996
2038,Costa Rica,CRI,0.0027316599157002
2039,Costa Rica,CRI,0.0027224828924524
2040,Costa Rica,CRI,0.0027133058692046
2041,Costa Rica,CRI,0.0027041288459568
2042,Costa Rica,CRI,0.002694951822709
2043,Costa Rica,CRI,0.0026857747994612
2044,Costa Rica,CRI,0.0026765977762134
2045,Costa Rica,CRI,0.0026674207529656
2046,Costa Rica,CRI,0.0026582437297178
2047,Costa Rica,CRI,0.0026490667064699995
2048,Costa Rica,CRI,0.0026398896832222
2049,Costa Rica,CRI,0.0026307126599744
2050,Costa Rica,CRI,0.0026215356367266
2021,Cuba,CUB,0.0
2022,Cuba,CUB,0.0
2023,Cuba,CUB,0.0
2024,Cuba,CUB,0.0
2025,Cuba,CUB,0.0
2026,Cuba,CUB,0.0
2027,Cuba,CUB,0.0
2028,Cuba,CUB,0.0
2029,Cuba,CUB,0.0
2030,Cuba,CUB,0.0
2031,Cuba,CUB,0.0
2032,Cuba,CUB,0.0
2033,Cuba,CUB,0.0
2034,Cuba,CUB,0.0
2035,Cuba,CUB,0.0
2036,Cuba,CUB,0.0
2037,Cuba,CUB,0.0
2038,Cuba,CUB,0.0
2039,Cuba,CUB,0.0
2040,Cuba,CUB,0.0
2041,Cuba,CUB,0.0
2042,Cuba,CUB,0.0
2043,Cuba,CUB,0.0
2044,Cuba,CUB,0.0
2045,Cuba,CUB,0.0
2046,Cuba,CUB,0.0
2047,Cuba,CUB,0.0
2048,Cuba,CUB,0.0
2049,Cuba,CUB,0.0
2050,Cuba,CUB,0.0
2021,Czechia,CZE,0.0023286691275907
2022,Czechia,CZE,0.0022858364094885
2023,Czechia,CZE,0.0022430036913862
2024,Czechia,CZE,0.0022001709732839
2025,Czechia,CZE,0.0021573382551816
2026,Czechia,CZE,0.0021145055370794
2027,Czechia,CZE,0.0020716728189771
2028,Czechia,CZE,0.0020288401008748
2029,Czechia,CZE,0.0019860073827725
2030,Czechia,CZE,0.0019431746646702
2031,Czechia,CZE,0.0019003419465679998
2032,Czechia,CZE,0.0018575092284657
2033,Czechia,CZE,0.0018146765103634
2034,Czechia,CZE,0.0017718437922611
2035,Czechia,CZE,0.0017290110741589
2036,Czechia,CZE,0.0016861783560566
2037,Czechia,CZE,0.0016433456379543
2038,Czechia,CZE,0.0016005129198520002
2039,Czechia,CZE,0.0015576802017497
2040,Czechia,CZE,0.0015148474836475
2041,Czechia,CZE,0.0014720147655452
2042,Czechia,CZE,0.0014291820474429
2043,Czechia,CZE,0.0013863493293406
2044,Czechia,CZE,0.0013435166112384
2045,Czechia,CZE,0.0013006838931361
2046,Czechia,CZE,0.0012578511750338
2047,Czechia,CZE,0.0012150184569315
2048,Czechia,CZE,0.0011721857388292
2049,Czechia,CZE,0.001129353020727
2050,Czechia,CZE,0.0010865203026247
2021,Côte d'Ivoire,CIV,0.0038890721482088
2022,Côte d'Ivoire,CIV,0.0038266878443369997
2023,Côte d'Ivoire,CIV,0.0037643035404651
2024,Côte d'Ivoire,CIV,0.0037019192365933
2025,Côte d'Ivoire,CIV,0.0036395349327214
2026,Côte d'Ivoire,CIV,0.0035771506288495
2027,Côte d'Ivoire,CIV,0.0035147663249777
2028,Côte d'Ivoire,CIV,0.0034523820211058
2029,Côte d'Ivoire,CIV,0.0033899977172340006
2030,Côte d'Ivoire,CIV,0.0033276134133621
2031,Côte d'Ivoire,CIV,0.0032652291094903
2032,Côte d'Ivoire,CIV,0.0032028448056184
2033,Côte d'Ivoire,CIV,0.0031404605017465
2034,Côte d'Ivoire,CIV,0.0030780761978747
2035,Côte d'Ivoire,CIV,0.0030156918940028
2036,Côte d'Ivoire,CIV,0.0029533075901309993
2037,Côte d'Ivoire,CIV,0.0028909232862591
2038,Côte d'Ivoire,CIV,0.0028285389823873
2039,Côte d'Ivoire,CIV,0.0027661546785154
2040,Côte d'Ivoire,CIV,0.0027037703746436
2041,Côte d'Ivoire,CIV,0.0026413860707717
2042,Côte d'Ivoire,CIV,0.0025790017668998
2043,Côte d'Ivoire,CIV,0.0025166174630279997
2044,Côte d'Ivoire,CIV,0.0024542331591561
2045,Côte d'Ivoire,CIV,0.0023918488552843
2046,Côte d'Ivoire,CIV,0.0023294645514124
2047,Côte d'Ivoire,CIV,0.0022670802475406
2048,Côte d'Ivoire,CIV,0.0022046959436687
2049,Côte d'Ivoire,CIV,0.0021423116397968
2050,Côte d'Ivoire,CIV,0.002079927335925
2021,Democratic People's Republic of Korea,PRK,0.0022289855768460004
2022,Democratic People's Republic of Korea,PRK,0.0021612319710575
2023,Democratic People's Republic of Korea,PRK,0.002093478365269
2024,Democratic People's Republic of Korea,PRK,0.0020257247594806
2025,Democratic People's Republic of Korea,PRK,0.0019579711536921
2026,Democratic People's Republic of Korea,PRK,0.0018902175479036
2027,Democratic People's Republic of Korea,PRK,0.0018224639421152
2028,Democratic People's Republic of Korea,PRK,0.0017547103363267
2029,Democratic People's Republic of Korea,PRK,0.0016869567305382
2030,Democratic People's Republic of Korea,PRK,0.0016192031247498
2031,Democratic People's Republic of Korea,PRK,0.0015514495189613
2032,Democratic People's Republic of Korea,PRK,0.0014836959131728
2033,Democratic People's Republic of Korea,PRK,0.0014159423073844
2034,Democratic People's Republic of Korea,PRK,0.0013481887015959
2035,Democratic People's Republic of Korea,PRK,0.0012804350958074
2036,Democratic People's Republic of Korea,PRK,0.0012126814900189
2037,Democratic People's Republic of Korea,PRK,0.0011449278842305
2038,Democratic People's Republic of Korea,PRK,0.001077174278442
2039,Democratic People's Republic of Korea,PRK,0.0010094206726535
2040,Democratic People's Republic of Korea,PRK,0.0009416670668651
2041,Democratic People's Republic of Korea,PRK,0.0008739134610766
2042,Democratic People's Republic of Korea,PRK,0.0008061598552881
2043,Democratic People's Republic of Korea,PRK,0.0007384062494997
2044,Democratic People's Republic of Korea,PRK,0.0006706526437112
2045,Democratic People's Republic of Korea,PRK,0.0006028990379227
2046,Democratic People's Republic of Korea,PRK,0.0005351454321343
2047,Democratic People's Republic of Korea,PRK,0.0004673918263458
2048,Democratic People's Republic of Korea,PRK,0.0003996382205573
2049,Democratic People's Republic of Korea,PRK,0.0003318846147689
2050,Democratic People's Republic of Korea,PRK,0.0002641310089804
2021,Democratic Republic of the Congo,COD,0.0045798045103225
2022,Democratic Republic of the Congo,COD,0.0044747556379032
2023,Democratic Republic of the Congo,COD,0.0043697067654838
2024,Democratic Republic of the Congo,COD,0.0042646578930645
2025,Democratic Republic of the Congo,COD,0.0041596090206451
2026,Democratic Republic of the Congo,COD,0.0040545601482258
2027,Democratic Republic of the Congo,COD,0.0039495112758064
2028,Democratic Republic of the Congo,COD,0.003844462403387
2029,Democratic Republic of the Congo,COD,0.0037394135309677
2030,Democratic Republic of the Congo,COD,0.0036343646585483
2031,Democratic Republic of the Congo,COD,0.003529315786129
2032,Democratic Republic of the Congo,COD,0.0034242669137096
2033,Democratic Republic of the Congo,COD,0.0033192180412903
2034,Democratic Republic of the Congo,COD,0.0032141691688709
2035,Democratic Republic of the Congo,COD,0.0031091202964516
2036,Democratic Republic of the Congo,COD,0.0030040714240322
2037,Democratic Republic of the Congo,COD,0.0028990225516128
2038,Democratic Republic of the Congo,COD,0.0027939736791935
2039,Democratic Republic of the Congo,COD,0.0026889248067741
2040,Democratic Republic of the Congo,COD,0.0025838759343548
2041,Democratic Republic of the Congo,COD,0.0024788270619354
2042,Democratic Republic of the Congo,COD,0.0023737781895161
2043,Democratic Republic of the Congo,COD,0.0022687293170967
2044,Democratic Republic of the Congo,COD,0.0021636804446774
2045,Democratic Republic of the Congo,COD,0.0020586315722579997
2046,Democratic Republic of the Congo,COD,0.0019535826998386
2047,Democratic Republic of the Congo,COD,0.0018485338274193
2048,Democratic Republic of the Congo,COD,0.0017434849549999
2049,Democratic Republic of the Congo,COD,0.0016384360825806
2050,Democratic Republic of the Congo,COD,0.0015333872101612
2021,Djibouti,DJI,9.418409600254983e-19
2022,Djibouti,DJI,1.1773012000318728e-18
2023,Djibouti,DJI,1.4127614400382474e-18
2024,Djibouti,DJI,1.6482216800446217e-18
2025,Djibouti,DJI,1.8836819200509966e-18
2026,Djibouti,DJI,2.1191421600573717e-18
2027,Djibouti,DJI,2.3546024000637457e-18
2028,Djibouti,DJI,2.59006264007012e-18
2029,Djibouti,DJI,2.8255228800764947e-18
2030,Djibouti,DJI,3.060983120082869e-18
2031,Djibouti,DJI,3.2964433600892434e-18
2032,Djibouti,DJI,3.531903600095618e-18
2033,Djibouti,DJI,3.767363840101993e-18
2034,Djibouti,DJI,4.002824080108368e-18
2035,Djibouti,DJI,4.2382843201147434e-18
2036,Djibouti,DJI,4.4737445601211166e-18
2037,Djibouti,DJI,4.709204800127491e-18
2038,Djibouti,DJI,4.944665040133866e-18
2039,Djibouti,DJI,5.1801252801402415e-18
2040,Djibouti,DJI,5.415585520146616e-18
2041,Djibouti,DJI,5.651045760152989e-18
2042,Djibouti,DJI,5.886506000159363e-18
2043,Djibouti,DJI,6.12196624016574e-18
2044,Djibouti,DJI,6.3574264801721136e-18
2045,Djibouti,DJI,6.592886720178487e-18
2046,Djibouti,DJI,6.828346960184862e-18
2047,Djibouti,DJI,7.063807200191237e-18
2048,Djibouti,DJI,7.299267440197612e-18
2049,Djibouti,DJI,7.534727680203986e-18
2050,Djibouti,DJI,7.770187920210359e-18
2021,Dominica,DMA,0.0
2022,Dominica,DMA,0.0
2023,Dominica,DMA,0.0
2024,Dominica,DMA,0.0
2025,Dominica,DMA,0.0
2026,Dominica,DMA,0.0
2027,Dominica,DMA,0.0
2028,Dominica,DMA,0.0
2029,Dominica,DMA,0.0
2030,Dominica,DMA,0.0
2031,Dominica,DMA,0.0
2032,Dominica,DMA,0.0
2033,Dominica,DMA,0.0
2034,Dominica,DMA,0.0
2035,Dominica,DMA,0.0
2036,Dominica,DMA,0.0
2037,Dominica,DMA,0.0
2038,Dominica,DMA,0.0
